Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_039,log_t,age_039 (years),delta_t (years)
F2,2380,708.827,734.763,337,0.478,22.22,21.43,20.31,117.48,0.21,1.63,1.52,9.44,2775929465,752208.64
F2,832,51.849,373.813,439,0.402,21.75,20.96,20.12,116.37,0.21,1.63,1.73,9.44,2756579931,759379.83
F2,1108,497.846,595.427,434,0.416,21.59,20.58,20.12,118.01,0.21,1.63,1.57,9.44,2756579931,759379.83
F2,1204,319.576,816.011,398,0.259,21.81,20.75,20.12,106.23,0.21,1.63,1.79,9.44,2756579931,759379.83
F2,1536,414.598,114.209,410,0.438,22.01,20.6,20.12,121.81,0.21,1.63,1.99,9.44,2756579931,759379.83
F2,1162,599.665,143.639,436,0.404,21.32,20.37,20.12,117.01,0.21,1.63,1.3,9.44,2756579931,759379.83
F2,839,328.852,173.045,442,0.467,21.05,20.22,20.12,118.93,0.21,1.63,1.03,9.44,2756579931,759379.83
F2,1258,43.96,221.394,396,0.36,21.55,20.48,20.11,117.43,0.22,1.64,1.54,9.43,2699336828,781122.68
F2,905,442.866,243.989,321,0.329,20.94,20.18,20.11,105.63,0.22,1.64,0.93,9.43,2699336828,781122.68
F2,1349,872.937,654.931,480,0.452,20.9,20.29,20.11,107.66,0.22,1.64,0.89,9.43,2699336828,781122.68
F2,870,265.326,15.04,451,0.444,21.62,20.85,20.11,115.96,0.22,1.64,1.61,9.43,2699336828,781122.68
F2,1200,885.058,465.589,369,0.379,21.53,21.08,20.1,117.37,0.22,1.66,1.53,9.42,2643282435,803188.94
F2,645,753.39,308.952,445,0.552,21.84,21.19,20.1,121.13,0.22,1.66,1.84,9.42,2643282435,803188.94
F2,938,384.965,361.451,427,0.348,21.8,21.01,20.1,114.53,0.22,1.66,1.8,9.42,2643282435,803188.94
F2,1390,756.298,-9.293,364,0.342,21.6,20.95,20.1,114.03,0.22,1.66,1.6,9.42,2643282435,803188.94
F2,1403,570.336,356.383,381,0.436,21.76,20.73,20.1,121.64,0.22,1.66,1.76,9.42,2643282435,803188.94
F2,852,233.105,436.758,443,0.495,21.07,20.14,20.1,119.78,0.22,1.66,1.07,9.42,2643282435,803188.94
F2,1138,351.421,437.518,424,0.297,21.73,20.96,20.1,109.92,0.22,1.66,1.73,9.42,2643282435,803188.94
F2,1685,370.284,103.559,428,0.358,22.26,21.52,20.3,115.19,0.22,1.66,1.52,9.42,2611775538,815932.52
F2,1300,721.038,644.433,427,0.27,21.62,20.54,20.09,106.1,0.22,1.67,1.63,9.41,2588392066,825549.96
F2,720,490.606,232.419,427,0.515,21.27,20.17,20.09,123.24,0.22,1.67,1.28,9.41,2588392066,825549.96
F2,1428,310.168,448.889,400,0.37,21.73,20.58,20.09,118.15,0.22,1.67,1.74,9.41,2588392066,825549.96
F2,1014,798.49,34.797,290,0.266,21.45,20.52,20.09,92.46,0.22,1.67,1.46,9.41,2588392066,825549.96
F2,884,587.084,469.637,372,0.313,21.29,20.57,20.09,112.12,0.22,1.67,1.3,9.41,2588392066,825549.96
F2,976,833.153,409.515,462,0.408,21.67,21.15,20.09,111.35,0.22,1.67,1.68,9.41,2588392066,825549.96
F2,1159,590.311,348.722,355,0.334,21.36,20.61,20.09,112.17,0.22,1.67,1.37,9.41,2588392066,825549.96
F2,1129,541.726,448.683,288,0.31,21,20.42,20.08,96.85,0.23,1.68,1.02,9.4,2534641550,848174.28
F2,1096,164.605,652.455,185,0.241,21.22,20.35,20.08,81,0.23,1.68,1.24,9.4,2534641550,848174.28
F2,993,28.742,806.438,277,0.247,21.3,20.32,20.08,87.35,0.23,1.68,1.32,9.4,2534641550,848174.28
F2,1074,851.034,88.744,464,0.231,21.95,20.92,20.07,93.01,0.23,1.7,1.98,9.39,2482007217,871027.64
F2,1065,137.791,178.163,407,0.354,21.24,20.21,20.07,116.73,0.23,1.7,1.27,9.39,2482007217,871027.64
F2,1147,234.777,555.588,351,0.283,21.35,20.73,20.07,106.19,0.23,1.7,1.38,9.39,2482007217,871027.64
F2,883,136.275,129.456,757,0.44,21.2,20.25,20.07,29.56,0.23,1.7,1.23,9.39,2482007217,871027.64
F2,1547,249.17,142.121,428,0.222,22.15,20.86,20.25,97.64,0.23,1.7,2,9.39,2467170594,877594.11
F2,1261,257.534,681.248,427,0.538,22.16,21.42,20.25,123.96,0.23,1.7,1.52,9.39,2447526297,886372.22
F2,841,350.13,761.766,310,0.266,21.23,20.2,20.06,96.54,0.23,1.71,1.27,9.39,2430465888,894072.87
F2,1184,690.203,725.324,326,0.344,21.55,20.69,20.06,107.9,0.23,1.71,1.59,9.39,2430465888,894072.87
F2,746,128.006,596.062,418,0.409,21.89,21.06,20.06,119.68,0.23,1.71,1.93,9.39,2430465888,894072.87
F2,1216,232.343,42.286,187,0.306,21.24,20.28,20.06,88.08,0.23,1.71,1.28,9.39,2430465888,894072.87
F2,962,416.83,712.25,407,0.482,22.23,21.27,20.26,123.89,0.24,1.72,1.52,9.38,2382374307,916162.55
F2,789,723.67,55.691,483,0.415,21.12,20.26,20.05,104.98,0.24,1.72,1.17,9.38,2379994865,917269.99
F2,906,839.347,811.938,341,0.385,21.09,20.39,20.05,113.7,0.24,1.72,1.14,9.38,2379994865,917269.99
F2,1401,450.796,258.307,401,0.439,22.34,21.39,20.29,122.21,0.24,1.72,1.52,9.38,2379994865,917269.99
F2,1794,491.605,75.748,419,0.488,22.87,21.76,20.43,123.24,0.24,1.73,1.52,9.37,2337569004,937241.74
F2,605,593.389,604.382,326,0.428,20.88,20.14,20.04,113.08,0.24,1.74,0.94,9.37,2330571923,940576.17
F2,1190,521.926,783.06,386,0.336,21.73,20.5,20.04,115.24,0.24,1.74,1.79,9.37,2330571923,940576.17
F2,641,863.081,172.932,431,0.5,21.84,20.94,20.04,122.14,0.24,1.74,1.9,9.37,2330571923,940576.17
F2,1100,455.267,724.707,243,0.247,21.85,20.78,20.04,82.22,0.24,1.74,1.91,9.37,2330571923,940576.17
F2,701,695.499,245.672,424,0.384,21.85,21.03,20.04,117.53,0.24,1.74,1.91,9.37,2330571923,940576.17
F2,860,508.933,137.441,506,0.592,21.47,20.66,20.04,101.1,0.24,1.74,1.53,9.37,2330571923,940576.17
F2,1121,284.613,49.73,598,0.511,22.63,21.15,20.36,54.11,0.24,1.74,1.52,9.36,2312015262,949473.97
F2,754,815.2,569.692,457,0.431,21.15,20.37,20.03,113.86,0.24,1.75,1.22,9.36,2282175296,963945.79
F2,771,21.368,211.332,452,0.344,21.78,20.85,20.03,109.72,0.24,1.75,1.85,9.36,2282175296,963945.79
F2,858,889.946,524.23,489,0.49,21.82,21.24,20.03,105.68,0.24,1.75,1.89,9.36,2282175296,963945.79
F2,876,599.405,44.98,373,0.434,21.15,20.09,20.03,120.93,0.24,1.75,1.22,9.36,2282175296,963945.79
F2,1037,741.93,653.414,313,0.267,21.19,20.33,20.03,97.28,0.24,1.75,1.26,9.36,2282175296,963945.79
F2,767,565.067,437.93,722,0.483,21.49,20.36,20.03,24.93,0.24,1.75,1.56,9.36,2282175296,963945.79
F2,768,86.564,427.453,471,0.518,21.23,20.23,20.03,113,0.24,1.75,1.3,9.36,2282175296,963945.79
F2,895,343.661,20.594,288,0.258,21.3,20.24,20.03,91,0.24,1.75,1.37,9.36,2282175296,963945.79
F2,1294,171.705,600.459,323,0.335,21.33,20.68,20.03,106.55,0.24,1.75,1.4,9.36,2282175296,963945.79
F2,917,761.6,134.913,458,0.108,21.38,20.47,20.03,50.81,0.24,1.75,1.45,9.36,2282175296,963945.79
F2,1262,171.765,513.055,379,0.471,22.38,20.83,20.28,123.08,0.25,1.76,1.52,9.35,2239254437,985104.11
F2,1376,294.451,571.822,380,0.423,21.53,20.76,20.02,120.92,0.25,1.76,1.61,9.35,2234783674,987330.5
F2,786,25.18,214.175,428,0.495,21.18,20.15,20.02,122.41,0.25,1.76,1.26,9.35,2234783674,987330.5
F2,723,234.762,350.07,426,0.436,20.96,20.02,20.02,120.21,0.25,1.76,1.04,9.35,2234783674,987330.5
F2,735,763.26,172.846,456,0.493,21.06,20.24,20.02,116.64,0.25,1.76,1.14,9.35,2234783674,987330.5
F2,975,219.651,848.037,410,0.305,21.74,20.83,20.02,111.98,0.25,1.76,1.82,9.35,2234783674,987330.5
F2,805,849.506,87.339,423,0.297,21.54,20.81,20.02,110.03,0.25,1.76,1.62,9.35,2234783674,987330.5
F2,799,864.499,45.122,480,0.799,22.46,21.3,20.3,115.05,0.25,1.77,1.52,9.35,2225868909,991782.26
F2,1617,571.782,6.244,408,0.25,22.36,21.21,20.27,104.51,0.25,1.77,1.52,9.34,2210353556,999568.64
F2,1613,848.538,389.54,392,0.346,22.4,21.42,20.28,116.28,0.25,1.77,1.52,9.34,2203737270,1002903.62
F2,857,144.135,662.058,476,0.432,21.52,20.57,20.01,108.2,0.25,1.78,1.61,9.34,2188376185,1010679.33
F2,762,868.161,351.759,391,0.442,21.3,20.82,20.01,122.35,0.25,1.78,1.39,9.34,2188376185,1010679.33
F2,998,675.854,236.591,449,0.169,21.61,20.76,20.01,80.53,0.25,1.78,1.7,9.34,2188376185,1010679.33
F2,715,356.303,157.95,436,0.361,21.29,20.3,20.01,114.22,0.25,1.78,1.38,9.34,2188376185,1010679.33
F2,1195,240.108,329.556,382,0.28,21.34,20.45,20.01,108.92,0.25,1.78,1.43,9.34,2188376185,1010679.33
F2,815,716.371,310.165,438,0.449,21.85,21.02,20.01,118.93,0.25,1.78,1.94,9.34,2188376185,1010679.33
F2,918,311.623,31.425,335,0.257,21.05,20.3,20.01,100.02,0.25,1.78,1.14,9.34,2188376185,1010679.33
F2,1012,631.397,109.589,399,0.308,21.17,20.3,20.01,112.66,0.25,1.78,1.26,9.34,2188376185,1010679.33
F2,935,276.218,750.716,197,0.241,21.24,20.49,20,80.03,0.25,1.79,1.34,9.33,2142932394,1033938.8
F2,745,764.869,387.731,196,0.304,21.57,20.84,20,87.14,0.25,1.79,1.67,9.33,2142932394,1033938.8
F2,773,860.026,519.779,397,0.263,21.24,20.65,20,106.86,0.25,1.79,1.34,9.33,2142932394,1033938.8
F2,685,547.669,746.478,419,0.404,21.65,20.9,20,119.3,0.25,1.79,1.75,9.33,2142932394,1033938.8
F2,817,346.288,464.295,177,0.279,21.03,20.3,20,86.7,0.25,1.79,1.13,9.33,2142932394,1033938.8
F2,726,6.964,347.804,419,0.484,21.1,20.08,19.99,123.08,0.26,1.81,1.21,9.32,2098432288,1057053.06
F2,964,700.009,428.179,387,0.275,21.29,20.24,19.99,108.45,0.26,1.81,1.4,9.32,2098432288,1057053.06
F2,1044,766.51,748.804,182,0.242,21.09,20.28,19.99,81.47,0.26,1.81,1.2,9.32,2098432288,1057053.06
F2,1027,387.202,150.105,427,0.258,21.44,20.46,19.98,104.31,0.26,1.82,1.56,9.31,2054856270,1079964.03
F2,1454,61.897,796.132,360,0.497,21.54,20.8,19.98,122.09,0.26,1.82,1.66,9.31,2054856270,1079964.03
F2,727,384.77,349.745,460,0.199,21.08,20.19,19.98,87.12,0.26,1.82,1.2,9.31,2054856270,1079964.03
F2,743,49.043,131.927,452,0.245,21.07,20.35,19.98,98.15,0.26,1.82,1.19,9.31,2054856270,1079964.03
F2,722,214.223,359.629,431,0.34,21.16,20.15,19.98,113.32,0.26,1.82,1.28,9.31,2054856270,1079964.03
F2,843,386.502,661.37,446,0.237,21.73,20.71,19.98,97.92,0.26,1.82,1.85,9.31,2054856270,1079964.03
F2,775,442.662,159.731,431,0.353,21.55,20.84,19.97,114.39,0.26,1.83,1.68,9.3,2012185152,1102611.66
F2,808,783.843,412.3,401,0.41,21.04,20.18,19.97,120.69,0.26,1.83,1.17,9.3,2012185152,1102611.66
F2,1736,40.346,627.771,193,0.247,22.55,21.26,20.29,81.12,0.26,1.83,1.52,9.3,2012185152,1102611.66
F2,1112,620.794,311.416,393,0.365,21.6,20.88,19.97,117.79,0.26,1.83,1.73,9.3,2012185152,1102611.66
F2,692,164.06,165.64,395,0.41,20.93,19.94,19.97,120.74,0.26,1.83,1.06,9.3,2012185152,1102611.66
F2,1135,91.713,2.622,394,0.485,21.27,20.21,19.97,124.24,0.26,1.83,1.4,9.3,2012185152,1102611.66
F2,777,526.587,462.444,194,0.312,21.2,20.48,19.96,87.96,0.27,1.85,1.34,9.29,1970400141,1124934.1
F2,828,528.831,805.376,498,0.433,21.76,20.5,19.96,100.03,0.27,1.85,1.9,9.29,1970400141,1124934.1
F2,945,456.772,44.377,405,0.409,21.28,20.32,19.96,120.52,0.27,1.85,1.42,9.29,1970400141,1124934.1
F2,982,443.991,671.618,393,0.238,21.46,20.37,19.96,102.6,0.27,1.85,1.6,9.29,1970400141,1124934.1
F2,1260,831.726,578.119,417,0.647,22.81,22.11,20.35,127.81,0.27,1.86,1.52,9.29,1944969222,1138562.12
F2,598,576.358,405.224,446,0.396,21.23,20.5,19.95,114.63,0.27,1.86,1.38,9.29,1929482838,1146867.97
F2,691,161.947,593.063,473,0.482,21.3,20.72,19.95,111.18,0.27,1.86,1.45,9.29,1929482838,1146867.97
F2,653,761.328,478.053,402,0.32,21.2,20.63,19.94,113.86,0.27,1.88,1.36,9.28,1889415222,1168348.63
F2,779,621.909,244.18,505,0.506,20.82,20.27,19.94,99.54,0.27,1.88,0.98,9.28,1889415222,1168348.63
F2,896,148.425,12.985,439,0.229,21.17,20.24,19.94,97.59,0.27,1.88,1.33,9.28,1889415222,1168348.63
F2,3201,671.573,133.334,242,0.347,24.05,22.9,20.68,34,0.27,1.88,1.52,9.27,1878120919,1174393.56
F2,1019,145.017,297.283,416,0.45,21.67,20.48,19.93,121.94,0.28,1.89,1.84,9.27,1850179651,1189310.49
F2,676,265.506,126.52,451,0.322,21.38,20.47,19.93,108.04,0.28,1.89,1.55,9.27,1850179651,1189310.49
F2,570,331.109,213.328,437,0.435,20.86,20.01,19.93,118.47,0.28,1.89,1.03,9.27,1850179651,1189310.49
F2,778,583.304,118.457,476,0.436,21.66,20.83,19.93,108.38,0.28,1.89,1.83,9.27,1850179651,1189310.49
F2,814,287.076,201.624,359,0.345,21.33,20.63,19.93,113.66,0.28,1.89,1.5,9.27,1850179651,1189310.49
F2,644,68.446,709.041,457,0.357,21.27,20.59,19.92,109.5,0.28,1.91,1.45,9.26,1811758844,1209687.3
F2,769,192.557,554.662,402,0.226,21.42,20.55,19.92,100.2,0.28,1.91,1.6,9.26,1811758844,1209687.3
F2,525,827.538,654.031,454,0.507,20.86,19.94,19.92,117.63,0.28,1.91,1.04,9.26,1811758844,1209687.3
F2,1267,351.482,692.093,437,0.557,23.03,21.75,20.38,122.89,0.28,1.92,1.52,9.25,1779462376,1226637.08
F2,856,123.108,645.115,376,0.328,21.38,20.46,19.91,113.93,0.28,1.92,1.57,9.25,1774135884,1229412.56
F2,809,131.859,25.982,451,0.138,21.22,20.24,19.91,68.01,0.28,1.92,1.41,9.25,1774135884,1229412.56
F2,861,549.033,372.27,408,0.256,21.29,20.25,19.91,105.51,0.28,1.92,1.48,9.25,1774135884,1229412.56
F2,351,335.357,155.84,488,0.589,21.44,20.18,19.91,108.65,0.28,1.92,1.63,9.25,1774135884,1229412.56
F2,666,770.632,463.31,370,0.308,20.95,20.07,19.91,111.41,0.28,1.92,1.14,9.25,1774135884,1229412.56
F2,897,496.569,370.754,450,0.457,22.2,20.85,20.15,116.76,0.28,1.92,1.52,9.25,1774135884,1229412.56
F2,872,543.791,359.843,427,0.362,22,20.98,20.09,115.62,0.29,1.93,1.52,9.24,1749488962,1242167.92
F2,656,607.63,715.505,459,0.426,21.4,20.79,19.9,113.09,0.29,1.94,1.6,9.24,1737294201,1248419.79
F2,966,461.003,9.151,408,0.423,21.68,20.93,19.9,121.16,0.29,1.94,1.88,9.24,1737294201,1248419.79
F2,406,267.293,-12.372,451,0.497,20.88,19.97,19.89,118.04,0.29,1.95,1.09,9.23,1711657471,1261414.94
F2,554,276.199,581.529,469,0.446,20.81,20.02,19.89,111.08,0.29,1.95,1.02,9.23,1711657471,1261414.94
F2,531,141.483,398.036,444,0.457,20.96,20.22,19.89,118.1,0.29,1.95,1.17,9.23,1711657471,1261414.94
F2,579,464.394,206.324,504,0.387,21.37,20.29,19.89,95.43,0.29,1.95,1.58,9.23,1711657471,1261414.94
F2,869,261.072,301.476,480,0.392,20.94,20.25,19.88,104.85,0.29,1.97,1.16,9.22,1676113214,1279043.21
F2,449,563.957,505.081,513,0.521,21.01,20.03,19.88,96.35,0.29,1.97,1.23,9.22,1676113214,1279043.21
F2,510,553.145,557.418,558,0.567,21.19,20.29,19.88,74.94,0.29,1.97,1.41,9.22,1676113214,1279043.21
F2,738,729.1,572.033,337,0.248,21.17,20.27,19.88,98.94,0.29,1.97,1.39,9.22,1676113214,1279043.21
F2,470,413.81,765.776,433,0.514,20.93,19.89,19.88,122.3,0.29,1.97,1.15,9.22,1676113214,1279043.21
F2,614,260.17,752.254,426,0.332,21.46,20.59,19.87,113.28,0.3,1.98,1.69,9.22,1641307069,1295776.86
F2,632,684.77,31.204,454,0.363,21.45,20.23,19.87,110.68,0.3,1.98,1.68,9.22,1641307069,1295776.86
F2,519,116.502,331.936,466,0.494,20.76,20.09,19.87,113.82,0.3,1.98,0.99,9.22,1641307069,1295776.86
F2,593,826.095,702.382,432,0.39,20.76,19.91,19.87,116.83,0.3,1.98,0.99,9.22,1641307069,1295776.86
F2,927,39.207,632.947,430,0.694,23.05,21.74,20.35,127.06,0.3,1.99,1.52,9.21,1615274040,1307886.98
F2,651,501.926,11.122,447,0.537,22.11,21.27,20.09,120.26,0.3,1.99,1.52,9.21,1612049080,1309360.31
F2,567,828.328,263.4,477,0.418,20.85,20.05,19.86,107.21,0.3,2,1.09,9.21,1607223708,1311553.12
F2,730,237.848,279.713,467,0.408,20.96,20.13,19.85,109.9,0.3,2.01,1.21,9.2,1573848121,1326311.13
F2,1161,264.717,721.636,500,0.744,23.35,22.08,20.42,106.15,0.31,2.02,1.52,9.19,1556643192,1333615.42
F2,1512,869.103,267.056,275,0.365,23.03,21.47,20.33,98.32,0.31,2.02,1.52,9.19,1548885069,1336835.67
F2,315,119.328,571.688,482,0.629,20.77,19.76,19.84,111.76,0.31,2.03,1.03,9.19,1541165612,1339992.44
F2,602,327.154,294.349,458,0.208,21.16,20.45,19.84,89.67,0.31,2.03,1.42,9.19,1541165612,1339992.44
F2,683,168.621,199.772,369,0.371,21.21,20.59,19.84,116.82,0.31,2.03,1.47,9.19,1541165612,1339992.44
F2,601,227.961,389.674,451,0.249,20.9,20.25,19.83,99.01,0.31,2.04,1.17,9.18,1509161787,1352541.34
F2,640,823.333,255.813,429,0.325,21.07,20.04,19.83,112.25,0.31,2.04,1.34,9.18,1509161787,1352541.34
F2,440,603.394,170.867,529,0.363,21.49,20.29,19.82,83.18,0.31,2.06,1.77,9.17,1477822553,1363905.29
F2,528,810.748,227.502,389,0.277,21.21,20.48,19.82,108.79,0.31,2.06,1.49,9.17,1477822553,1363905.29
F2,700,810.154,784.95,200,0.224,21.09,20.4,19.82,77.28,0.31,2.06,1.37,9.17,1477822553,1363905.29
F2,490,597.413,11.477,428,0.377,21.52,20.59,19.81,116.56,0.32,2.08,1.81,9.16,1447134109,1374035.33
F2,603,200.621,102.823,412,0.292,21.43,20.52,19.81,110.35,0.32,2.08,1.72,9.16,1447134109,1374035.33
F2,441,541.1,317.749,474,0.061,21.24,20.11,19.81,9.98,0.32,2.08,1.53,9.16,1447134109,1374035.33
F2,545,319.482,579.227,576,0.601,22.32,20.67,20.11,66.13,0.32,2.08,1.52,9.16,1444244847,1374934.07
F2,515,217.426,544.319,457,0.3,20.91,20.2,19.8,104.44,0.32,2.09,1.21,9.15,1417082941,1382886.43
F2,663,497.577,237.269,198,0.22,20.97,20.19,19.8,76.71,0.32,2.09,1.27,9.15,1417082941,1382886.43
F2,508,199.389,-20.741,418,0.389,20.94,19.99,19.8,118.48,0.32,2.09,1.24,9.15,1417082941,1382886.43
F2,751,374.288,560.951,398,0.326,21.29,20.22,19.8,114.51,0.32,2.09,1.59,9.15,1417082941,1382886.43
F2,466,497.668,115.838,467,0.381,21.14,20.87,19.8,108.37,0.32,2.09,1.44,9.15,1417082941,1382886.43
F2,864,717.957,378.409,484,0.45,22.11,21.27,20.04,106.14,0.32,2.11,1.52,9.14,1394606366,1388746.35
F2,505,724.158,628.283,431,0.55,21.93,21.07,19.99,123.72,0.32,2.11,1.52,9.14,1393213476,1389086.78
F2,504,43.53,766.677,426,0.313,21.59,20.63,19.79,111.44,0.32,2.11,1.9,9.14,1387655815,1390417.84
F2,463,217.575,43.394,458,0.367,20.89,20.17,19.79,109.95,0.32,2.11,1.2,9.14,1387655815,1390417.84
F2,734,20.15,269.139,431,0.522,22.42,21.32,20.12,122.88,0.33,2.12,1.52,9.14,1372486296,1393823.86
F2,486,12.504,328.661,477,0.448,20.75,19.97,19.78,108.55,0.33,2.13,1.07,9.13,1358839773,1396593.42
F2,1153,176.104,27.906,494,0.433,22.18,20.97,20.05,101.64,0.33,2.13,1.52,9.13,1357482605,1396853.12
F2,1059,245.611,319.988,605,0.704,23.32,21.6,20.36,52.8,0.33,2.14,1.52,9.13,1339962291,1399941.6
F2,532,787.989,400.477,452,0.366,21.01,20.01,19.77,111.36,0.33,2.14,1.34,9.12,1330622124,1401381.94
F2,607,140.22,119.771,436,0.147,21.38,20.39,19.77,73.89,0.33,2.14,1.71,9.12,1330622124,1401381.94
F2,398,382.47,153.388,493,0.392,21.42,20.38,19.77,100.1,0.33,2.14,1.75,9.12,1330622124,1401381.94
F2,442,185.512,530.924,450,0.344,21.46,20.61,19.77,110.17,0.33,2.14,1.79,9.12,1330622124,1401381.94
F2,363,191.899,355.583,422,0.452,20.86,19.89,19.77,121.44,0.33,2.14,1.19,9.12,1330622124,1401381.94
F2,422,45.001,693.969,468,0.499,21.43,20.73,19.77,113.37,0.33,2.14,1.76,9.12,1330622124,1401381.94
F2,944,624.171,204.963,475,0.429,21.92,20.46,19.97,108.4,0.33,2.15,1.52,9.12,1325314145,1402134.53
F2,475,388.723,379.739,458,0.327,20.78,19.92,19.76,106.83,0.33,2.16,1.12,9.11,1302990442,1404757.36
F2,395,105.867,375.836,445,0.197,20.93,20.16,19.76,89.43,0.33,2.16,1.27,9.11,1302990442,1404757.36
F2,465,834.136,505.911,449,0.298,21,20.04,19.76,106.02,0.33,2.16,1.34,9.11,1302990442,1404757.36
F2,543,446.794,197.546,409,0.315,21.21,20.36,19.76,113.1,0.33,2.16,1.55,9.11,1302990442,1404757.36
F2,1416,193.155,727.949,430,0.269,22.86,21.6,20.22,105.58,0.34,2.17,1.52,9.11,1290034911,1405861.83
F2,514,621.504,185.202,456,0.336,21.09,20.32,19.75,108.11,0.34,2.18,1.44,9.11,1275932560,1406699.02
F2,429,353.452,442.537,361,0.265,20.95,20.1,19.74,105.03,0.34,2.2,1.31,9.1,1249436561,1407191.89
F2,452,266.825,166.526,449,0.335,21.63,20.72,19.74,109.64,0.34,2.2,1.99,9.1,1249436561,1407191.89
F2,654,75.946,540.901,375,0.281,21.06,20.07,19.74,108.61,0.34,2.2,1.42,9.1,1249436561,1407191.89
F2,436,550.447,731.093,470,0.397,21.32,20.61,19.74,108.4,0.34,2.2,1.68,9.1,1249436561,1407191.89
F2,594,250.736,727.544,197,0.248,20.78,20.03,19.74,80.99,0.34,2.2,1.14,9.1,1249436561,1407191.89
F2,410,38.202,496.561,462,0.37,21.22,20.38,19.73,109.09,0.34,2.21,1.59,9.09,1223490777,1406226.65
F2,289,624.248,201.533,497,0.644,21.16,20.87,19.73,105.99,0.34,2.21,1.53,9.09,1223490777,1406226.65
F2,389,804.286,348.623,447,0.316,21.24,20.54,19.72,108.32,0.35,2.23,1.62,9.08,1198083784,1403799.87
F2,529,446.288,331.541,750,0.498,21.18,20.28,19.72,28.68,0.35,2.23,1.56,9.08,1198083784,1403799.87
F2,352,26.321,178.747,268,0.634,19.84,19.06,19.72,105.82,0.35,2.23,0.22,9.08,1198083784,1403799.87
F2,425,191.625,365.705,483,0.299,21.49,20.51,19.72,96.87,0.35,2.23,1.87,9.08,1198083784,1403799.87
F2,1283,13.011,491.855,403,0.435,23.57,22.6,20.39,121.97,0.35,2.23,1.52,9.08,1196887175,1403647.87
F2,1165,779.517,44.128,686,0.699,23.47,21.54,20.36,27.18,0.35,2.24,1.52,9.08,1188544308,1402491.26
F2,326,18.559,274.274,485,0.554,20.6,19.89,19.71,109.01,0.35,2.25,0.99,9.07,1173204392,1399914
F2,546,487.03,631.01,455,0.371,21.59,20.42,19.71,110.98,0.35,2.25,1.98,9.07,1173204392,1399914
F2,448,612.347,301.497,473,0.275,20.74,19.92,19.71,97.28,0.35,2.25,1.13,9.07,1173204392,1399914
F2,415,557.163,429.572,465,0.128,20.99,20.02,19.71,61.09,0.35,2.25,1.38,9.07,1173204392,1399914
F2,408,489.302,607.923,468,0.428,20.88,19.97,19.71,110.59,0.35,2.25,1.27,9.07,1173204392,1399914
F2,432,735.275,52.508,451,0.315,20.68,19.78,19.71,107.37,0.35,2.25,1.07,9.07,1173204392,1399914
F2,518,288.647,647.864,554,0.531,21.19,20.58,19.7,76.37,0.36,2.27,1.59,9.06,1148841645,1394577.44
F2,447,503.621,655.923,455,0.341,21.51,20.42,19.7,108.76,0.36,2.27,1.91,9.06,1148841645,1394577.44
F2,458,376.22,655.209,416,0.282,21.3,20.53,19.7,108.81,0.36,2.27,1.7,9.06,1148841645,1394577.44
F2,357,783.957,585.89,469,0.383,20.88,19.98,19.7,107.89,0.36,2.27,1.28,9.06,1148841645,1394577.44
F2,942,738.35,482.234,469,0.517,22.57,21.43,20.1,113.62,0.36,2.27,1.52,9.06,1148841645,1394577.44
F2,1152,815.906,748.255,505,0.512,22.65,21.45,20.12,99.7,0.36,2.27,1.52,9.06,1141974247,1392788.11
F2,820,608.691,220.076,511,0.625,22.11,21.49,19.97,99.42,0.36,2.27,1.52,9.06,1138555957,1391849.59
F2,503,791.055,118.358,439,0.264,21.28,20.39,19.69,103.54,0.36,2.28,1.69,9.05,1124984814,1387804.49
F2,496,442.349,576.357,450,0.169,21.42,20.35,19.69,80.37,0.36,2.28,1.83,9.05,1124984814,1387804.49
F2,454,875.939,35.79,473,0.297,21.3,20.46,19.69,99.8,0.36,2.28,1.71,9.05,1124984814,1387804.49
F2,392,231.989,714.767,470,0.367,20.72,19.81,19.69,106.58,0.36,2.28,1.13,9.05,1124984814,1387804.49
F2,338,774.833,518.023,501,0.369,20.8,19.87,19.68,95.67,0.36,2.3,1.22,9.04,1101623394,1379615.26
F2,455,409.322,736.005,483,0.273,21.18,20.11,19.68,93.98,0.36,2.3,1.6,9.04,1101623394,1379615.26
F2,679,672.37,757.677,465,0.339,21.95,20.86,19.91,105.99,0.36,2.31,1.52,9.04,1087405320,1373847.05
F2,299,358.945,470.513,430,0.377,21.31,20.42,19.67,116.28,0.37,2.32,1.74,9.03,1078747097,1370035.57
F2,517,711.276,414.502,466,0.463,21.82,21,19.87,112.69,0.37,2.32,1.52,9.03,1074443872,1368055.72
F2,625,216.687,846.436,461,0.309,21.76,20.71,19.85,104.37,0.37,2.33,1.52,9.03,1063760762,1362891.89
F2,1098,683.389,648.228,440,0.495,22.42,21.55,20.03,120.39,0.37,2.34,1.52,9.02,1057401949,1359647.96
F2,542,854.465,430.49,457,0.436,21.84,20.83,19.87,114.09,0.37,2.34,1.52,9.02,1057401949,1359647.96
F2,665,612.844,108.361,397,0.51,22.41,21.18,20.02,125.16,0.37,2.36,1.52,9.02,1035443954,1347448.8
F2,319,241.857,410.714,446,0.371,20.72,20.03,19.65,113.04,0.37,2.36,1.17,9.01,1034409785,1346835.54
