Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_008,log_t,age_008 (years),delta_t (years)
F1,6480,845.449,630.594,225,0.803,23.41,22.43,22.1,55.63,-0.19,0.64,1.41,10.59,38630275018,17970
F1,3545,899.173,0.91,149,0.257,23.6,99.99,22.07,53.1,-0.19,0.65,1.63,10.57,37094335873,19322
F1,4980,388.986,69.78,85,0.453,23.17,22.7,22.02,79.11,-0.18,0.67,1.25,10.54,34668942926,21824
F1,6733,475.878,385.235,567,1.147,23.51,23.23,21.99,13.47,-0.17,0.67,1.62,10.52,33290506285,23489
F1,4919,813.52,332.95,252,0.655,22.94,22.37,21.97,67.2,-0.17,0.68,1.07,10.51,32402132976,24675
F1,5266,714.185,407.121,133,0.484,23.14,21.99,21.97,79.1,-0.17,0.68,1.27,10.51,32402132976,24675
F1,5225,97.012,404.027,116,0.486,22.5,22.27,21.96,80.13,-0.17,0.68,0.64,10.5,31966876264,25291
F1,4237,119.598,678.105,270,0.719,23.23,22.44,21.9,61.81,-0.15,0.7,1.43,10.47,29475406281,29347
F1,4052,523.697,838.905,144,0.962,24.46,22.81,22.12,53.07,-0.15,0.71,1.6,10.46,28857124609,30516
F1,4098,103,615.344,89,0.589,23.27,21.65,21.88,81.32,-0.15,0.71,1.49,10.46,28688840766,30846
F1,4374,806.535,341.542,138,0.356,22.84,21.91,21.75,70.23,-0.13,0.75,1.19,10.38,24063500273,42745
F1,4211,519.771,822.923,574,0.755,22.04,21.71,21.73,24.16,-0.12,0.75,0.41,10.37,23421354095,44957
F1,4795,424.331,-17.963,256,1.59,23.38,23.03,21.72,33.27,-0.12,0.75,1.76,10.36,23106735869,46107
F1,3586,51.917,654.58,308,0.362,22.74,22.11,21.63,68.98,-0.11,0.78,1.21,10.31,20458698397,57894
F1,4036,681.597,88.905,166,0.763,24.56,24.1,21.98,63.49,-0.11,0.78,1.6,10.31,20355115361,58447
F1,2860,206.907,513.45,172,0.358,22.3,21.85,21.57,68.94,-0.1,0.8,0.83,10.28,18864165589,67392
F1,3515,565.427,841.839,178,0.379,23.41,24.46,21.54,70.86,-0.09,0.81,1.97,10.26,18114126654,72706
F1,2927,264.14,316.748,458,0.312,22.65,21.67,21.5,51.87,-0.08,0.83,1.25,10.23,17160257484,80439
F1,2900,161.874,584.081,456,0.256,22.57,21.62,21.48,43.68,-0.08,0.83,1.19,10.22,16702327689,84603
F1,2050,54.552,767.989,418,0.821,23.15,99.99,21.48,46.61,-0.08,0.83,1.77,10.22,16702327689,84603
F1,2872,576.165,524.68,125,0.245,22.91,21.52,21.45,50.84,-0.07,0.84,1.56,10.21,16038243395,91246
F1,1903,251.772,690.018,226,0.53,22.05,21.87,21.43,73.99,-0.07,0.85,0.72,10.19,15610255090,95953
F1,4712,781.172,313.477,169,0.793,26.58,23.18,22.49,60.83,-0.06,0.86,1.6,10.17,14855183263,105197
F1,2266,324.743,541.049,303,0.311,22.09,21.4,21.34,62.36,-0.05,0.88,0.85,10.14,13821316113,120187
F1,2093,719.435,768.779,248,0.359,22.09,21.33,21.26,67.77,-0.04,0.91,0.93,10.09,12404012637,146510
F1,2364,521.966,828.285,244,0.517,21.86,21.51,21.26,74.09,-0.04,0.91,0.7,10.09,12404012637,146510
F1,2108,722.411,633.752,180,0.2,22.7,22,21.25,38.34,-0.04,0.92,1.55,10.09,12237389971,150157
F1,2461,855.807,772.237,193,0.516,24.04,22.38,21.54,75.29,-0.03,0.93,1.6,10.07,11840260667,159408
F1,1806,65.875,646.566,231,0.395,21.92,21.24,21.22,70.95,-0.03,0.93,0.8,10.07,11750831533,161608
F1,2015,644.197,327.874,191,0.32,21.84,21.08,21.21,63.31,-0.03,0.93,0.73,10.06,11592983026,165601
F1,2014,862.1,33.721,468,0.496,23.1,21.63,21.21,59.66,-0.03,0.93,1.99,10.06,11592983026,165601
F1,1851,227.825,255.322,271,0.303,22.4,21.84,21.17,60.59,-0.02,0.95,1.33,10.04,10982509813,182495
F1,1840,263.55,751.289,230,0.301,22.09,21.68,21.16,59.84,-0.02,0.95,1.03,10.03,10834982145,186957
F1,1649,777.55,813.482,232,0.454,22.1,21.49,21.13,73.88,-0.02,0.96,1.07,10.02,10404183421,200945
F1,1671,74.539,825.258,226,0.365,21.98,21.65,21.12,68.33,-0.01,0.97,0.96,10.01,10264424391,205813
F1,1775,763.695,286.694,217,0.267,21.98,21.53,21.11,53.69,-0.01,0.97,0.97,10.01,10126542739,210787
F1,1911,865.938,292.732,179,0.315,22.38,21.5,21.08,62.92,-0.01,0.98,1.4,9.99,9723911555,226359
F1,1943,652.101,471.075,206,0.366,21.72,21.2,21.06,68.69,0,0.99,0.76,9.98,9464424258,237300
F1,1832,105.314,515.071,197,0.414,21.75,20.94,21.05,72.82,0,1,0.8,9.97,9337288980,242943
F1,1735,511.708,-8.212,202,0.26,22.12,21.43,21.05,52.42,0,1,1.17,9.97,9337288980,242943
F1,1629,768.512,220.448,216,0.277,22.37,21.55,21.05,55.64,0,1,1.42,9.97,9337288980,242943
F1,1867,878.28,140.257,250,0.246,22.55,22.14,21.03,49.36,0,1,1.62,9.96,9088118894,254584
F1,1554,164.071,564.966,203,0.488,21.58,20.89,21.02,74.97,0,1.01,0.66,9.95,8966038513,260585
F1,1810,606.95,-17.238,304,0.506,22.42,21.51,21.01,74.8,0.01,1.01,1.51,9.95,8845598033,266708
F1,892,30.38,244.955,370,0.727,22.53,21.35,20.99,59.15,0.01,1.02,1.64,9.93,8609548958,279330
F1,1539,89.59,146.109,204,0.289,22.15,21.74,20.99,57.99,0.01,1.02,1.26,9.93,8609548958,279330
F1,1897,357.604,318.509,490,0.471,22.18,21.24,20.97,54.42,0.01,1.03,1.31,9.92,8379798968,292461
F1,1682,206.538,46.923,206,0.267,22.29,21.25,20.97,53.79,0.01,1.03,1.42,9.92,8379798968,292461
F1,1670,534.016,605.585,239,0.27,22.29,21.62,20.95,54.29,0.02,1.04,1.44,9.91,8156179968,306115
F1,1564,300.273,611.715,267,0.315,21.67,20.91,20.94,62.4,0.02,1.04,0.83,9.91,8046618289,313142
F1,1177,854.54,771.523,286,0.509,21.72,21.34,20.94,74.56,0.02,1.04,0.88,9.91,8046618289,313142
F1,1513,281.031,309.679,196,0.43,21.9,21.4,20.93,73.72,0.02,1.05,1.07,9.9,7938528349,320305
F1,1445,53.525,768.3,256,0.268,22.1,20.92,20.89,54.05,0.03,1.08,1.31,9.86,7224735965,374085
F1,1485,65.611,460.413,214,0.251,21.74,21.38,20.87,50.38,0.04,1.09,0.97,9.85,7052045732,389024
F1,1416,719.443,827.022,250,0.361,21.64,20.93,20.86,68,0.04,1.09,0.88,9.84,6967254745,396672
F1,1396,305.918,295.709,778,0.461,22.24,21.24,20.85,9.68,0.04,1.09,1.49,9.84,6883483251,404440
F1,1333,705.585,752.688,294,0.431,21.77,20.87,20.82,73.73,0.04,1.11,1.05,9.82,6638163882,428471
F1,1019,852.987,764.701,294,0.464,21.6,20.76,20.81,74.67,0.05,1.11,0.89,9.82,6558349245,436726
F1,1390,252.473,92.608,251,0.243,21.93,20.95,20.81,48.7,0.05,1.11,1.22,9.82,6558349245,436726
F1,1241,252.58,54.482,294,0.455,21.51,20.62,20.79,74.5,0.05,1.12,0.82,9.81,6401587411,453608
F1,757,193.93,833.109,454,0.571,21.28,20.21,20.79,60.57,0.05,1.12,0.59,9.81,6401587411,453608
F1,1394,324.783,739.677,248,0.273,21.98,21.38,20.76,54.94,0.05,1.13,1.32,9.79,6173442252,479866
F1,1227,123.256,499.771,210,0.302,21.74,21.05,20.76,60.12,0.05,1.13,1.08,9.79,6173442252,479866
F1,1327,320.303,693.92,208,0.202,21.97,21.2,20.76,38.53,0.05,1.13,1.31,9.79,6173442252,479866
F1,1381,412.053,131.619,264,0.269,22.51,21.58,20.76,54.36,0.05,1.13,1.85,9.79,6173442252,479866
F1,1112,455.042,37.267,282,0.321,21.74,21.15,20.75,63.53,0.06,1.14,1.09,9.79,6099215243,488871
F1,1291,455.682,392.499,279,0.309,22.08,20.96,20.73,61.68,0.06,1.14,1.45,9.77,5953427922,507260
F1,1048,594.172,346.425,285,0.368,21.79,21.26,20.72,69.25,0.06,1.15,1.17,9.77,5881846278,516646
F1,1143,754.05,659.413,238,0.316,22.07,21.91,20.72,62.21,0.06,1.15,1.45,9.77,5881846278,516646
F1,1356,275.836,724.749,170,0.265,22,21.1,20.72,54.18,0.06,1.15,1.38,9.77,5881846278,516646
F1,1232,62.177,65.747,278,0.355,21.71,20.83,20.72,67.78,0.06,1.15,1.09,9.77,5881846278,516646
F1,1053,606.274,349.345,465,0.681,22.9,21.6,20.82,51.78,0.06,1.15,1.7,9.77,5826909620,524014
F1,1222,283.927,656.067,253,0.214,21.5,20.72,20.71,41.75,0.06,1.15,0.89,9.76,5811125302,526158
F1,1242,593.086,698.145,275,0.249,22.03,21.43,20.7,50.35,0.06,1.16,1.43,9.76,5741254648,535799
F1,1216,694.102,639.796,254,0.216,21.74,20.85,20.69,42.27,0.06,1.16,1.15,9.75,5672224090,545567
F1,1002,438.041,97.386,287,0.339,21.72,21.26,20.68,66.05,0.07,1.17,1.14,9.75,5604023528,555463
F1,966,852.05,611.405,291,0.445,22.2,21.57,20.67,74.19,0.07,1.17,1.63,9.74,5536642983,565487
F1,988,903.969,362.99,261,0.525,22.44,21.5,20.66,73.99,0.07,1.17,1.88,9.74,5470072595,575639
F1,1082,75.009,169.117,696,0.272,21.93,20.95,20.66,4.53,0.07,1.17,1.37,9.74,5470072595,575639
F1,1198,793.095,281.772,306,0.426,22.43,21.55,20.65,73.66,0.07,1.18,1.88,9.73,5404302622,585918
F1,1055,677.455,807.19,250,0.264,21.66,21.04,20.65,53.18,0.07,1.18,1.11,9.73,5404302622,585918
F1,821,801.008,814.429,311,0.388,21.51,20.49,20.65,71.37,0.07,1.18,0.96,9.73,5404302622,585918
F1,1089,737.949,479.971,160,0.238,21.95,21,20.65,48.47,0.07,1.18,1.4,9.73,5404302622,585918
F1,1086,779.232,544.839,272,0.316,22.09,21.09,20.64,62.63,0.07,1.18,1.55,9.73,5339323441,596325
F1,983,140.809,632.952,270,0.349,21.38,20.65,20.63,66.96,0.07,1.19,0.85,9.72,5275125544,606859
F1,813,215.885,336.602,308,0.455,21.35,20.62,20.63,74.65,0.07,1.19,0.82,9.72,5275125544,606859
F1,1202,130.634,718.495,628,0.265,21.87,20.89,20.63,11.97,0.07,1.19,1.34,9.72,5275125544,606859
F1,787,31.338,245.559,436,0.594,22.36,21.26,20.62,62.65,0.08,1.19,1.84,9.72,5211699537,617521
F1,932,395.348,403.649,293,0.401,22.17,21.38,20.62,72.09,0.08,1.19,1.65,9.72,5211699537,617521
F1,733,705.344,239.892,315,0.513,21.92,21.54,20.61,74.74,0.08,1.2,1.41,9.71,5149036139,628308
F1,2104,728.3,354.414,216,0.376,24.72,23.11,21.35,69.49,0.08,1.2,1.7,9.71,5133945382,630945
F1,1133,579.644,774.993,276,0.187,21.77,20.96,20.6,91.42,0.08,1.2,1.27,9.71,5087126181,639222
F1,838,246.087,213.945,303,0.383,21.36,20.72,20.6,111.67,0.08,1.2,0.86,9.71,5087126181,639222
F1,1888,151.663,580.097,445,0.154,24.35,22.8,21.22,21.54,0.08,1.2,1.7,9.7,5060437483,644008
F1,904,484.146,292.289,286,0.272,21.88,21.1,20.59,101.11,0.08,1.2,1.39,9.7,5025960603,650262
F1,1159,409.233,469.687,176,0.221,21.98,21.2,20.59,89.86,0.08,1.2,1.49,9.7,5025960603,650262
F1,1097,331.354,394.755,277,0.299,21.66,20.62,20.59,102.15,0.08,1.2,1.17,9.7,5025960603,650262
F1,1254,323.129,308.024,321,0.381,21.94,20.96,20.59,113.89,0.08,1.2,1.45,9.7,5025960603,650262
F1,942,337.809,155.365,449,0.34,22.01,21.28,20.58,101.17,0.08,1.21,1.53,9.7,4965530456,661427
F1,1024,501.442,359.19,297,0.205,21.51,20.61,20.58,96.02,0.08,1.21,1.03,9.7,4965530456,661427
F1,1029,864.494,341.648,274,0.335,21.92,21.19,20.58,104.45,0.08,1.21,1.44,9.7,4965530456,661427
F1,1064,308.596,749.128,283,0.337,22.08,21.2,20.57,105.87,0.08,1.21,1.61,9.69,4905826897,672716
F1,831,266.563,225.02,290,0.409,21.37,20.92,20.57,111.17,0.08,1.21,0.9,9.69,4905826897,672716
F1,1017,882.341,628.039,241,0.346,22.05,21.38,20.57,101.13,0.08,1.21,1.58,9.69,4905826897,672716
F1,1113,347.323,344.22,182,0.201,22.07,21.3,20.56,87.55,0.09,1.22,1.61,9.69,4846841190,684129
F1,987,157.953,314.607,261,0.25,21.65,20.64,20.56,95.82,0.09,1.22,1.19,9.69,4846841190,684129
F1,753,628.524,761.19,304,0.298,21.45,20.79,20.55,105.81,0.09,1.22,1,9.68,4788564703,695664
F1,839,563.239,20.287,311,0.375,21.46,20.5,20.55,112.29,0.09,1.22,1.01,9.68,4788564703,695664
F1,908,108.452,540.397,445,0.299,21.47,20.56,20.55,99.48,0.09,1.22,1.02,9.68,4788564703,695664
F1,890,809.62,316.646,282,0.306,21.83,21.02,20.55,103.41,0.09,1.22,1.38,9.68,4788564703,695664
F1,1068,83.742,289.019,346,0.319,22.29,21.45,20.55,111.82,0.09,1.22,1.84,9.68,4788564703,695664
F1,870,838.892,828.252,285,0.326,20.82,20.54,20.55,105.36,0.09,1.22,0.37,9.68,4788564703,695664
F1,1125,451.718,376.012,307,0.282,21.78,20.75,20.55,104.83,0.09,1.22,1.33,9.68,4788564703,695664
F1,880,40.677,-0.487,491,0.586,22.97,21.5,20.73,51.77,0.09,1.23,1.7,9.68,4751198101,703200
F1,1167,176.566,702.62,309,0.338,21.86,20.98,20.54,109.58,0.09,1.23,1.42,9.67,4730988910,707321
F1,1450,331.171,253.491,536,0.606,23.85,22.03,21,39.35,0.09,1.23,1.7,9.67,4727217743,708094
F1,797,706.228,562.504,277,0.35,21.76,21.21,20.51,105.89,0.09,1.23,1.35,9.67,4694518339,714843
F1,707,511.431,752.32,374,0.458,21.52,20.85,20.51,120.27,0.09,1.23,1.11,9.67,4694518339,714843
F1,924,725.735,704.143,345,0.408,21.78,21.23,20.53,117.58,0.09,1.23,1.35,9.67,4674105385,719100
F1,1178,87.904,336.986,331,0.373,22.01,21.45,20.53,114.47,0.09,1.23,1.58,9.67,4674105385,719100
F1,735,139.861,121.752,311,0.351,21.32,20.52,20.53,110.75,0.09,1.23,0.89,9.67,4674105385,719100
F1,1115,172.184,215.968,504,0.608,23.68,21.81,20.94,47.59,0.09,1.23,1.7,9.67,4670950228,719761
F1,751,105.709,309.71,298,0.37,21.54,20.9,20.52,110.2,0.09,1.24,1.12,9.66,4617905805,730998
F1,657,708.216,431.793,486,0.558,22.19,21.49,20.52,93.39,0.09,1.24,1.77,9.66,4617905805,730998
F1,911,96.725,45.664,115,0.269,21.77,21.22,20.5,100.43,0.09,1.24,1.37,9.66,4599899148,734866
F1,1001,238.444,759.722,184,0.248,22.24,21.44,20.5,91.96,0.09,1.24,1.84,9.66,4599899148,734866
F1,793,205.793,127.571,455,0.077,22.55,21.42,20.56,74.62,0.09,1.24,1.7,9.66,4567436252,741910
F1,572,831.839,266.819,439,0.587,21.7,20.71,20.49,111.6,0.1,1.25,1.31,9.65,4507187031,755225
F1,648,323.482,229.953,326,0.49,21.33,20.47,20.48,118.98,0.1,1.25,0.95,9.65,4416343549,775912
F1,661,572.238,20.186,349,0.378,21.42,20.85,20.47,116.14,0.1,1.26,1.05,9.64,4327331041,796922
F1,1085,175.552,762.948,321,0.483,22.15,21.26,20.46,118.23,0.1,1.27,1.79,9.63,4240112602,818246
F1,1071,58.112,315.068,303,0.452,21.77,20.98,20.46,114.88,0.1,1.27,1.41,9.63,4240112602,818246
F1,847,563.904,47.281,591,0.225,21.79,21.06,20.46,30.92,0.1,1.27,1.43,9.63,4240112602,818246
F1,985,671.709,132.349,306,0.12,21.67,20.89,20.45,87.37,0.11,1.28,1.32,9.62,4154652072,839875
F1,799,398.332,38.844,626,0.238,21.45,20.62,20.45,17.01,0.11,1.28,1.1,9.62,4154652072,839875
F1,903,654.386,370.159,173,0.228,22.02,21.13,20.45,90.73,0.11,1.28,1.67,9.62,4154652072,839875
F1,854,97.899,800.704,237,0.391,21.51,21.55,20.44,103.4,0.11,1.28,1.17,9.61,4070914021,861802
F1,708,88.775,79.997,302,0.383,21.21,20.38,20.44,111.53,0.11,1.28,0.87,9.61,4070914021,861802
F1,816,719.942,37.022,172,0.22,22.16,21.26,20.44,90.02,0.11,1.28,1.82,9.61,4070914021,861802
F1,996,451.072,192.105,299,0.357,21.76,20.7,20.44,109.52,0.11,1.28,1.42,9.61,4070914021,861802
F1,745,338.569,126.905,299,0.26,21.4,20.58,20.44,101.79,0.11,1.28,1.06,9.61,4070914021,861802
F1,818,820.903,306.009,176,0.218,21.85,20.82,20.43,89.56,0.11,1.29,1.52,9.6,3988863731,884015
F1,930,656.499,229.322,433,0.391,22.09,21.36,20.43,108.79,0.11,1.29,1.76,9.6,3988863731,884015
F1,1151,393.95,764.899,313,0.418,21.84,20.76,20.43,114.85,0.11,1.29,1.51,9.6,3988863731,884015
F1,972,145.285,96.698,321,0.224,21.87,21.17,20.43,100.86,0.11,1.29,1.54,9.6,3988863731,884015
F1,702,680.365,528.461,379,0.483,21.56,20.87,20.43,120.83,0.11,1.29,1.23,9.6,3988863731,884015
F1,449,341.643,462.908,413,0.572,22.3,21.39,20.42,117.97,0.11,1.3,1.98,9.59,3908467185,906504
F1,706,37.628,472.303,344,0.227,21.65,20.82,20.41,103.11,0.12,1.31,1.34,9.58,3829691051,929258
F1,688,215.14,349.738,279,0.355,21.72,21,20.4,106.5,0.12,1.32,1.42,9.57,3752502671,952264
F1,564,70.924,715.081,417,0.582,21.23,20.51,20.4,117.17,0.12,1.32,0.93,9.57,3752502671,952264
F1,737,508.883,516.055,371,0.44,21.6,20.89,20.4,119.67,0.12,1.32,1.3,9.57,3752502671,952264
F1,910,230.526,829.521,366,0.336,21.79,21.14,20.4,113.74,0.12,1.32,1.49,9.57,3752502671,952264
F1,928,100.283,437.042,319,0.311,21.65,20.65,20.39,108.75,0.12,1.33,1.36,9.57,3676870041,975509
F1,746,225.747,-14.905,170,0.344,21.6,20.64,20.39,100.6,0.12,1.33,1.31,9.57,3676870041,975509
F1,902,549.196,60.902,345,0.412,22.01,21.47,20.38,117.78,0.13,1.33,1.73,9.56,3602761806,998979
F1,995,582.106,56.439,331,0.351,21.87,21.13,20.38,113.03,0.13,1.33,1.59,9.56,3602761806,998979
F1,573,438.028,228.245,345,0.497,21.41,21.08,20.38,120.82,0.13,1.33,1.13,9.56,3602761806,998979
F1,368,158.315,592.526,401,0.585,21.29,20.39,20.37,119.92,0.13,1.34,1.02,9.55,3530147241,1022659
F1,330,636.715,523.009,511,1.014,22.7,21.44,20.52,72.4,0.13,1.35,1.7,9.54,3480496403,1039249
F1,802,773.116,77.463,305,0.203,21.47,20.77,20.36,96.81,0.13,1.35,1.21,9.54,3458996241,1046534
F1,741,128.502,494.06,418,0.423,21.49,20.89,20.36,113.82,0.13,1.35,1.23,9.54,3458996241,1046534
F1,809,604.597,582.775,328,0.257,21.65,20.59,20.35,104.9,0.13,1.36,1.4,9.53,3389279306,1070587
F1,643,856.354,845.953,355,0.358,21.56,99.99,20.34,115.12,0.14,1.37,1.32,9.52,3320967535,1094801
F1,575,214.401,198.591,362,0.393,21.22,20.74,20.34,117.44,0.14,1.37,0.98,9.52,3320967535,1094801
F1,744,904.262,474.976,285,0.325,21.82,21,20.33,105.29,0.14,1.38,1.59,9.51,3254032604,1119157
F1,775,188.193,504.862,432,0.163,22.24,21.56,20.34,89.75,0.14,1.38,2,9.5,3193650257,1141673
F1,734,157.074,330.983,363,0.361,21.82,21.21,20.31,115.49,0.14,1.39,1.61,9.49,3124182821,1168222
F1,790,126.739,688.708,465,0.8,22.51,23.09,20.42,98.41,0.14,1.4,1.7,9.49,3107197141,1174820
F1,621,570.552,27.635,199,0.192,21.56,20.74,20.29,86.21,0.15,1.41,1.37,9.48,2999514599,1217620
F1,600,694.275,800.618,344,0.293,21.32,20.71,20.29,109.52,0.15,1.41,1.13,9.48,2999514599,1217620
F1,581,822.8,526.661,215,0.293,21.8,21.04,20.29,95.57,0.15,1.41,1.61,9.48,2999514599,1217620
F1,469,744.998,822.162,408,0.515,22.07,20.65,20.28,118.4,0.15,1.42,1.89,9.47,2939058632,1242391
F1,541,384.603,709.448,446,0.406,21.35,20.35,20.28,105.77,0.15,1.42,1.17,9.47,2939058632,1242391
F1,682,361.295,534.566,424,0.481,21.39,20.82,20.28,114.5,0.15,1.42,1.21,9.47,2939058632,1242391
F1,668,761.629,384.585,177,0.228,22.07,20.95,20.27,90.47,0.15,1.43,1.9,9.46,2879821170,1267178
F1,608,227.197,81.82,822,0.288,21.51,20.56,20.27,37.07,0.15,1.43,1.34,9.46,2879821170,1267178
F1,357,757.542,-12.799,627,0.523,21.18,20.35,20.27,19.45,0.15,1.43,1.01,9.46,2879821170,1267178
F1,652,522.784,730.552,540,0.145,21.68,20.91,20.26,50.11,0.16,1.44,1.52,9.45,2821777655,1291960
F1,632,687.298,541.673,290,0.217,21.97,20.98,20.26,96.37,0.16,1.44,1.81,9.45,2821777655,1291960
F1,624,63.818,31.241,555,0.196,21.85,20.73,20.26,46.31,0.16,1.44,1.69,9.45,2821777655,1291960
F1,703,801.073,764.353,391,0.351,21.89,21.14,20.26,113.72,0.16,1.44,1.73,9.45,2821777655,1291960
F1,670,437.063,810.658,173,0.193,21.61,20.78,20.26,87.25,0.16,1.44,1.45,9.45,2821777655,1291960
F1,559,109.478,737.089,458,0.352,21.8,20.78,20.26,98.92,0.16,1.44,1.64,9.45,2821777655,1291960
F1,683,682.074,17.049,411,0.475,22.41,21.52,20.35,117.01,0.16,1.44,1.7,9.44,2776651269,1311561
F1,641,198.166,560.71,182,0.179,21.24,20.54,20.25,85.31,0.16,1.45,1.09,9.44,2764904020,1316711
F1,386,844.386,709.244,450,0.601,21.28,20.33,20.25,108.02,0.16,1.45,1.13,9.44,2764904020,1316711
F1,579,83.866,395.534,170,0.237,21.32,20.64,20.24,91.81,0.16,1.46,1.18,9.43,2709176688,1341408
F1,494,380.188,672.565,403,0.476,21.09,20.42,20.23,118.33,0.17,1.46,0.96,9.42,2654572555,1366023
F1,350,895.862,228.496,481,0.67,22.04,20.98,20.23,94.88,0.17,1.46,1.91,9.42,2654572555,1366023
F1,567,796.243,303.054,393,0.396,21.29,20.7,20.23,116.3,0.17,1.46,1.16,9.42,2654572555,1366023
F1,435,361.769,514.58,357,0.384,21.23,20.63,20.23,116.82,0.17,1.46,1.1,9.42,2654572555,1366023
F1,610,875.921,243.44,431,0.141,21.54,20.77,20.23,87.47,0.17,1.46,1.41,9.42,2654572555,1366023
F1,685,502.782,296.07,354,0.382,21.72,20.73,20.23,116.6,0.17,1.46,1.59,9.42,2654572555,1366023
F1,410,15.327,271.408,428,0.483,21.21,20.19,20.23,113.58,0.17,1.46,1.08,9.42,2654572555,1366023
F1,590,147.305,746.683,322,0.238,21.65,20.69,20.23,102.41,0.17,1.46,1.52,9.42,2654572555,1366023
F1,504,46.923,287.125,369,0.407,21.25,20.56,20.22,118.2,0.17,1.47,1.13,9.42,2601068981,1390532
F1,552,424.36,615.109,404,0.447,21.27,20.65,20.22,117.25,0.17,1.47,1.15,9.42,2601068981,1390532
F1,663,49.071,207.327,306,0.307,21.49,20.42,20.22,106.82,0.17,1.47,1.37,9.42,2601068981,1390532
F1,533,308.464,660.672,376,0.381,21.54,20.75,20.22,116.59,0.17,1.47,1.42,9.42,2601068981,1390532
F1,603,122.595,494.816,371,0.228,21.71,20.86,20.21,103.87,0.17,1.48,1.6,9.41,2548643786,1414908
F1,519,360.972,822.938,397,0.411,21.65,20.76,20.21,116.63,0.17,1.48,1.54,9.41,2548643786,1414908
F1,462,605.738,856.93,371,0.328,21.46,99.99,20.21,113.09,0.17,1.48,1.35,9.41,2548643786,1414908
F1,623,445.251,779.298,447,0.035,21.74,21,20.21,71.69,0.17,1.48,1.63,9.41,2548643786,1414908
F1,528,677.816,585.615,324,0.281,21.19,20.23,20.2,106.74,0.17,1.49,1.09,9.4,2499101815,1440175
F1,669,819.291,784.309,359,0.298,21.67,21.01,20.2,110.6,0.17,1.49,1.57,9.4,2499101815,1440175
F1,397,519.331,615.644,389,0.424,21.01,20.28,20.19,118.06,0.18,1.5,0.92,9.39,2460648614,1471346
F1,522,34.853,649.853,174,0.237,21.2,20.34,20.19,91.52,0.18,1.5,1.11,9.39,2460648614,1471346
F1,584,459.402,172.627,268,0.246,21.56,20.71,20.19,96.32,0.18,1.5,1.47,9.39,2460648614,1471346
F1,566,143.276,386.319,275,0.165,21.29,20.54,20.18,88.9,0.18,1.51,1.21,9.38,2422787085,1502567
F1,548,436.416,426.247,486,0.185,21.61,20.55,20.17,75.79,0.18,1.52,1.54,9.38,2385508124,1533808
F1,452,312.709,620.715,349,0.314,21.16,20.18,20.17,111.58,0.18,1.52,1.09,9.38,2385508124,1533808
F1,485,468.489,89.196,447,0.335,21.31,20.35,20.17,101.47,0.18,1.52,1.24,9.38,2385508124,1533808
F1,530,783.447,536.537,248,0.258,22.03,20.92,20.17,95.05,0.18,1.52,1.96,9.38,2385508124,1533808
F1,588,69.022,385.081,451,0.217,21.71,20.81,20.17,90.59,0.18,1.52,1.64,9.38,2385508124,1533808
F1,503,78.869,286.741,432,0.433,21.79,20.87,20.17,110.97,0.18,1.52,1.72,9.38,2385508124,1533808
