Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_008,log_t,age_008 (years),delta_t (years),J-Ks,Mass,Kcor_008,age_008,delta_t
F2,3491,434.079,220.827,289,0.426,22.01,21.3,20.9,41.52,0.030930000000000346,1.07,1.2100000000000044,9.864075409999998,7312660480.0,366791,1.2100000000000044,1.0738163196504809,20.74,7312660479.916946,366791.09965879173
F2,3544,215.668,618.383,249,0.416,21.83,21.4,20.9,41.06,0.030930000000000346,1.07,1.0300000000000011,9.864075409999998,7312660480.0,366791,1.0300000000000011,1.0738163196504809,20.74,7312660479.916946,366791.09965879173
F2,3519,726.396,584.699,234,0.303,21.7,21.03,20.9,28.66,0.030930000000000346,1.07,0.9000000000000021,9.864075409999998,7312660480.0,366791,0.9000000000000021,1.0738163196504809,20.74,7312660479.916946,366791.09965879173
F2,3121,206.707,260.865,273,0.444,22.03,21.01,20.9,43.06,0.030930000000000346,1.07,1.230000000000004,9.864075409999998,7312660480.0,366791,1.230000000000004,1.0738163196504809,20.74,7312660479.916946,366791.09965879173
F2,2324,429.095,18.648,556,0.643,22.56,21.26,20.89,36.97,0.032540000000000235,1.08,1.7699999999999996,9.858821979999998,7224735965.0,374085,1.7699999999999996,1.0778045185876415,20.73,7224735964.924722,374084.5651854195
F2,2371,409.452,459.005,345,0.597,22.08,21.11,20.89,51.5,0.032540000000000235,1.08,1.2899999999999991,9.858821979999998,7224735965.0,374085,1.2899999999999991,1.0778045185876415,20.73,7224735964.924722,374084.5651854195
F2,3390,421.316,212.971,232,0.436,21.9,21.1,20.88,43.42,0.03415000000000035,1.08,1.120000000000001,9.853568549999999,7137868619.0,381495,1.120000000000001,1.0818075298632552,20.72,7137868619.256554,381495.3415650949
F2,3118,331.157,843.819,278,0.432,22.09,21.31,20.88,42.04,0.03415000000000035,1.08,1.3100000000000023,9.853568549999999,7137868619.0,381495,1.3100000000000023,1.0818075298632552,20.72,7137868619.256554,381495.3415650949
F2,3679,589.101,506.609,129,0.261,22.3,21.78,20.88,26.61,0.03415000000000035,1.08,1.5200000000000031,9.853568549999999,7137868619.0,381495,1.5200000000000031,1.0818075298632552,20.72,7137868619.256554,381495.3415650949
F2,3642,308.61,837.671,193,0.344,22.48,21.37,20.88,35.8,0.03415000000000035,1.08,1.7000000000000028,9.853568549999999,7137868619.0,381495,1.7000000000000028,1.0818075298632552,20.72,7137868619.256554,381495.3415650949
F2,3524,327.911,236.23,271,0.372,21.63,20.87,20.88,36.32,0.03415000000000035,1.08,0.8500000000000014,9.853568549999999,7137868619.0,381495,0.8500000000000014,1.0818075298632552,20.72,7137868619.256554,381495.3415650949
F2,3364,94.439,172.691,264,0.398,21.96,21.19,20.87,39.06,0.035760000000000014,1.09,1.1900000000000013,9.84831512,7052045732.0,389024,1.1900000000000013,1.0858254084909678,20.71,7052045731.929878,389024.31701423187
F2,4097,526.847,688.469,243,0.2,22.17,21.33,20.87,13.19,0.035760000000000014,1.09,1.4000000000000021,9.84831512,7052045732.0,389024,1.4000000000000021,1.0858254084909678,20.71,7052045731.929878,389024.31701423187
F2,3474,556.286,827.19,262,0.357,22.3,21.67,20.87,34.76,0.035760000000000014,1.09,1.5300000000000011,9.84831512,7052045732.0,389024,1.5300000000000011,1.0858254084909678,20.71,7052045731.929878,389024.31701423187
F2,4686,68.814,80.933,303,0.481,22.45,22.45,20.87,45.79,0.035760000000000014,1.09,1.6799999999999997,9.84831512,7052045732.0,389024,1.6799999999999997,1.0858254084909678,20.71,7052045731.929878,389024.31701423187
F2,3610,222.338,70.817,269,0.347,22.5,21.51,20.86,33.53,0.03737000000000035,1.09,1.740000000000002,9.843061689999999,6967254745.0,396672,1.740000000000002,1.0898582096887521,20.7,6967254744.793802,396672.3508533628
F2,3928,790.322,76.998,218,0.294,21.65,21.14,20.84,27.93,0.04059000000000035,1.1,0.9100000000000001,9.83255483,6800718992.0,412329,0.9100000000000001,1.0979688016925837,20.68,6800718991.645957,412328.8778249503
F2,5615,690.317,88.923,511,0.34,23.25,22.71,21.02,27.82,0.040840560606062004,1.1,1.6,9.83173725074242,6787928370.0,413567,2.330000000000002,1.0986024434150774,20.402837499999997,6787928369.84072,413567.4656835857
F2,3682,646.109,97.475,302,0.468,21.96,21.37,20.83,44.9,0.04220000000000046,1.1,1.230000000000004,9.827301399999998,6718949857.0,420339,1.230000000000004,1.1020467039630315,20.669999999999998,6718949857.063371,420338.9320218975
F2,3159,215.796,325.273,303,0.338,21.78,21.05,20.82,32.48,0.04381000000000013,1.11,1.0600000000000023,9.82204797,6638163882.0,428471,1.0600000000000023,1.1061397517338802,20.66,6638163881.964211,428471.1637424894
F2,2820,827.596,836.27,274,0.495,21.61,20.88,20.81,46.62,0.04542000000000046,1.11,0.9000000000000021,9.816794539999998,6558349245.0,436726,0.9000000000000021,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F2,3059,50.935,645.011,241,0.386,21.6,20.69,20.81,38.36,0.04542000000000046,1.11,0.8900000000000041,9.816794539999998,6558349245.0,436726,0.8900000000000041,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F2,3722,179.207,837.567,262,0.321,22.23,21.54,20.81,30.45,0.04542000000000046,1.11,1.5200000000000031,9.816794539999998,6558349245.0,436726,1.5200000000000031,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F2,3366,530.536,409.101,209,0.374,22.17,21.4,20.81,38.46,0.04542000000000046,1.11,1.4600000000000044,9.816794539999998,6558349245.0,436726,1.4600000000000044,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F2,3152,139.489,250.324,250,0.357,21.75,20.82,20.81,34.97,0.04542000000000046,1.11,1.0400000000000027,9.816794539999998,6558349245.0,436726,1.0400000000000027,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F2,3622,607.527,129.783,155,0.312,21.76,20.98,20.81,33.72,0.04542000000000046,1.11,1.0500000000000043,9.816794539999998,6558349245.0,436726,1.0500000000000043,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F2,2938,783.337,462.572,244,0.42,21.61,20.94,20.8,41.57,0.04703000000000013,1.11,0.9100000000000001,9.81154111,6479494268.0,445105,0.9100000000000001,1.1143715089898034,20.64,6479494267.877285,445104.8929176922
F2,3770,510.257,325.189,203,0.296,21.96,21.18,20.78,28.82,0.05025000000000013,1.12,1.2800000000000011,9.801034249999999,6324617276.0,462235,1.2800000000000011,1.122664525980235,20.62,6324617275.798793,462235.1435095692
F2,2447,232.207,4.549,286,0.539,21.5,20.74,20.78,48.86,0.05025000000000013,1.12,0.8200000000000003,9.801034249999999,6324617276.0,462235,0.8200000000000003,1.122664525980235,20.62,6324617275.798793,462235.1435095692
F2,2222,414.36,218.193,296,0.572,22.4,21.37,20.77,50.14,0.05186000000000024,1.13,1.7300000000000004,9.79578082,6248572598.0,470988,1.7300000000000004,1.1268341492084986,20.61,6248572598.48699,470987.8731419914
F2,2689,151.908,256.661,276,0.444,22.02,21.22,20.77,43.04,0.05186000000000024,1.13,1.3500000000000014,9.79578082,6248572598.0,470988,1.3500000000000014,1.1268341492084986,20.61,6248572598.48699,470987.8731419914
F2,3116,398.267,539.442,264,0.419,21.49,20.82,20.76,41.03,0.053469999999999906,1.13,0.8299999999999983,9.79052739,6173442252.0,479866,0.8299999999999983,1.1310192585926546,20.6,6173442252.065941,479866.33715133526
F2,3238,516.011,222.659,288,0.312,21.65,20.76,20.76,29.19,0.053469999999999906,1.13,0.9899999999999984,9.79052739,6173442252.0,479866,0.9899999999999984,1.1310192585926546,20.6,6173442252.065941,479866.33715133526
F2,4277,520.737,226.877,455,0.591,23.76,22.99,21.13,48.98,0.054814803030305725,1.13,1.7,9.786139297712113,6111380128.0,487379,2.730000000000004,1.134526914170778,20.59164718614717,6111380128.341669,487379.04814828915
F2,3169,545.314,695.39,237,0.291,22.03,21.04,20.75,26.95,0.05508000000000024,1.14,1.3800000000000026,9.78527396,6099215243.0,488871,1.3800000000000026,1.1352199116489399,20.59,6099215242.985441,488870.9772244983
F2,2695,595.973,699.644,281,0.405,21.8,20.96,20.75,39.61,0.05508000000000024,1.14,1.1500000000000021,9.78527396,6099215243.0,488871,1.1500000000000021,1.1352199116489399,20.59,6099215242.985441,488870.9772244983
F2,2836,574.932,643.524,242,0.41,21.6,20.76,20.75,40.71,0.05508000000000024,1.14,0.9500000000000028,9.78527396,6099215243.0,488871,0.9500000000000028,1.1352199116489399,20.59,6099215242.985441,488870.9772244983
F2,2482,488.647,486.885,300,0.527,21.39,20.74,20.74,48.38,0.05669000000000057,1.14,0.7500000000000036,9.780020529999998,6025880710.0,498002,0.7500000000000036,1.139436166107204,20.58,6025880709.877328,498002.18753917754
F2,2530,112.241,590.792,254,0.442,21.52,20.71,20.74,43.19,0.05669000000000057,1.14,0.8800000000000026,9.780020529999998,6025880710.0,498002,0.8800000000000026,1.139436166107204,20.58,6025880709.877328,498002.18753917754
F2,2988,501.439,630.638,254,0.284,21.71,20.79,20.74,25.66,0.05669000000000057,1.14,1.0700000000000038,9.780020529999998,6025880710.0,498002,1.0700000000000038,1.139436166107204,20.58,6025880709.877328,498002.18753917754
F2,2964,315.637,137.195,467,0.423,22.35,21.31,20.73,39.14,0.05830000000000024,1.14,1.7200000000000024,9.774767099999998,5953427922.0,507260,1.7200000000000024,1.1436680799117083,20.57,5953427921.966273,507260.3131111088
F2,3914,256.811,133.548,476,0.378,23.08,22.28,20.89,34.42,0.058602136363637314,1.14,1.7,9.77378122904545,5939928660.0,509012,2.289999999999999,1.1444640005453275,20.568123376623372,5939928660.221229,509011.8827657954
F2,3509,481.177,518.413,456,0.732,23.75,99.99,21.11,49.46,0.05882690909091148,1.15,1.7,9.773047795636355,5929905817.0,510318,2.740000000000002,1.1450564807317944,20.56672727272726,5929905816.897588,510317.8608906748
F2,3312,262.01,322.619,828,0.368,22.08,21.19,20.72,6.06,0.05991000000000035,1.15,1.4600000000000009,9.769513669999998,5881846278.0,516646,1.4600000000000009,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F2,3167,397.8,834.029,192,0.329,21.59,20.68,20.72,33.91,0.05991000000000035,1.15,0.9700000000000024,9.769513669999998,5881846278.0,516646,0.9700000000000024,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F2,2766,118.033,820.844,302,0.333,22.38,21.37,20.72,31.87,0.05991000000000035,1.15,1.7600000000000016,9.769513669999998,5881846278.0,516646,1.7600000000000016,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F2,3378,240.495,539.909,259,0.2,21.89,21.15,20.72,13.07,0.05991000000000035,1.15,1.2700000000000031,9.769513669999998,5881846278.0,516646,1.2700000000000031,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F2,2712,46.154,364.506,253,0.415,21.65,21.12,20.71,40.87,0.06152000000000002,1.15,1.0399999999999991,9.76426024,5811125302.0,526158,1.0399999999999991,1.1521791184133292,20.55,5811125302.1953,526158.4342945546
F2,2719,182.164,425.84,286,0.409,21.44,20.72,20.71,39.98,0.06152000000000002,1.15,0.8300000000000018,9.76426024,5811125302.0,526158,0.8300000000000018,1.1521791184133292,20.55,5811125302.1953,526158.4342945546
F2,2131,569.326,701.24,496,0.618,22.45,21.17,20.71,45.49,0.06152000000000002,1.15,1.8399999999999999,9.76426024,5811125302.0,526158,1.8399999999999999,1.1521791184133292,20.55,5811125302.1953,526158.4342945546
F2,2916,649.996,832.18,246,0.352,21.83,20.99,20.7,34.48,0.06313000000000035,1.16,1.2300000000000004,9.759006809999999,5741254648.0,535799,1.2300000000000004,1.1564583600782088,20.54,5741254647.7108,535798.8591212028
F2,2451,501.54,825.126,314,0.465,22.28,21.42,20.7,44.81,0.06313000000000035,1.16,1.6800000000000033,9.759006809999999,5741254648.0,535799,1.6800000000000033,1.1564583600782088,20.54,5741254647.7108,535798.8591212028
F2,3048,787.507,356.56,239,0.306,21.67,21.14,20.69,28.93,0.06474000000000002,1.16,1.0800000000000018,9.75375338,5672224090.0,545567,1.0800000000000018,1.1607534950264606,20.53,5672224090.12739,545567.0542729513
F2,2665,159.258,341.052,278,0.385,21.65,20.82,20.69,37.64,0.06474000000000002,1.16,1.0599999999999987,9.75375338,5672224090.0,545567,1.0599999999999987,1.1607534950264606,20.53,5672224090.12739,545567.0542729513
F2,3231,541.879,386.689,282,0.288,22.21,21.35,20.68,26.01,0.06635000000000035,1.17,1.6300000000000026,9.74849995,5604023528.0,555463,1.6300000000000026,1.1650645822864105,20.52,5604023528.454748,555463.0938651158
F2,2667,641.325,564.165,272,0.346,21.82,20.79,20.68,33.39,0.06635000000000035,1.17,1.240000000000002,9.74849995,5604023528.0,555463,1.240000000000002,1.1650645822864105,20.52,5604023528.454748,555463.0938651158
F2,2800,296.371,123.84,448,0.29,21.77,21.08,20.68,25.72,0.06635000000000035,1.17,1.1900000000000013,9.74849995,5604023528.0,555463,1.1900000000000013,1.1650645822864105,20.52,5604023528.454748,555463.0938651158
F2,2350,466.81,195.625,625,0.816,22.97,21.64,20.82,24.15,0.06670371212121329,1.17,1.7,9.74734578734848,5589150284.0,557654,2.25,1.1660138582831214,20.517803030303025,5589150284.490299,557654.3552535347
F2,1997,724.672,477.335,513,0.623,22.79,21.33,20.76,43.37,0.0668584393939402,1.17,1.7,9.746840912257573,5582656573.0,558615,2.129999999999999,1.1664293512122472,20.516841991341987,5582656572.7319765,558614.837445852
F2,2877,768.979,122.517,298,0.482,22.23,21.46,20.67,45.81,0.06796000000000002,1.17,1.6600000000000001,9.74324652,5536642983.0,565487,1.6600000000000001,1.1693916811056109,20.51,5536642983.152856,565486.9927764724
F2,2942,403.046,806.695,291,0.311,21.7,21.01,20.66,29.06,0.06957000000000013,1.17,1.1400000000000006,9.73799309,5470072595.0,575639,1.1400000000000006,1.1737348509516687,20.5,5470072594.671707,575638.7049587354
F2,816,549.096,166.588,529,1.001,21.72,20.54,20.66,34.43,0.06957000000000013,1.17,1.1600000000000001,9.73799309,5470072595.0,575639,1.1600000000000001,1.1737348509516687,20.5,5470072594.671707,575638.7049587354
F2,3173,122.506,226.249,291,0.304,21.99,21.21,20.64,28.15,0.07279000000000013,1.18,1.4499999999999993,9.72748623,5339323441.0,596325,1.4499999999999993,1.1824696426999142,20.48,5339323441.282742,596325.0701751513
F2,2840,849.378,27.277,283,0.32,22.19,21.62,20.64,30.2,0.07279000000000013,1.18,1.6500000000000021,9.72748623,5339323441.0,596325,1.6500000000000021,1.1824696426999142,20.48,5339323441.282742,596325.0701751513
F2,2233,538.403,244.348,296,0.504,22.17,21.24,20.64,47.14,0.07279000000000013,1.18,1.6300000000000026,9.72748623,5339323441.0,596325,1.6300000000000026,1.1824696426999142,20.48,5339323441.282742,596325.0701751513
F2,2821,809.613,297.404,165,0.349,21.48,21.11,20.63,38.27,0.07440000000000047,1.19,0.9500000000000028,9.722232799999999,5275125544.0,606859,0.9500000000000028,1.186861384644921,20.47,5275125544.3270645,606859.3112920875
F2,2696,155.024,109.834,264,0.265,21.72,20.94,20.63,22.88,0.07440000000000047,1.19,1.1900000000000013,9.722232799999999,5275125544.0,606859,1.1900000000000013,1.186861384644921,20.47,5275125544.3270645,606859.3112920875
F2,2424,637.782,571.6,295,0.466,21.52,20.97,20.63,44.7,0.07440000000000047,1.19,0.990000000000002,9.722232799999999,5275125544.0,606859,0.990000000000002,1.186861384644921,20.47,5275125544.3270645,606859.3112920875
F2,2517,430.972,423.967,518,0.558,22.8,23.16,20.73,41.3,0.07485686363636446,1.19,1.7,9.720742053954543,5257049350.0,609872,2.1700000000000017,1.188110581070008,20.467162337662334,5257049350.278822,609871.7181082579
F2,2145,296.25,99.696,292,0.569,21.28,20.54,20.62,50.02,0.07601000000000013,1.19,0.7600000000000016,9.716979369999999,5211699537.0,617521,0.7600000000000016,1.1912694377040682,20.46,5211699537.296949,617520.538490762
F2,2760,169.819,228.192,312,0.348,21.59,21.44,20.61,33.73,0.07762000000000024,1.2,1.0800000000000018,9.71172594,5149036139.0,628308,1.0800000000000018,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,3021,807.149,169.294,350,0.27,22.25,21.43,20.61,23.9,0.07762000000000024,1.2,1.740000000000002,9.71172594,5149036139.0,628308,1.740000000000002,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,2981,145.374,182.201,289,0.268,21.96,21.2,20.61,23.23,0.07762000000000024,1.2,1.4500000000000028,9.71172594,5149036139.0,628308,1.4500000000000028,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,2827,567.302,271.132,213,0.504,22.01,20.95,20.61,49.4,0.07762000000000024,1.2,1.5000000000000036,9.71172594,5149036139.0,628308,1.5000000000000036,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,1852,219.645,704.799,445,0.592,22.12,20.74,20.61,49.7,0.07762000000000024,1.2,1.610000000000003,9.71172594,5149036139.0,628308,1.610000000000003,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,1502,851.204,443.255,308,0.565,21.3,20.47,20.61,50.02,0.07762000000000024,1.2,0.7900000000000027,9.71172594,5149036139.0,628308,0.7900000000000027,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,2593,723.163,474.36,244,0.297,21.91,21.03,20.61,27.61,0.07762000000000024,1.2,1.4000000000000021,9.71172594,5149036139.0,628308,1.4000000000000021,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,2115,468.654,668.942,298,0.385,21.86,21.06,20.61,37.67,0.07762000000000024,1.2,1.3500000000000014,9.71172594,5149036139.0,628308,1.3500000000000014,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F2,2427,319.817,513.646,299,0.397,21.55,20.98,20.6,105.43,0.07922999999999991,1.2,1.0500000000000007,9.70647251,5087126181.0,639222,1.0500000000000007,1.2001347197104404,20.44,5087126181.015901,639222.3764419341
F2,1956,740.211,45.215,296,0.411,21.89,20.68,20.6,105.46,0.07922999999999991,1.2,1.3900000000000006,9.70647251,5087126181.0,639222,1.3900000000000006,1.2001347197104404,20.44,5087126181.015901,639222.3764419341
F2,1709,377.356,658.374,451,0.623,22.51,21.79,20.61,49.89,0.08071106060606148,1.2,1.7,9.70163980924242,5030831937.0,649373,2.0000000000000036,1.2042344875090563,20.43080086580086,5030831936.736208,649373.2786724084
F2,2998,307.871,427.58,297,0.339,22.03,21.47,20.59,101.24,0.08084000000000024,1.2,1.5400000000000027,9.70121908,5025960603.0,650262,1.5400000000000027,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F2,2285,125.038,494.064,279,0.342,21.81,20.84,20.59,97.59,0.08084000000000024,1.2,1.3200000000000003,9.70121908,5025960603.0,650262,1.3200000000000003,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F2,2590,817.535,94.909,262,0.306,21.67,21.12,20.59,91.46,0.08084000000000024,1.2,1.1800000000000033,9.70121908,5025960603.0,650262,1.1800000000000033,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F2,2228,194.227,762.506,272,0.423,21.4,20.46,20.59,100.74,0.08084000000000024,1.2,0.9100000000000001,9.70121908,5025960603.0,650262,0.9100000000000001,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F2,2438,860.17,34.06,165,0.305,22.03,21.1,20.59,91.24,0.08084000000000024,1.2,1.5400000000000027,9.70121908,5025960603.0,650262,1.5400000000000027,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F2,2320,473.832,347.226,264,0.317,21.85,21.02,20.58,92.76,0.08245000000000058,1.21,1.3700000000000045,9.695965649999998,4965530456.0,661427,1.3700000000000045,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F2,2314,158.728,199.856,294,0.296,21.64,20.74,20.58,96.75,0.08245000000000058,1.21,1.1600000000000037,9.695965649999998,4965530456.0,661427,1.1600000000000037,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F2,2487,647.817,43.051,294,0.342,22.03,21.43,20.58,100.8,0.08245000000000058,1.21,1.5500000000000043,9.695965649999998,4965530456.0,661427,1.5500000000000043,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F2,2436,643.429,672.785,294,0.34,22.06,21.22,20.58,100.65,0.08245000000000058,1.21,1.5800000000000018,9.695965649999998,4965530456.0,661427,1.5800000000000018,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F2,2305,53.673,209.73,292,0.342,21.52,20.57,20.57,100.37,0.08406000000000025,1.21,1.0500000000000007,9.690712219999998,4905826897.0,672716,1.0500000000000007,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F2,1683,677.682,104.014,302,0.442,21.56,20.71,20.57,108.28,0.08406000000000025,1.21,1.0899999999999999,9.690712219999998,4905826897.0,672716,1.0899999999999999,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F2,2200,799.343,510.013,277,0.292,21.48,20.67,20.57,92.86,0.08406000000000025,1.21,1.0100000000000016,9.690712219999998,4905826897.0,672716,1.0100000000000016,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F2,2591,674.688,425.903,254,0.258,21.56,20.93,20.57,85.06,0.08406000000000025,1.21,1.0899999999999999,9.690712219999998,4905826897.0,672716,1.0899999999999999,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F2,1729,534.104,395.756,381,0.551,22.28,22.22,20.56,125.97,0.08567000000000036,1.22,1.8200000000000038,9.685458789999998,4846841190.0,684129,1.8200000000000038,1.2180636977417805,20.4,4846841189.931767,684128.4977275253
F2,1915,598.682,641.232,323,0.436,22.08,21.05,20.56,112.81,0.08567000000000036,1.22,1.620000000000001,9.685458789999998,4846841190.0,684129,1.620000000000001,1.2180636977417805,20.4,4846841189.931767,684128.4977275253
F2,2291,330.198,797.906,284,0.309,21.58,20.73,20.56,95.92,0.08567000000000036,1.22,1.120000000000001,9.685458789999998,4846841190.0,684129,1.120000000000001,1.2180636977417805,20.4,4846841189.931767,684128.4977275253
F2,2960,867.599,815.115,370,0.506,22.02,21.1,20.56,123.62,0.08567000000000036,1.22,1.5600000000000023,9.685458789999998,4846841190.0,684129,1.5600000000000023,1.2180636977417805,20.4,4846841189.931767,684128.4977275253
F2,2466,377.006,64.798,262,0.262,22.05,21.11,20.55,86.78,0.08728000000000002,1.22,1.6000000000000014,9.68020536,4788564703.0,695664,1.6000000000000014,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F2,2506,85.337,339.939,307,0.233,21.58,20.81,20.55,90.88,0.08728000000000002,1.22,1.129999999999999,9.68020536,4788564703.0,695664,1.129999999999999,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F2,2312,403.463,508.011,272,0.31,21.98,21.01,20.54,93.62,0.08889000000000036,1.23,1.5400000000000027,9.674951929999999,4730988910.0,707321,1.5400000000000027,1.2271283793666343,20.38,4730988909.870322,707321.4290302254
F2,1870,843.018,828.104,313,0.37,21.66,20.81,20.54,106.99,0.08889000000000036,1.23,1.2200000000000024,9.674951929999999,4730988910.0,707321,1.2200000000000024,1.2271283793666343,20.38,4730988909.870322,707321.4290302254
F2,1703,186.144,267.475,345,0.448,21.93,21.01,20.54,117.76,0.08889000000000036,1.23,1.490000000000002,9.674951929999999,4730988910.0,707321,1.490000000000002,1.2271283793666343,20.38,4730988909.870322,707321.4290302254
F2,2240,176.015,88.968,297,0.393,21.28,20.51,20.54,104.75,0.08889000000000036,1.23,0.8400000000000034,9.674951929999999,4730988910.0,707321,0.8400000000000034,1.2271283793666343,20.38,4730988909.870322,707321.4290302254
F2,2151,406.827,782.052,380,0.473,22.32,21.72,20.51,123.23,0.08992000000000022,1.23,1.9100000000000001,9.67159104,4694518339.0,714843,1.9100000000000001,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F2,2116,698.278,147.312,288,0.341,21.41,20.55,20.51,99.42,0.08992000000000022,1.23,1.0,9.67159104,4694518339.0,714843,1.0,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F2,2053,200.94,249.853,292,0.27,21.81,20.79,20.51,93.37,0.08992000000000022,1.23,1.3999999999999986,9.67159104,4694518339.0,714843,1.3999999999999986,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F2,2287,489.746,552.798,174,0.299,21.98,21.07,20.51,89.15,0.08992000000000022,1.23,1.5700000000000003,9.67159104,4694518339.0,714843,1.5700000000000003,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F2,2372,145.677,37.058,276,0.306,21.7,20.83,20.51,94.03,0.08992000000000022,1.23,1.2899999999999991,9.67159104,4694518339.0,714843,1.2899999999999991,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F2,2861,220.957,500.059,314,0.335,21.61,21.08,20.51,104.65,0.08992000000000022,1.23,1.1999999999999993,9.67159104,4694518339.0,714843,1.1999999999999993,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F2,2016,152.743,576.538,307,0.249,21.67,20.73,20.53,93.5,0.09050000000000002,1.23,1.240000000000002,9.669698499999999,4674105385.0,719100,1.240000000000002,1.2316859857363551,20.37,4674105384.855543,719099.7571580047
F2,2047,404.297,72.172,290,0.321,21.71,20.78,20.53,98.25,0.09050000000000002,1.23,1.2800000000000011,9.669698499999999,4674105385.0,719100,1.2800000000000011,1.2316859857363551,20.37,4674105384.855543,719099.7571580047
F2,2669,241.936,58.066,170,0.222,21.98,21.15,20.53,79.91,0.09050000000000002,1.23,1.5500000000000007,9.669698499999999,4674105385.0,719100,1.5500000000000007,1.2316859857363551,20.37,4674105384.855543,719099.7571580047
F2,1922,54.686,283.433,309,0.333,21.72,21.02,20.52,103.4,0.09211000000000036,1.24,1.3000000000000007,9.66444507,4617905805.0,730998,1.3000000000000007,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F2,1556,694.829,817.735,328,0.576,21.28,20.8,20.52,118.59,0.09211000000000036,1.24,0.860000000000003,9.66444507,4617905805.0,730998,0.860000000000003,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F2,2467,133.825,116.259,177,0.403,22.01,21.14,20.52,95.65,0.09211000000000036,1.24,1.5900000000000034,9.66444507,4617905805.0,730998,1.5900000000000034,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F2,1909,506.83,444.48,300,0.402,21.54,20.54,20.52,105.92,0.09211000000000036,1.24,1.120000000000001,9.66444507,4617905805.0,730998,1.120000000000001,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F2,2872,70.099,269.646,299,0.295,21.97,21.16,20.52,97.7,0.09211000000000036,1.24,1.5500000000000007,9.66444507,4617905805.0,730998,1.5500000000000007,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F2,2104,213.147,364.457,272,0.365,21.61,20.93,20.5,97.71,0.09263000000000066,1.24,1.2100000000000009,9.662748309999998,4599899148.0,734866,1.2100000000000009,1.2377416351957389,20.34,4599899148.488097,734866.2265367684
F2,2043,375.293,718.491,378,0.419,21.68,20.79,20.5,120.57,0.09263000000000066,1.24,1.2800000000000011,9.662748309999998,4599899148.0,734866,1.2800000000000011,1.2377416351957389,20.34,4599899148.488097,734866.2265367684
F2,2489,847.263,472.621,307,0.483,22.27,21.54,20.5,111.03,0.09263000000000066,1.24,1.870000000000001,9.662748309999998,4599899148.0,734866,1.870000000000001,1.2377416351957389,20.34,4599899148.488097,734866.2265367684
F2,2311,337.757,176.217,312,0.336,21.66,20.97,20.5,104.3,0.09263000000000066,1.24,1.2600000000000016,9.662748309999998,4599899148.0,734866,1.2600000000000016,1.2377416351957389,20.34,4599899148.488097,734866.2265367684
F2,1917,583.137,658.359,461,0.192,22.23,21.03,20.49,85.14,0.09534000000000109,1.25,1.8400000000000034,9.653905579999996,4507187031.0,755225,1.8400000000000034,1.2454892975217222,20.33,4507187030.97274,755224.7990178235
