,xpos,ypos,J,Ks,J-Ks,Per (days),A (mag),prob,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,Selected_Z,alpha
74,139.489,250.324,21.69,20.65,1.0400000000000027,250,0.357,34.97,0.0935000000000002,1.240223625118888,9.616739999999998,4137518989.306546,5.840820010421244,693138.4812532914,0.006,2.3
75,783.337,462.572,21.55,20.64,0.9100000000000001,244,0.42,41.57,0.09425,1.2423672658777405,9.61591,4129619139.2691784,5.845528781425573,700694.6175372504,0.006,2.3
76,510.257,325.189,21.900000000000002,20.62,1.2800000000000011,203,0.296,28.82,0.09574999999999995,1.2466656692038907,9.614249999999998,4113864660.433551,5.85494038503041,716045.1129990509,0.006,2.3
77,232.207,4.549,21.44,20.62,0.8200000000000003,286,0.539,48.86,0.09574999999999995,1.2466656692038907,9.614249999999998,4113864660.433551,5.85494038503041,716045.1129990509,0.006,2.3
78,690.317,88.923,23.19,20.61394372294372,1.7,511,0.34,27.82,0.09620422077922103,1.2479702164636268,9.613747329004328,4109105852.1988893,5.8577886953052065,720756.7118124897,0.006,2.3
79,151.908,256.661,21.96,20.61,1.3500000000000014,276,0.444,43.04,0.09650000000000009,1.2488204445903959,9.61342,4106009974.092426,5.859643023912287,723840.7416882096,0.006,2.3
80,414.36,218.193,22.34,20.61,1.7300000000000004,296,0.572,50.14,0.09650000000000009,1.2488204445903959,9.61342,4106009974.092426,5.859643023912287,723840.7416882096,0.006,2.3
81,516.011,222.659,21.59,20.6,0.9899999999999984,288,0.312,29.19,0.09724999999999989,1.250978944357126,9.612589999999999,4098170284.865339,5.864343424710092,731717.4710555647,0.006,2.3
82,398.267,539.442,21.43,20.6,0.8299999999999983,264,0.419,41.03,0.09724999999999989,1.250978944357126,9.612589999999999,4098170284.865339,5.864343424710092,731717.4710555647,0.006,2.3
83,595.973,699.644,21.740000000000002,20.59,1.1500000000000021,281,0.405,39.61,0.09800000000000003,1.253141174941416,9.611759999999999,4090345564.118008,5.8690414900818535,739675.9362121907,0.006,2.3
84,574.932,643.524,21.540000000000003,20.59,0.9500000000000028,242,0.41,40.71,0.09800000000000003,1.253141174941416,9.611759999999999,4090345564.118008,5.8690414900818535,739675.9362121907,0.006,2.3
85,545.314,695.39,21.970000000000002,20.59,1.3800000000000026,237,0.291,26.95,0.09800000000000003,1.253141174941416,9.611759999999999,4090345564.118008,5.8690414900818535,739675.9362121907,0.006,2.3
86,112.241,590.792,21.46,20.58,0.8800000000000026,254,0.442,43.19,0.09875000000000017,1.2553071427917255,9.61093,4082535783.270825,5.873737122497671,747716.7721764505,0.006,2.3
87,488.647,486.885,21.330000000000002,20.58,0.7500000000000036,300,0.527,48.38,0.09875000000000017,1.2553071427917255,9.61093,4082535783.270825,5.873737122497671,747716.7721764505,0.006,2.3
88,501.439,630.638,21.650000000000002,20.58,1.0700000000000038,254,0.284,25.66,0.09875000000000017,1.2553071427917255,9.61093,4082535783.270825,5.873737122497671,747716.7721764505,0.006,2.3
89,315.637,137.195,22.290000000000003,20.57,1.7200000000000024,467,0.423,39.14,0.09949999999999998,1.257476854367659,9.6101,4074740913.798697,5.878430224242589,755840.6137389658,0.006,2.3
90,118.033,820.844,22.32,20.56,1.7600000000000016,302,0.333,31.87,0.10025000000000012,1.2596503161399897,9.609269999999999,4066960927.231046,5.883120697419516,764048.0953246743,0.006,2.3
91,397.8,834.029,21.53,20.56,0.9700000000000024,192,0.329,33.91,0.10025000000000012,1.2596503161399897,9.609269999999999,4066960927.231046,5.883120697419516,764048.0953246743,0.006,2.3
92,240.495,539.909,21.830000000000002,20.56,1.2700000000000031,259,0.2,13.07,0.10025000000000012,1.2596503161399897,9.609269999999999,4066960927.231046,5.883120697419516,764048.0953246743,0.006,2.3
93,262.01,322.619,22.02,20.56,1.4600000000000009,828,0.368,6.06,0.10025000000000012,1.2596503161399897,9.609269999999999,4066960927.231046,5.883120697419516,764048.0953246743,0.006,2.3
94,569.326,701.24,22.39,20.55,1.8399999999999999,496,0.618,45.49,0.10100000000000003,1.2618275345906707,9.60844,4059195795.1516542,5.887808443952113,772339.8508518321,0.006,2.3
95,46.154,364.506,21.59,20.55,1.0399999999999991,253,0.415,40.87,0.10100000000000003,1.2618275345906707,9.60844,4059195795.1516542,5.887808443952113,772339.8508518321,0.006,2.3
96,182.164,425.84,21.380000000000003,20.55,0.8300000000000018,286,0.409,39.98,0.10100000000000003,1.2618275345906707,9.60844,4059195795.1516542,5.887808443952113,772339.8508518321,0.006,2.3
97,649.996,832.18,21.77,20.54,1.2300000000000004,246,0.352,34.48,0.10175000000000006,1.2640085162128618,9.60761,4051445489.1985073,5.8802410708049795,758998.767741065,0.008,2.3
98,501.54,825.126,22.220000000000002,20.54,1.6800000000000033,314,0.465,44.81,0.10175000000000006,1.2640085162128618,9.60761,4051445489.1985073,5.8802410708049795,758998.767741065,0.008,2.3
99,787.507,356.56,21.610000000000003,20.53,1.0800000000000018,239,0.306,28.93,0.10249999999999998,1.2661932675109442,9.606779999999999,4043709981.0637956,5.885031989573723,767418.0143052674,0.008,2.3
100,159.258,341.052,21.59,20.53,1.0599999999999987,278,0.385,37.64,0.10249999999999998,1.2661932675109442,9.606779999999999,4043709981.0637956,5.885031989573723,767418.0143052674,0.008,2.3
101,296.371,123.84,21.71,20.52,1.1900000000000013,448,0.29,25.72,0.10325000000000012,1.2683817950005425,9.60595,4035989242.493756,5.889812475799543,775912.01290604,0.008,2.3
102,641.325,564.165,21.76,20.52,1.240000000000002,272,0.346,33.39,0.10325000000000012,1.2683817950005425,9.60595,4035989242.493756,5.889812475799543,775912.01290604,0.008,2.3
103,541.879,386.689,22.150000000000002,20.52,1.6300000000000026,282,0.288,26.01,0.10325000000000012,1.2683817950005425,9.60595,4035989242.493756,5.889812475799543,775912.01290604,0.008,2.3
104,768.979,122.517,22.17,20.51,1.6600000000000001,298,0.482,45.81,0.10399999999999993,1.2705741052085415,9.60512,4028283245.2885222,5.894582492531945,784481.1138389775,0.008,2.3
105,256.811,133.548,23.02,20.509623376623377,1.7,476,0.378,34.42,0.10402824675324679,1.2706567467384067,9.60508874025974,4027993307.098111,5.894761937444775,784805.3183531474,0.008,2.3
106,549.096,166.588,21.66,20.5,1.1600000000000001,529,1.001,34.43,0.10475000000000007,1.2727702046731098,9.604289999999999,4020591961.30212,5.8993420028650085,793125.6637029945,0.008,2.3
107,403.046,806.695,21.64,20.5,1.1400000000000006,291,0.311,29.06,0.10475000000000007,1.2727702046731098,9.604289999999999,4020591961.30212,5.8993420028650085,793125.6637029945,0.008,2.3
108,724.672,477.335,22.73,20.48234199134199,1.7,513,0.623,43.37,0.10607435064935083,1.2766573521786568,9.602824385281384,4007046527.904072,5.907720581511855,808575.5065625993,0.008,2.3
109,538.403,244.348,22.110000000000003,20.48,1.6300000000000026,296,0.504,47.14,0.10625000000000001,1.277173797581143,9.60263,4005253420.67046,5.908829356934704,810642.4774827616,0.008,2.3
110,849.378,27.277,22.130000000000003,20.48,1.6500000000000021,283,0.32,30.2,0.10625000000000001,1.277173797581143,9.60263,4005253420.67046,5.908829356934704,810642.4774827616,0.008,2.3
111,122.506,226.249,21.93,20.48,1.4499999999999993,291,0.304,28.15,0.10625000000000001,1.277173797581143,9.60263,4005253420.67046,5.908829356934704,810642.4774827616,0.008,2.3
112,155.024,109.834,21.66,20.47,1.1900000000000013,264,0.265,22.88,0.10700000000000015,1.279381304157525,9.601799999999999,3997606108.0014925,5.913557127085983,819515.4151291683,0.008,2.3
113,637.782,571.6,21.46,20.47,0.990000000000002,295,0.466,44.7,0.10700000000000015,1.279381304157525,9.601799999999999,3997606108.0014925,5.913557127085983,819515.4151291683,0.008,2.3
114,809.613,297.404,21.42,20.47,0.9500000000000028,165,0.349,38.27,0.10700000000000015,1.279381304157525,9.601799999999999,3997606108.0014925,5.913557127085983,819515.4151291683,0.008,2.3
115,520.737,226.877,23.700000000000003,20.46714718614718,1.7,455,0.591,48.98,0.10721396103896158,1.2800117639166266,9.601563216450215,3995427150.151013,5.914903920351502,822060.7640378807,0.008,2.3
116,466.81,195.625,22.91,20.46530303030303,1.7,625,0.816,24.15,0.10735227272727282,1.2804194798558042,9.60141015151515,3994019229.8001366,5.9157740714938285,823709.4937021723,0.008,2.3
117,296.25,99.696,21.220000000000002,20.46,0.7600000000000016,292,0.569,50.02,0.10774999999999996,1.2815926262563464,9.600969999999998,3989973396.5037656,5.918274243668026,828465.1489458585,0.008,2.3
118,468.654,668.942,21.8,20.45,1.3500000000000014,298,0.385,37.67,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
119,169.819,228.192,21.53,20.45,1.0800000000000018,312,0.348,33.73,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
120,851.204,443.255,21.240000000000002,20.45,0.7900000000000027,308,0.565,50.02,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
121,219.645,704.799,22.060000000000002,20.45,1.610000000000003,445,0.592,49.7,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
122,145.374,182.201,21.900000000000002,20.45,1.4500000000000028,289,0.268,23.23,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
123,567.302,271.132,21.950000000000003,20.45,1.5000000000000036,213,0.504,49.4,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
124,807.149,169.294,22.19,20.45,1.740000000000002,350,0.27,23.9,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
125,723.163,474.36,21.85,20.45,1.4000000000000021,244,0.297,27.61,0.1085000000000001,1.2838077704724757,9.60014,3982355258.2989793,5.92298067000385,837492.0053983222,0.008,2.3
126,481.177,518.413,23.69,20.44072727272727,1.7,456,0.732,49.46,0.10919545454545482,1.2858652343179704,9.599370363636362,3975304164.2678485,5.927335226540572,845931.5573268965,0.008,2.3
127,740.211,45.215,21.830000000000002,20.44,1.3900000000000006,296,0.411,105.46,0.1092499999999999,1.2860267434121764,9.59931,3974751665.562013,5.927676369463462,846596.3065891366,0.008,2.3
128,319.817,513.646,21.490000000000002,20.44,1.0500000000000007,299,0.397,105.43,0.1092499999999999,1.2860267434121764,9.59931,3974751665.562013,5.927676369463462,846596.3065891366,0.008,2.3
129,194.227,762.506,21.34,20.43,0.9100000000000001,272,0.423,100.74,0.11000000000000004,1.288249551693134,9.598479999999999,3967162590.5209227,5.932361305464294,855778.3701439443,0.008,2.3
130,860.17,34.06,21.970000000000002,20.43,1.5400000000000027,165,0.305,91.24,0.11000000000000004,1.288249551693134,9.598479999999999,3967162590.5209227,5.932361305464294,855778.3701439443,0.008,2.3
131,125.038,494.064,21.75,20.43,1.3200000000000003,279,0.342,97.59,0.11000000000000004,1.288249551693134,9.598479999999999,3967162590.5209227,5.932361305464294,855778.3701439443,0.008,2.3
132,307.871,427.58,21.970000000000002,20.43,1.5400000000000027,297,0.339,101.24,0.11000000000000004,1.288249551693134,9.598479999999999,3967162590.5209227,5.932361305464294,855778.3701439443,0.008,2.3
133,817.535,94.909,21.610000000000003,20.43,1.1800000000000033,262,0.306,91.46,0.11000000000000004,1.288249551693134,9.598479999999999,3967162590.5209227,5.932361305464294,855778.3701439443,0.008,2.3
134,430.972,423.967,22.740000000000002,20.426662337662336,1.7,518,0.558,41.3,0.11025032467532486,1.2889923048709884,9.598202974025973,3964632840.118836,5.933922576817606,858860.3958374191,0.008,2.3
135,643.429,672.785,22.0,20.419999999999998,1.5800000000000018,294,0.34,100.65,0.11075000000000018,1.2904762019444702,9.59765,3959588005.456789,5.937035441471589,865038.5090965274,0.008,2.3
136,158.728,199.856,21.580000000000002,20.419999999999998,1.1600000000000037,294,0.296,96.75,0.11075000000000018,1.2904762019444702,9.59765,3959588005.456789,5.937035441471589,865038.5090965274,0.008,2.3
137,473.832,347.226,21.790000000000003,20.419999999999998,1.3700000000000045,264,0.317,92.76,0.11075000000000018,1.2904762019444702,9.59765,3959588005.456789,5.937035441471589,865038.5090965274,0.008,2.3
138,647.817,43.051,21.970000000000002,20.419999999999998,1.5500000000000043,294,0.342,100.8,0.11075000000000018,1.2904762019444702,9.59765,3959588005.456789,5.937035441471589,865038.5090965274,0.008,2.3
139,377.356,658.374,22.450000000000003,20.41580086580086,1.7,451,0.623,49.89,0.11106493506493548,1.291412349232509,9.59730147186147,3956411648.6402364,5.938994945433902,868950.3158896321,0.008,2.3
140,53.673,209.73,21.46,20.41,1.0500000000000007,292,0.342,100.37,0.11149999999999999,1.2927067008067636,9.59682,3952027882.7035694,5.941698740998809,874377.0317730888,0.008,2.3
141,799.343,510.013,21.42,20.41,1.0100000000000016,277,0.292,92.86,0.11149999999999999,1.2927067008067636,9.59682,3952027882.7035694,5.941698740998809,874377.0317730888,0.008,2.3
142,677.682,104.014,21.5,20.41,1.0899999999999999,302,0.442,108.28,0.11149999999999999,1.2927067008067636,9.59682,3952027882.7035694,5.941698740998809,874377.0317730888,0.008,2.3
143,674.688,425.903,21.5,20.41,1.0899999999999999,254,0.258,85.06,0.11149999999999999,1.2927067008067636,9.59682,3952027882.7035694,5.941698740998809,874377.0317730888,0.008,2.3
144,598.682,641.232,22.02,20.4,1.620000000000001,323,0.436,112.81,0.11225000000000013,1.2949410549320743,9.595989999999999,3944482194.6480923,5.946351167608056,883794.2416757785,0.008,2.3
