,xpos,ypos,J,Ks,J-Ks,Per (days),A (mag),prob,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,Selected_Z,alpha
17,475.878,385.235,23.450000000000003,21.83,1.6200000000000045,567,1.147,13.47,-0.10467999999999877,0.7858144308176478,10.222119999999995,16677079536.311995,5.659853671459739,456934.20704385877,0.001,2.3
18,813.52,332.95,22.880000000000003,21.81,1.0700000000000038,252,0.655,67.2,-0.09451999999999883,0.8044147030330607,10.190679999999995,15512435902.411276,5.631009315954176,427572.05780617095,0.001,2.3
19,714.185,407.121,23.080000000000002,21.81,1.2700000000000031,133,0.484,79.1,-0.09451999999999883,0.8044147030330607,10.190679999999995,15512435902.411276,5.631009315954176,427572.05780617095,0.001,2.3
20,97.012,404.027,22.44,21.8,0.6400000000000006,116,0.486,80.13,-0.08943999999999974,0.8138792945918296,10.174959999999999,14960978540.43852,5.61686148457979,413867.65335198643,0.001,2.3
21,119.598,678.105,23.17,21.74,1.4300000000000033,270,0.719,61.81,-0.05895999999999857,0.8730517757253308,10.080639999999994,12040374630.577534,5.537332669677062,344613.80394326145,0.001,2.3
22,103.0,615.344,23.21,21.72,1.490000000000002,89,0.589,81.32,-0.050049999999999706,0.8911483349839584,10.046549999999996,11131405404.65612,5.29191328030727,195845.35714851672,0.003,2.3
23,346.614,200.477,24.5,21.66405,1.6,152,0.868,57.49,-0.04148964999999982,0.9088879592033015,9.959100149999998,9101231263.745207,5.246659905716428,176465.5384844911,0.003,2.3
24,806.535,341.542,22.78,21.59,1.1900000000000013,138,0.356,70.23,-0.030159999999999854,0.9329105405333022,9.885119999999999,7675735484.726775,5.23158597110811,170445.66929964273,0.003,2.3
25,519.771,822.923,21.98,21.57,0.41000000000000014,574,0.755,24.16,-0.027099999999999902,0.9395069561856678,9.8797,7580537491.4822,5.242669442442627,174851.53224738603,0.003,2.3
26,424.331,-17.963,23.32,21.56,1.7600000000000016,256,1.59,33.27,-0.02556999999999965,0.9428226341583134,9.87699,7533382172.805176,5.248305153354846,177135.31475061204,0.003,2.3
27,51.917,654.58,22.68,21.47,1.2100000000000009,308,0.362,68.98,-0.0117999999999997,0.9731952935922789,9.852599999999999,7121967704.873765,5.301810671574112,200359.83786309272,0.003,2.3
28,523.697,838.905,24.400000000000002,21.43395,1.6,144,0.962,53.07,-0.0062843499999997166,0.9856339402858368,9.84283045,6963546019.002038,5.324622988397393,211165.51133941114,0.003,2.3
29,206.907,513.45,22.240000000000002,21.41,0.8300000000000018,172,0.358,68.94,-0.0026199999999998447,0.9939853876930327,9.83634,6860250908.65522,5.3402042516939545,218879.07853412468,0.003,2.3
30,565.427,841.839,23.35,21.38,1.9700000000000024,178,0.379,70.86,0.0019700000000002493,1.0045463962749208,9.828209999999999,6733021480.360868,5.360192307446718,229188.22833485037,0.003,2.3
31,264.14,316.748,22.59,21.34,1.25,458,0.312,51.87,0.008090000000000153,1.0188024953286614,9.817369999999999,6567045117.097925,5.387639766203586,244140.46432017864,0.003,2.3
32,161.874,584.081,22.51,21.32,1.1900000000000013,456,0.256,43.68,0.011150000000000104,1.0260062350602472,9.81195,6485597610.479403,5.43634444180498,273114.3011519886,0.006,2.3
33,54.552,767.989,23.09,21.32,1.7699999999999996,418,0.821,46.61,0.011150000000000104,1.0260062350602472,9.81195,6485597610.479403,5.43634444180498,273114.3011519886,0.006,2.3
34,576.165,524.68,22.85,21.29,1.5600000000000023,125,0.245,50.84,0.0157400000000002,1.036907462369726,9.803819999999998,6365316459.379311,5.4602930836618055,288597.844886466,0.006,2.3
35,251.772,690.018,21.990000000000002,21.27,0.7200000000000024,226,0.53,73.99,0.01880000000000026,1.044239218543175,9.798399999999999,6286370884.130485,5.476397761493002,299500.64463913493,0.006,2.3
36,324.743,541.049,22.03,21.18,0.8500000000000014,303,0.311,62.36,0.0325700000000001,1.0778789732577145,9.774009999999999,5943058428.557691,5.550114837218741,354907.222270869,0.006,2.3
37,681.597,88.905,24.5,21.14365,1.6,166,0.763,63.49,0.038131550000000014,1.0917709893348493,9.76415915,5809772813.69476,5.58040046133016,380540.12923198816,0.006,2.3
38,719.435,768.779,22.03,21.1,0.9299999999999997,248,0.359,67.77,0.044809999999999905,1.108689667209055,9.73538,5437258739.514408,5.6001463142346335,398241.3158432048,0.006,2.3
39,521.966,828.285,21.8,21.1,0.6999999999999993,244,0.517,74.09,0.044809999999999905,1.108689667209055,9.73538,5437258739.514408,5.6001463142346335,398241.3158432048,0.006,2.3
40,722.411,633.752,22.64,21.09,1.5500000000000007,180,0.2,38.34,0.04634000000000016,1.1126024194072817,9.729319999999998,5361915925.617888,5.60524835360418,402947.3960591797,0.006,2.3
41,65.875,646.566,21.860000000000003,21.06,0.8000000000000043,231,0.395,70.95,0.05093000000000025,1.1244237236689683,9.711139999999997,5142093863.891811,5.620644438450063,417488.42443939165,0.006,2.3
42,862.1,33.721,23.040000000000003,21.05,1.990000000000002,468,0.496,59.66,0.05246000000000006,1.128392003997221,9.705079999999999,5070841080.166458,5.6258041912915715,422478.0902217449,0.006,2.3
43,644.197,327.874,21.78,21.05,0.7300000000000004,191,0.32,63.31,0.05246000000000006,1.128392003997221,9.705079999999999,5070841080.166458,5.6258041912915715,422478.0902217449,0.006,2.3
44,227.825,255.322,22.34,21.01,1.3299999999999983,271,0.303,60.59,0.058579999999999965,1.1444056677165726,9.68084,4795567408.554733,5.646563365745772,443162.8694604918,0.006,2.3
45,263.55,751.289,22.03,21.0,1.0300000000000011,230,0.301,59.84,0.06011000000000022,1.1484444676841896,9.674779999999998,4729116360.315079,5.651779675673258,448517.79217342584,0.006,2.3
46,777.55,813.482,22.040000000000003,20.97,1.0700000000000038,232,0.454,73.88,0.06470000000000031,1.1606465906018961,9.656599999999997,4535237134.514427,5.667480769560232,465029.78432023455,0.006,2.3
47,855.807,772.237,23.98,20.960606060606057,1.7,193,0.516,75.29,0.06613727272727343,1.1644940470106826,9.65090727272727,4476177220.225547,5.672411139231459,470339.16002849565,0.006,2.3
48,74.539,825.258,21.92,20.96,0.9600000000000009,226,0.365,68.33,0.0662299999999999,1.1647427075163543,9.65054,4472393421.575244,5.672729424953993,470683.9885168036,0.006,2.3
49,763.695,286.694,21.92,20.95,0.9700000000000024,217,0.267,53.69,0.06776000000000015,1.1688532803159326,9.644479999999998,4410420519.166731,5.677984330794701,476413.79763865704,0.006,2.3
50,865.938,292.732,22.32,20.919999999999998,1.4000000000000021,179,0.315,62.92,0.0732500000000002,1.183722765236864,9.638049999999998,4345602518.895878,5.712194861427004,515459.8718251396,0.006,2.3
51,652.101,471.075,21.66,20.9,0.7600000000000016,206,0.366,68.69,0.07475000000000015,1.1878182674374465,9.631229999999999,4277893811.0497313,5.716486568011624,520578.9079339016,0.006,2.3
52,105.314,515.071,21.69,20.89,0.8000000000000007,197,0.414,72.82,0.07549999999999996,1.1898713291600405,9.62782,4244436103.301026,5.718633202642787,523158.3997098875,0.006,2.3
53,511.708,-8.212,22.060000000000002,20.89,1.1700000000000017,202,0.26,52.42,0.07549999999999996,1.1898713291600405,9.62782,4244436103.301026,5.718633202642787,523158.3997098875,0.006,2.3
54,768.512,220.448,22.310000000000002,20.89,1.4200000000000017,216,0.277,55.64,0.07549999999999996,1.1898713291600405,9.62782,4244436103.301026,5.718633202642787,523158.3997098875,0.006,2.3
55,781.172,313.477,26.52,20.889839826839825,1.7,169,0.793,60.83,0.0755120129870131,1.1899042425566257,9.627765380952379,4243902335.3392987,5.718667589465511,523199.8242918653,0.006,2.3
56,878.28,140.257,22.490000000000002,20.87,1.620000000000001,250,0.246,49.36,0.07700000000000001,1.1939881044642733,9.620999999999999,4178303666.466205,5.7229275810091735,528357.1404063322,0.006,2.3
57,164.071,564.966,21.52,20.86,0.6600000000000001,203,0.488,74.97,0.07775000000000004,1.1960518303234464,9.617589999999998,4145624860.228203,5.725075142524302,530976.3068960955,0.006,2.3
58,606.95,-17.238,22.360000000000003,20.85,1.5100000000000016,304,0.506,74.8,0.07849999999999996,1.1981191231900339,9.61418,4113201637.2274323,5.727222830346971,533608.6122820148,0.006,2.3
59,89.59,146.109,22.09,20.83,1.2600000000000016,204,0.289,57.99,0.08000000000000013,1.2022644346174132,9.607359999999998,4049113960.83356,5.731518217632628,538912.4510096653,0.006,2.3
60,30.38,244.955,22.470000000000002,20.83,1.6400000000000041,370,0.727,59.15,0.08000000000000013,1.2022644346174132,9.607359999999998,4049113960.83356,5.731518217632628,538912.4510096653,0.006,2.3
61,357.604,318.509,22.12,20.81,1.3100000000000023,490,0.471,54.42,0.08150000000000018,1.2064240881970019,9.600539999999999,3986024832.6821218,5.735813005772113,544268.256734572,0.006,2.3
62,206.538,46.923,22.23,20.81,1.4200000000000017,206,0.267,53.79,0.08150000000000018,1.2064240881970019,9.600539999999999,3986024832.6821218,5.735813005772113,544268.256734572,0.006,2.3
63,534.016,605.585,22.23,20.79,1.4400000000000013,239,0.27,54.29,0.08300000000000013,1.2105981335504827,9.593719999999998,3923918694.4216437,5.740106453679534,549675.5930882395,0.006,2.3
64,300.273,611.715,21.610000000000003,20.78,0.8300000000000018,267,0.315,62.4,0.08374999999999994,1.212690568696137,9.590309999999999,3893229450.9045343,5.742252442384972,552398.4386585281,0.006,2.3
65,854.54,771.523,21.66,20.78,0.879999999999999,286,0.509,74.56,0.08374999999999994,1.212690568696137,9.590309999999999,3893229450.9045343,5.742252442384972,552398.4386585281,0.006,2.3
