Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_008,log_t,age_008 (years),delta_t (years),J-Ks,Mass,Kcor_008,age_008,delta_t
F1,6514,521.932,816.652,105,0.695,23.84,23.3,22.35,75.84,-0.23560000000000003,0.58,1.5899999999999999,10.7337628,54170494488.0,10006,1.5899999999999999,0.581299567725388,22.19,54170494487.56618,10005.952298288565
F1,7219,394.372,341.06,84,0.54,23.36,22.18,22.31,81.75,-0.22839999999999971,0.59,1.1500000000000021,10.710269199999999,51317938270.0,10961,1.1500000000000021,0.5910170366102442,22.15,51317938269.62264,10960.895366770457
F1,5906,513.17,810.87,207,0.746,23.43,22.33,22.11,61.38,-0.19239999999999968,0.64,1.4200000000000017,10.592801199999998,39156259677.0,17542,1.4200000000000017,0.6420960525675947,21.95,39156259676.55535,17542.319475121738
F1,5340,346.614,200.477,152,0.868,24.56,22.69,22.3,57.49,-0.19126311688311604,0.64,1.6,10.589091550389607,38823219771.0,17811,2.3599999999999994,0.6437791143998708,21.66405,38823219770.72479,17811.06495719342
F1,6480,845.449,630.594,225,0.803,23.41,22.43,22.1,55.63,-0.1906000000000001,0.64,1.4100000000000001,10.5869278,38630275018.0,17970,1.4100000000000001,0.6447628406439208,21.94,38630275017.97908,17969.874717021183
F1,5123,572.458,659.62,70,0.948,23.64,23.08,22.1,64.12,-0.1906000000000001,0.64,1.6400000000000006,10.5869278,38630275018.0,17970,1.6400000000000006,0.6447628406439208,21.94,38630275017.97908,17969.874717021183
F1,3545,899.173,0.91,149,0.257,23.6,99.99,22.07,53.1,-0.1851999999999998,0.65,1.6300000000000026,10.569307599999998,37094335873.0,19322,1.6300000000000026,0.6528298441586144,21.91,37094335873.41548,19321.574009123644
F1,4980,388.986,69.78,85,0.453,23.17,22.7,22.02,79.11,-0.1761999999999997,0.67,1.2500000000000036,10.5399406,34668942926.0,21824,1.2500000000000036,0.6664997640442611,21.86,34668942926.40667,21823.62117491232
F1,6733,475.878,385.235,567,1.147,23.51,23.23,21.99,13.47,-0.17079999999999962,0.67,1.6200000000000045,10.522320399999998,33290506285.0,23489,1.6200000000000045,0.6748387308707577,21.83,33290506285.28707,23489.49150407131
F1,5266,714.185,407.121,133,0.484,23.14,21.99,21.97,79.1,-0.16719999999999957,0.68,1.2700000000000031,10.510573599999999,32402132976.0,24675,1.2700000000000031,0.6804559249946387,21.81,32402132976.205486,24674.878885346454
F1,4919,813.52,332.95,252,0.655,22.94,22.37,21.97,67.2,-0.16719999999999957,0.68,1.0700000000000038,10.510573599999999,32402132976.0,24675,1.0700000000000038,0.6804559249946387,21.81,32402132976.205486,24674.878885346454
F1,5225,97.012,404.027,116,0.486,22.5,22.27,21.96,80.13,-0.1654,0.68,0.6400000000000006,10.5047002,31966876264.0,25291,0.6400000000000006,0.6832820313691989,21.8,31966876263.9604,25291.209740957136
F1,4237,119.598,678.105,270,0.719,23.23,22.44,21.9,61.81,-0.15459999999999963,0.7,1.4300000000000033,10.4694598,29475406281.0,29347,1.4300000000000033,0.7004868712316831,21.74,29475406280.61675,29347.12569899065
F1,4052,523.697,838.905,144,0.962,24.46,22.81,22.12,53.07,-0.15177844155843978,0.71,1.6,10.46025305480519,28857124609.0,30516,2.4400000000000013,0.7050526649026622,21.43395,28857124609.26379,30515.589870552376
F1,4098,103.0,615.344,89,0.589,23.27,21.65,21.88,81.32,-0.15099999999999958,0.71,1.490000000000002,10.457712999999998,28688840766.0,30846,1.490000000000002,0.7063175542629626,21.72,28688840765.822754,30846.449836515203
F1,4374,806.535,341.542,138,0.356,22.84,21.91,21.75,70.23,-0.12759999999999994,0.75,1.1900000000000013,10.3813588,24063500273.0,42745,1.1900000000000013,0.7454182133789905,21.59,24063500272.64206,42744.87229007859
F1,4211,519.771,822.923,574,0.755,22.04,21.71,21.73,24.16,-0.12399999999999989,0.75,0.41000000000000014,10.369612,23421354095.0,44957,0.41000000000000014,0.7516228940182057,21.57,23421354094.92711,44957.344775697304
F1,4795,424.331,-17.963,256,1.59,23.38,23.03,21.72,33.27,-0.12219999999999964,0.75,1.7600000000000016,10.363738599999998,23106735869.0,46107,1.7600000000000016,0.7547445749001345,21.56,23106735869.41775,46107.054074072905
F1,3586,51.917,654.58,308,0.362,22.74,22.11,21.63,68.98,-0.10599999999999965,0.78,1.2100000000000009,10.310877999999999,20458698397.0,57894,1.2100000000000009,0.7834296427662124,21.47,20458698396.87586,57894.480006954494
F1,4036,681.597,88.905,166,0.763,24.56,24.1,21.98,63.49,-0.10532441558441374,0.78,1.6,10.308673568051942,20355115361.0,58447,2.6799999999999997,0.7846492869452633,21.14365,20355115361.00273,58447.24951411943
F1,2860,206.907,513.45,172,0.358,22.3,21.85,21.57,68.94,-0.09519999999999995,0.8,0.8300000000000018,10.2756376,18864165589.0,67392,0.8300000000000018,0.8031561699226569,21.41,18864165589.44103,67391.79428343142
F1,3515,565.427,841.839,178,0.379,23.41,24.46,21.54,70.86,-0.08979999999999966,0.81,1.9700000000000024,10.258017399999998,18114126654.0,72706,1.9700000000000024,0.8132049246541537,21.38,18114126653.79102,72705.9965817053
