Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_008,log_t,age_008 (years),delta_t (years),J-Ks,Mass,Kcor_008,age_008,delta_t
F1,2927,264.14,316.748,458,0.312,22.65,21.67,21.5,51.87,-0.08259999999999978,0.83,1.25,10.2345238,17160257484.0,80439,1.25,0.8267991091178711,21.34,17160257483.725668,80439.44609506187
F1,2900,161.874,584.081,456,0.256,22.57,21.62,21.48,43.68,-0.07899999999999996,0.83,1.1900000000000013,10.222776999999999,16702327689.0,84603,1.1900000000000013,0.8336811846196344,21.32,16702327688.520084,84603.29316198542
F1,2050,54.552,767.989,418,0.821,23.15,99.99,21.48,46.61,-0.07899999999999996,0.83,1.7699999999999996,10.222776999999999,16702327689.0,84603,1.7699999999999996,0.8336811846196344,21.32,16702327688.520084,84603.29316198542
F1,2872,576.165,524.68,125,0.245,22.91,21.52,21.45,50.84,-0.07359999999999967,0.84,1.5600000000000023,10.2051568,16038243395.0,91246,1.5600000000000023,0.8441118555927692,21.29,16038243394.784554,91246.10089672355
F1,1903,251.772,690.018,226,0.53,22.05,21.87,21.43,73.99,-0.06999999999999984,0.85,0.7200000000000024,10.19341,15610255090.0,95953,0.7200000000000024,0.8511380382023768,21.27,15610255089.819134,95953.24112853414
F1,4712,781.172,313.477,169,0.793,26.58,23.18,22.49,60.83,-0.06340116883116376,0.86,1.6,10.171878013896087,14855183263.0,105197,4.190000000000001,0.8641692948758937,20.7080125,14855183262.660805,105197.48766283944
F1,2266,324.743,541.049,303,0.311,22.09,21.4,21.34,62.36,-0.05379999999999985,0.88,0.8500000000000014,10.1405494,13821316113.0,120187,0.8500000000000014,0.8834866673958574,21.18,13821316112.570948,120186.72119074831
F1,2364,521.966,828.285,244,0.517,21.86,21.51,21.26,74.09,-0.0394000000000001,0.91,0.6999999999999993,10.093562200000001,12404012637.0,146510,0.6999999999999993,0.9132716996648164,21.1,12404012636.501715,146510.3279521619
F1,2093,719.435,768.779,248,0.359,22.09,21.33,21.26,67.77,-0.0394000000000001,0.91,0.9299999999999997,10.093562200000001,12404012637.0,146510,0.9299999999999997,0.9132716996648164,21.1,12404012636.501715,146510.3279521619
F1,2108,722.411,633.752,180,0.2,22.7,22.0,21.25,38.34,-0.037599999999999856,0.92,1.5500000000000007,10.087688799999999,12237389971.0,150157,1.5500000000000007,0.9170647491149323,21.09,12237389971.173534,150156.73853388778
F1,2461,855.807,772.237,193,0.516,24.04,22.38,21.54,75.29,-0.03320909090908897,0.93,1.6,10.073361263636357,11840260667.0,159408,2.6000000000000014,0.9263837089214567,20.753749999999997,11840260667.460514,159408.32114770805
F1,1806,65.875,646.566,231,0.395,21.92,21.24,21.22,70.95,-0.03219999999999956,0.93,0.8000000000000043,10.070068599999999,11750831533.0,161608,0.8000000000000043,0.928538680439702,21.06,11750831532.869232,161607.71481152083
F1,2014,862.1,33.721,468,0.496,23.1,21.63,21.21,59.66,-0.030399999999999983,0.93,1.990000000000002,10.0641952,11592983026.0,165601,1.990000000000002,0.9323951375406332,21.05,11592983026.324972,165600.6017544092
F1,2015,644.197,327.874,191,0.32,21.84,21.08,21.21,63.31,-0.030399999999999983,0.93,0.7300000000000004,10.0641952,11592983026.0,165601,0.7300000000000004,0.9323951375406332,21.05,11592983026.324972,165600.6017544092
F1,1851,227.825,255.322,271,0.303,22.4,21.84,21.17,60.59,-0.02320000000000011,0.95,1.3299999999999983,10.0407016,10982509813.0,182495,1.3299999999999983,0.9479818010107186,21.01,10982509813.387114,182494.87518473214
F1,1840,263.55,751.289,230,0.301,22.09,21.68,21.16,59.84,-0.021399999999999864,0.95,1.0300000000000011,10.0348282,10834982145.0,186957,1.0300000000000011,0.9519190103322857,21.0,10834982145.468275,186957.35836253312
F1,1649,777.55,813.482,232,0.454,22.1,21.49,21.13,73.88,-0.01599999999999957,0.96,1.0700000000000038,10.017207999999998,10404183421.0,200945,1.0700000000000038,0.9638290236239715,20.97,10404183420.889507,200944.87776451424
F1,1671,74.539,825.258,226,0.365,21.98,21.65,21.12,68.33,-0.01419999999999999,0.97,0.9600000000000009,10.0113346,10264424391.0,205813,0.9600000000000009,0.9678320504881599,20.96,10264424391.053518,205813.01955331443
F1,1775,763.695,286.694,217,0.267,21.98,21.53,21.11,53.69,-0.012399999999999745,0.97,0.9700000000000024,10.0054612,10126542739.0,210787,0.9700000000000024,0.9718517029401695,20.95,10126542739.348047,210786.79846074613
F1,1911,865.938,292.732,179,0.315,22.38,21.5,21.08,62.92,-0.006999999999999451,0.98,1.4000000000000021,9.987840999999998,9723911555.0,226359,1.4000000000000021,0.984011105761135,20.919999999999998,9723911554.733854,226358.94358957026
F1,1943,652.101,471.075,206,0.366,21.72,21.2,21.06,68.69,-0.0033999999999996255,0.99,0.7600000000000016,9.976094199999999,9464424258.0,237300,0.7600000000000016,0.9922017758401666,20.9,9464424257.933163,237299.71941593848
F1,1832,105.314,515.071,197,0.414,21.75,20.94,21.05,72.82,-0.0016000000000000458,1.0,0.8000000000000007,9.9702208,9337288980.0,242943,0.8000000000000007,0.9963226419544176,20.89,9337288979.869038,242943.00807004052
F1,1629,768.512,220.448,216,0.277,22.37,21.55,21.05,55.64,-0.0016000000000000458,1.0,1.4200000000000017,9.9702208,9337288980.0,242943,1.4200000000000017,0.9963226419544176,20.89,9337288979.869038,242943.00807004052
F1,1735,511.708,-8.212,202,0.26,22.12,21.43,21.05,52.42,-0.0016000000000000458,1.0,1.1700000000000017,9.9702208,9337288980.0,242943,1.1700000000000017,0.9963226419544176,20.89,9337288979.869038,242943.00807004052
F1,1867,878.28,140.257,250,0.246,22.55,22.14,21.03,49.36,0.0020000000000000018,1.0,1.620000000000001,9.958474,9088118894.0,254584,1.620000000000001,1.0046157902783952,20.87,9088118894.024975,254583.8490707958
F1,1554,164.071,564.966,203,0.488,21.58,20.89,21.02,74.97,0.0038000000000002476,1.01,0.6600000000000001,9.952600599999998,8966038513.0,260585,0.6600000000000001,1.00878821494927,20.86,8966038512.674372,260584.76877313922
F1,1810,606.95,-17.238,304,0.506,22.42,21.51,21.01,74.8,0.005599999999999827,1.01,1.5100000000000016,9.9467272,8845598033.0,266708,1.5100000000000016,1.0129779687601015,20.85,8845598032.791294,266708.25291860953
F1,892,30.38,244.955,370,0.727,22.53,21.35,20.99,59.15,0.009200000000000541,1.02,1.6400000000000041,9.934980399999999,8609548958.0,279330,1.6400000000000041,1.0214097519898506,20.83,8609548958.38384,279329.54836469743
F1,1539,89.59,146.109,204,0.289,22.15,21.74,20.99,57.99,0.009200000000000541,1.02,1.2600000000000016,9.934980399999999,8609548958.0,279330,1.2600000000000016,1.0214097519898506,20.83,8609548958.38384,279329.54836469743
F1,1682,206.538,46.923,206,0.267,22.29,21.25,20.97,53.79,0.012800000000000367,1.03,1.4200000000000017,9.923233599999998,8379798968.0,292461,1.4200000000000017,1.0299117193407,20.81,8379798968.031762,292460.8744981053
F1,1897,357.604,318.509,490,0.471,22.18,21.24,20.97,54.42,0.012800000000000367,1.03,1.3100000000000023,9.923233599999998,8379798968.0,292461,1.3100000000000023,1.0299117193407,20.81,8379798968.031762,292460.8744981053
F1,1670,534.016,605.585,239,0.27,22.29,21.62,20.95,54.29,0.016400000000000192,1.04,1.4400000000000013,9.911486799999999,8156179968.0,306115,1.4400000000000013,1.0384844550082744,20.79,8156179967.621458,306115.12527145055
F1,1177,854.54,771.523,286,0.509,21.72,21.34,20.94,74.56,0.018199999999999994,1.04,0.879999999999999,9.9056134,8046618289.0,313142,0.879999999999999,1.0427975448505062,20.78,8046618289.080323,313142.2952965166
F1,1564,300.273,611.715,267,0.315,21.67,20.91,20.94,62.4,0.018199999999999994,1.04,0.8300000000000018,9.9056134,8046618289.0,313142,0.8300000000000018,1.0427975448505062,20.78,8046618289.080323,313142.2952965166
F1,1513,281.031,309.679,196,0.43,21.9,21.4,20.93,73.72,0.02000000000000024,1.05,1.0700000000000003,9.89974,7938528349.0,320305,1.0700000000000003,1.0471285480509,20.77,7938528348.712222,320304.8905673531
F1,1445,53.525,768.3,256,0.268,22.1,20.92,20.89,54.05,0.032540000000000235,1.08,1.3100000000000023,9.858821979999998,7224735965.0,374085,1.3100000000000023,1.0778045185876415,20.73,7224735964.924722,374084.5651854195
F1,1485,65.611,460.413,214,0.251,21.74,21.38,20.87,50.38,0.035760000000000014,1.09,0.9699999999999989,9.84831512,7052045732.0,389024,0.9699999999999989,1.0858254084909678,20.71,7052045731.929878,389024.31701423187
F1,1416,719.443,827.022,250,0.361,21.64,20.93,20.86,68.0,0.03737000000000035,1.09,0.8800000000000026,9.843061689999999,6967254745.0,396672,0.8800000000000026,1.0898582096887521,20.7,6967254744.793802,396672.3508533628
F1,1396,305.918,295.709,778,0.461,22.24,21.24,20.85,9.68,0.038980000000000015,1.09,1.4899999999999984,9.83780826,6883483251.0,404440,1.4899999999999984,1.0939059888796578,20.69,6883483250.691805,404440.2720643229
F1,1333,705.585,752.688,294,0.431,21.77,20.87,20.82,73.73,0.04381000000000013,1.11,1.0500000000000007,9.82204797,6638163882.0,428471,1.0500000000000007,1.1061397517338802,20.66,6638163881.964211,428471.1637424894
F1,1390,252.473,92.608,251,0.243,21.93,20.95,20.81,48.7,0.04542000000000046,1.11,1.2200000000000024,9.816794539999998,6558349245.0,436726,1.2200000000000024,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F1,1019,852.987,764.701,294,0.464,21.6,20.76,20.81,74.67,0.04542000000000046,1.11,0.8900000000000041,9.816794539999998,6558349245.0,436726,0.8900000000000041,1.1102480012561573,20.65,6558349245.2306,436726.26574634283
F1,757,193.93,833.109,454,0.571,21.28,20.21,20.79,60.57,0.04864000000000046,1.12,0.5900000000000034,9.806287679999999,6401587411.0,453608,0.5900000000000034,1.1185103316044598,20.63,6401587411.342265,453607.6606993974
F1,1241,252.58,54.482,294,0.455,21.51,20.62,20.79,74.5,0.04864000000000046,1.12,0.8200000000000038,9.806287679999999,6401587411.0,453608,0.8200000000000038,1.1185103316044598,20.63,6401587411.342265,453607.6606993974
F1,1327,320.303,693.92,208,0.202,21.97,21.2,20.76,38.53,0.053469999999999906,1.13,1.3099999999999987,9.79052739,6173442252.0,479866,1.3099999999999987,1.1310192585926546,20.6,6173442252.065941,479866.33715133526
F1,1381,412.053,131.619,264,0.269,22.51,21.58,20.76,54.36,0.053469999999999906,1.13,1.8500000000000014,9.79052739,6173442252.0,479866,1.8500000000000014,1.1310192585926546,20.6,6173442252.065941,479866.33715133526
F1,1394,324.783,739.677,248,0.273,21.98,21.38,20.76,54.94,0.053469999999999906,1.13,1.3200000000000003,9.79052739,6173442252.0,479866,1.3200000000000003,1.1310192585926546,20.6,6173442252.065941,479866.33715133526
F1,1227,123.256,499.771,210,0.302,21.74,21.05,20.76,60.12,0.053469999999999906,1.13,1.0799999999999983,9.79052739,6173442252.0,479866,1.0799999999999983,1.1310192585926546,20.6,6173442252.065941,479866.33715133526
F1,1112,455.042,37.267,282,0.321,21.74,21.15,20.75,63.53,0.05508000000000024,1.14,1.0899999999999999,9.78527396,6099215243.0,488871,1.0899999999999999,1.1352199116489399,20.59,6099215242.985441,488870.9772244983
F1,1291,455.682,392.499,279,0.309,22.08,20.96,20.73,61.68,0.05830000000000024,1.14,1.4499999999999993,9.774767099999998,5953427922.0,507260,1.4499999999999993,1.1436680799117083,20.57,5953427921.966273,507260.3131111088
F1,1356,275.836,724.749,170,0.265,22.0,21.1,20.72,54.18,0.05991000000000035,1.15,1.3800000000000026,9.769513669999998,5881846278.0,516646,1.3800000000000026,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F1,1048,594.172,346.425,285,0.368,21.79,21.26,20.72,69.25,0.05991000000000035,1.15,1.1700000000000017,9.769513669999998,5881846278.0,516646,1.1700000000000017,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F1,1232,62.177,65.747,278,0.355,21.71,20.83,20.72,67.78,0.05991000000000035,1.15,1.0900000000000034,9.769513669999998,5881846278.0,516646,1.0900000000000034,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F1,1143,754.05,659.413,238,0.316,22.07,21.91,20.72,62.21,0.05991000000000035,1.15,1.4500000000000028,9.769513669999998,5881846278.0,516646,1.4500000000000028,1.1479157112219252,20.56,5881846277.499443,516645.6481312846
F1,1053,606.274,349.345,465,0.681,22.9,21.6,20.82,51.78,0.061158969696970766,1.15,1.7,9.765438281878785,5826909620.0,524014,2.1799999999999997,1.1512217064675572,20.55224242424242,5826909619.852773,524014.16798361903
F1,1222,283.927,656.067,253,0.214,21.5,20.72,20.71,41.75,0.06152000000000002,1.15,0.8900000000000006,9.76426024,5811125302.0,526158,0.8900000000000006,1.1521791184133292,20.55,5811125302.1953,526158.4342945546
F1,1242,593.086,698.145,275,0.249,22.03,21.43,20.7,50.35,0.06313000000000035,1.16,1.4300000000000033,9.759006809999999,5741254648.0,535799,1.4300000000000033,1.1564583600782088,20.54,5741254647.7108,535798.8591212028
F1,1216,694.102,639.796,254,0.216,21.74,20.85,20.69,42.27,0.06474000000000002,1.16,1.1499999999999986,9.75375338,5672224090.0,545567,1.1499999999999986,1.1607534950264606,20.53,5672224090.12739,545567.0542729513
F1,1002,438.041,97.386,287,0.339,21.72,21.26,20.68,66.05,0.06635000000000035,1.17,1.1400000000000006,9.74849995,5604023528.0,555463,1.1400000000000006,1.1650645822864105,20.52,5604023528.454748,555463.0938651158
F1,966,852.05,611.405,291,0.445,22.2,21.57,20.67,74.19,0.06796000000000002,1.17,1.629999999999999,9.74324652,5536642983.0,565487,1.629999999999999,1.1693916811056109,20.51,5536642983.152856,565486.9927764724
F1,988,903.969,362.99,261,0.525,22.44,21.5,20.66,73.99,0.06957000000000013,1.17,1.8800000000000026,9.73799309,5470072595.0,575639,1.8800000000000026,1.1737348509516687,20.5,5470072594.671707,575638.7049587354
F1,1082,75.009,169.117,696,0.272,21.93,20.95,20.66,4.53,0.06957000000000013,1.17,1.370000000000001,9.73799309,5470072595.0,575639,1.370000000000001,1.1737348509516687,20.5,5470072594.671707,575638.7049587354
F1,1055,677.455,807.19,250,0.264,21.66,21.04,20.65,53.18,0.07118000000000047,1.18,1.110000000000003,9.732739659999998,5404302622.0,585918,1.110000000000003,1.1780941515130523,20.49,5404302622.008571,585918.1217472889
F1,821,801.008,814.429,311,0.388,21.51,20.49,20.65,71.37,0.07118000000000047,1.18,0.9600000000000044,9.732739659999998,5404302622.0,585918,0.9600000000000044,1.1780941515130523,20.49,5404302622.008571,585918.1217472889
F1,1198,793.095,281.772,306,0.426,22.43,21.55,20.65,73.66,0.07118000000000047,1.18,1.8800000000000026,9.732739659999998,5404302622.0,585918,1.8800000000000026,1.1780941515130523,20.49,5404302622.008571,585918.1217472889
F1,1089,737.949,479.971,160,0.238,21.95,21.0,20.65,48.47,0.07118000000000047,1.18,1.4000000000000021,9.732739659999998,5404302622.0,585918,1.4000000000000021,1.1780941515130523,20.49,5404302622.008571,585918.1217472889
F1,1086,779.232,544.839,272,0.316,22.09,21.09,20.64,62.63,0.07279000000000013,1.18,1.5500000000000007,9.72748623,5339323441.0,596325,1.5500000000000007,1.1824696426999142,20.48,5339323441.282742,596325.0701751513
F1,1202,130.634,718.495,628,0.265,21.87,20.89,20.63,11.97,0.07440000000000047,1.19,1.3400000000000034,9.722232799999999,5275125544.0,606859,1.3400000000000034,1.186861384644921,20.47,5275125544.3270645,606859.3112920875
F1,813,215.885,336.602,308,0.455,21.35,20.62,20.63,74.65,0.07440000000000047,1.19,0.8200000000000038,9.722232799999999,5275125544.0,606859,0.8200000000000038,1.186861384644921,20.47,5275125544.3270645,606859.3112920875
F1,983,140.809,632.952,270,0.349,21.38,20.65,20.63,66.96,0.07440000000000047,1.19,0.8500000000000014,9.722232799999999,5275125544.0,606859,0.8500000000000014,1.186861384644921,20.47,5275125544.3270645,606859.3112920875
F1,787,31.338,245.559,436,0.594,22.36,21.26,20.62,62.65,0.07601000000000013,1.19,1.8399999999999999,9.716979369999999,5211699537.0,617521,1.8399999999999999,1.1912694377040682,20.46,5211699537.296949,617520.538490762
F1,932,395.348,403.649,293,0.401,22.17,21.38,20.62,72.09,0.07601000000000013,1.19,1.6500000000000021,9.716979369999999,5211699537.0,617521,1.6500000000000021,1.1912694377040682,20.46,5211699537.296949,617520.538490762
F1,733,705.344,239.892,315,0.513,21.92,21.54,20.61,74.74,0.07762000000000024,1.2,1.4100000000000037,9.71172594,5149036139.0,628308,1.4100000000000037,1.1956938624575217,20.45,5149036139.295564,628308.3758421142
F1,2104,728.3,354.414,216,0.376,24.72,23.11,21.35,69.49,0.07801065151515463,1.2,1.7,9.71045124410605,5133945382.0,630945,3.469999999999999,1.1967698829494025,20.447573593073574,5133945382.378952,630944.9827836759
F1,838,246.087,213.945,303,0.383,21.36,20.72,20.6,111.67,0.07922999999999991,1.2,0.8599999999999994,9.70647251,5087126181.0,639222,0.8599999999999994,1.2001347197104404,20.44,5087126181.015901,639222.3764419341
F1,1133,579.644,774.993,276,0.187,21.77,20.96,20.6,91.42,0.07922999999999991,1.2,1.2699999999999996,9.70647251,5087126181.0,639222,1.2699999999999996,1.2001347197104404,20.44,5087126181.015901,639222.3764419341
F1,1888,151.663,580.097,445,0.154,24.35,22.8,21.22,21.54,0.07993010606060946,1.2,1.7,9.704188063924231,5060437483.0,644008,3.230000000000004,1.2020709616640346,20.435651515151495,5060437483.017014,644007.5434168121
F1,1159,409.233,469.687,176,0.221,21.98,21.2,20.59,89.86,0.08084000000000024,1.2,1.490000000000002,9.70121908,5025960603.0,650262,1.490000000000002,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F1,1097,331.354,394.755,277,0.299,21.66,20.62,20.59,102.15,0.08084000000000024,1.2,1.1700000000000017,9.70121908,5025960603.0,650262,1.1700000000000017,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F1,904,484.146,292.289,286,0.272,21.88,21.1,20.59,101.11,0.08084000000000024,1.2,1.3900000000000006,9.70121908,5025960603.0,650262,1.3900000000000006,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F1,1254,323.129,308.024,321,0.381,21.94,20.96,20.59,113.89,0.08084000000000024,1.2,1.4500000000000028,9.70121908,5025960603.0,650262,1.4500000000000028,1.2045920704938202,20.43,5025960603.399045,650262.0207708834
F1,1029,864.494,341.648,274,0.335,21.92,21.19,20.58,104.45,0.08245000000000058,1.21,1.4400000000000048,9.695965649999998,4965530456.0,661427,1.4400000000000048,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F1,1024,501.442,359.19,297,0.205,21.51,20.61,20.58,96.02,0.08245000000000058,1.21,1.0300000000000047,9.695965649999998,4965530456.0,661427,1.0300000000000047,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F1,942,337.809,155.365,449,0.34,22.01,21.28,20.58,101.17,0.08245000000000058,1.21,1.5300000000000047,9.695965649999998,4965530456.0,661427,1.5300000000000047,1.209065976065325,20.419999999999998,4965530456.308577,661426.7150700953
F1,1064,308.596,749.128,283,0.337,22.08,21.2,20.57,105.87,0.08406000000000025,1.21,1.6099999999999994,9.690712219999998,4905826897.0,672716,1.6099999999999994,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F1,1017,882.341,628.039,241,0.346,22.05,21.38,20.57,101.13,0.08406000000000025,1.21,1.5800000000000018,9.690712219999998,4905826897.0,672716,1.5800000000000018,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F1,831,266.563,225.02,290,0.409,21.37,20.92,20.57,111.17,0.08406000000000025,1.21,0.9000000000000021,9.690712219999998,4905826897.0,672716,0.9000000000000021,1.2135564979101316,20.41,4905826897.221007,672715.7897346967
F1,1113,347.323,344.22,182,0.201,22.07,21.3,20.56,87.55,0.08567000000000036,1.22,1.610000000000003,9.685458789999998,4846841190.0,684129,1.610000000000003,1.2180636977417805,20.4,4846841189.931767,684128.4977275253
F1,987,157.953,314.607,261,0.25,21.65,20.64,20.56,95.82,0.08567000000000036,1.22,1.1900000000000013,9.685458789999998,4846841190.0,684129,1.1900000000000013,1.2180636977417805,20.4,4846841189.931767,684128.4977275253
F1,1125,451.718,376.012,307,0.282,21.78,20.75,20.55,104.83,0.08728000000000002,1.22,1.3300000000000018,9.68020536,4788564703.0,695664,1.3300000000000018,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,890,809.62,316.646,282,0.306,21.83,21.02,20.55,103.41,0.08728000000000002,1.22,1.379999999999999,9.68020536,4788564703.0,695664,1.379999999999999,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,1068,83.742,289.019,346,0.319,22.29,21.45,20.55,111.82,0.08728000000000002,1.22,1.8399999999999999,9.68020536,4788564703.0,695664,1.8399999999999999,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,753,628.524,761.19,304,0.298,21.45,20.79,20.55,105.81,0.08728000000000002,1.22,1.0,9.68020536,4788564703.0,695664,1.0,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,908,108.452,540.397,445,0.299,21.47,20.56,20.55,99.48,0.08728000000000002,1.22,1.0199999999999996,9.68020536,4788564703.0,695664,1.0199999999999996,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,839,563.239,20.287,311,0.375,21.46,20.5,20.55,112.29,0.08728000000000002,1.22,1.0100000000000016,9.68020536,4788564703.0,695664,1.0100000000000016,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,870,838.892,828.252,285,0.326,20.82,20.54,20.55,105.36,0.08728000000000002,1.22,0.370000000000001,9.68020536,4788564703.0,695664,0.370000000000001,1.222587637503013,20.39,4788564703.27697,695664.0130153645
F1,880,40.677,-0.487,491,0.586,22.97,21.5,20.73,51.77,0.08832266666666766,1.23,1.7,9.676803138666664,4751198101.0,703200,2.34,1.2255263873262054,20.383523809523805,4751198100.783857,703199.7284726604
F1,1167,176.566,702.62,309,0.338,21.86,20.98,20.54,109.58,0.08889000000000036,1.23,1.4200000000000017,9.674951929999999,4730988910.0,707321,1.4200000000000017,1.2271283793666343,20.38,4730988909.870322,707321.4290302254
F1,1450,331.171,253.491,536,0.606,23.85,22.03,21.0,39.35,0.08899613636364112,1.23,1.7,9.67460560704544,4727217743.0,708094,2.950000000000003,1.2274283114761535,20.353409090909075,4727217743.028724,708094.1827568247
F1,707,511.431,752.32,374,0.458,21.52,20.85,20.51,120.27,0.08992000000000022,1.23,1.1099999999999994,9.67159104,4694518339.0,714843,1.1099999999999994,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F1,797,706.228,562.504,277,0.35,21.76,21.21,20.51,105.89,0.08992000000000022,1.23,1.3500000000000014,9.67159104,4694518339.0,714843,1.3500000000000014,1.2300421678013675,20.35,4694518339.456388,714842.7651857047
F1,1178,87.904,336.986,331,0.373,22.01,21.45,20.53,114.47,0.09050000000000002,1.23,1.5800000000000018,9.669698499999999,4674105385.0,719100,1.5800000000000018,1.2316859857363551,20.37,4674105384.855543,719099.7571580047
F1,924,725.735,704.143,345,0.408,21.78,21.23,20.53,117.58,0.09050000000000002,1.23,1.3500000000000014,9.669698499999999,4674105385.0,719100,1.3500000000000014,1.2316859857363551,20.37,4674105384.855543,719099.7571580047
F1,735,139.861,121.752,311,0.351,21.32,20.52,20.53,110.75,0.09050000000000002,1.23,0.8900000000000006,9.669698499999999,4674105385.0,719100,0.8900000000000006,1.2316859857363551,20.37,4674105384.855543,719099.7571580047
F1,1115,172.184,215.968,504,0.608,23.68,21.81,20.94,47.59,0.09058987445887823,1.23,1.7,9.66940523964068,4670950228.0,719761,2.84,1.2319409016307725,20.347528138528126,4670950228.185358,719760.7965500335
F1,657,708.216,431.793,486,0.558,22.19,21.49,20.52,93.39,0.09211000000000036,1.24,1.7700000000000031,9.66444507,4617905805.0,730998,1.7700000000000031,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F1,751,105.709,309.71,298,0.37,21.54,20.9,20.52,110.2,0.09211000000000036,1.24,1.120000000000001,9.66444507,4617905805.0,730998,1.120000000000001,1.2362605192476634,20.36,4617905804.673388,730997.9252571308
F1,911,96.725,45.664,115,0.269,21.77,21.22,20.5,100.43,0.09263000000000066,1.24,1.370000000000001,9.662748309999998,4599899148.0,734866,1.370000000000001,1.2377416351957389,20.34,4599899148.488097,734866.2265367684
F1,1001,238.444,759.722,184,0.248,22.24,21.44,20.5,91.96,0.09263000000000066,1.24,1.8399999999999999,9.662748309999998,4599899148.0,734866,1.8399999999999999,1.2377416351957389,20.34,4599899148.488097,734866.2265367684
F1,793,205.793,127.571,455,0.077,22.55,21.42,20.56,74.62,0.09357263419913675,1.24,1.7,9.659672494608216,4567436252.0,741910,2.0900000000000034,1.2404310654317063,20.336521645021637,4567436252.181013,741909.9529873752
F1,572,831.839,266.819,439,0.587,21.7,20.71,20.49,111.6,0.09534000000000109,1.25,1.3100000000000023,9.653905579999996,4507187031.0,755225,1.3100000000000023,1.2454892975217222,20.33,4507187030.97274,755224.7990178235
F1,648,323.482,229.953,326,0.49,21.33,20.47,20.48,118.98,0.09805000000000019,1.25,0.9499999999999993,9.645062849999999,4416343549.0,775912,0.9499999999999993,1.2532854564562106,20.32,4416343549.368058,775912.2733694168
F1,661,572.238,20.186,349,0.378,21.42,20.85,20.47,116.14,0.10076000000000063,1.26,1.0500000000000043,9.636220119999997,4327331041.0,796922,1.0500000000000043,1.2611304155644603,20.31,4327331040.849958,796921.725115104
F1,847,563.904,47.281,591,0.225,21.79,21.06,20.46,30.92,0.10347000000000017,1.27,1.4299999999999997,9.62737739,4240112602.0,818246,1.4299999999999997,1.2690244803118838,20.3,4240112601.6981263,818245.4973175301
F1,1071,58.112,315.068,303,0.452,21.77,20.98,20.46,114.88,0.10347000000000017,1.27,1.4100000000000001,9.62737739,4240112602.0,818246,1.4100000000000001,1.2690244803118838,20.3,4240112601.6981263,818245.4973175301
F1,1085,175.552,762.948,321,0.483,22.15,21.26,20.46,118.23,0.10347000000000017,1.27,1.7899999999999991,9.62737739,4240112602.0,818246,1.7899999999999991,1.2690244803118838,20.3,4240112601.6981263,818245.4973175301
F1,903,654.386,370.159,173,0.228,22.02,21.13,20.45,90.73,0.10618000000000061,1.28,1.6700000000000017,9.618534659999998,4154652072.0,839875,1.6700000000000017,1.2769679580759714,20.29,4154652071.99582,839875.1844172656
F1,799,398.332,38.844,626,0.238,21.45,20.62,20.45,17.01,0.10618000000000061,1.28,1.1000000000000014,9.618534659999998,4154652072.0,839875,1.1000000000000014,1.2769679580759714,20.29,4154652071.99582,839875.1844172656
F1,985,671.709,132.349,306,0.12,21.67,20.89,20.45,87.37,0.10618000000000061,1.28,1.3200000000000038,9.618534659999998,4154652072.0,839875,1.3200000000000038,1.2769679580759714,20.29,4154652071.99582,839875.1844172656
F1,708,88.775,79.997,302,0.383,21.21,20.38,20.44,111.53,0.10889000000000015,1.28,0.870000000000001,9.609691929999999,4070914021.0,861802,0.870000000000001,1.2849611581582367,20.28,4070914020.63858,861801.6172592258
F1,854,97.899,800.704,237,0.391,21.51,21.55,20.44,103.4,0.10889000000000015,1.28,1.1700000000000017,9.609691929999999,4070914021.0,861802,1.1700000000000017,1.2849611581582367,20.28,4070914020.63858,861801.6172592258
F1,996,451.072,192.105,299,0.357,21.76,20.7,20.44,109.52,0.10889000000000015,1.28,1.4200000000000017,9.609691929999999,4070914021.0,861802,1.4200000000000017,1.2849611581582367,20.28,4070914020.63858,861801.6172592258
F1,745,338.569,126.905,299,0.26,21.4,20.58,20.44,101.79,0.10889000000000015,1.28,1.0599999999999987,9.609691929999999,4070914021.0,861802,1.0599999999999987,1.2849611581582367,20.28,4070914020.63858,861801.6172592258
