recno,[RMS2003],FilEp,Kmag,e_Kmag
   27350,F2  9668,2Ks18,22.44, 0.19
   27351,F2  9844,2Ks18,21.86, 0.11
   27352,F2  9979,2Ks18,22.53, 0.28
   27353,F2 10203,2Ks18,22.54, 0.34
   27354,F2 10761,2Ks18,22.09, 0.14
   27355,F2 10854,2Ks18,     ,
   27356,F2 11088,2Ks18,24.68, 2.06
   27357,F2 11139,2Ks18,22.33, 0.21
   27358,F2 11139,2Ks18,22.33, 0.21
   27359,F2 11513,2Ks18,21.98, 0.15
   27360,F2 11635,2Ks18,22.45, 0.19
   27361,F2 11698,2Ks18,22.16, 0.19
   27362,F2 12003,2Ks18,22.40, 0.12
   27363,F2 12041,2Ks18,22.09, 0.14
   27364,F2 12101,2Ks18,22.57, 0.20
   27365,F2 12529,2Ks18,22.18, 0.22
   27366,F2 12881,2Ks18,23.22, 0.41
   27367,F2 13140,2Ks18,23.13, 0.45
   27368,F2 13468,2Ks18,22.11, 0.13
   27369,F2 13620,2Ks18,25.00, 1.70
   27370,F2 14598,2Ks18,23.30, 0.43
   27371,F2 14638,2Ks18,22.78, 0.17
   27372,F2     5,2Ks19,     ,
   27373,F2    25,2Ks19,19.79, 0.24
   27374,F2    35,2Ks19,     ,
   27375,F2    49,2Ks19,     ,
   27376,F2    61,2Ks19,18.21, 0.04
   27377,F2    63,2Ks19,     ,
   27378,F2    64,2Ks19,     ,
   27379,F2    69,2Ks19,     ,
   27380,F2    72,2Ks19,     ,
   27381,F2    75,2Ks19,19.20, 0.21
   27382,F2    76,2Ks19,     ,
   27383,F2    86,2Ks19,19.63, 0.29
   27384,F2    94,2Ks19,19.84, 0.38
   27385,F2    96,2Ks19,21.79, 0.67
   27386,F2    98,2Ks19,21.27, 0.12
   27387,F2   104,2Ks19,18.67, 0.05
   27388,F2   105,2Ks19,19.43, 0.31
   27389,F2   106,2Ks19,21.48, 0.17
   27390,F2   110,2Ks19,     ,
   27391,F2   111,2Ks19,19.33, 0.05
   27392,F2   112,2Ks19,     ,
   27393,F2   118,2Ks19,19.18, 0.05
   27394,F2   123,2Ks19,     ,
   27395,F2   124,2Ks19,20.01, 0.14
   27396,F2   131,2Ks19,     ,
   27397,F2   137,2Ks19,18.95, 0.05
   27398,F2   139,2Ks19,     ,
   27399,F2   140,2Ks19,18.84, 0.04
   27400,F2   141,2Ks19,19.06, 0.04
   27401,F2   142,2Ks19,18.93, 0.13
   27402,F2   143,2Ks19,19.62, 0.05
   27403,F2   146,2Ks19,19.91, 0.13
   27404,F2   148,2Ks19,     ,
   27405,F2   151,2Ks19,19.58, 0.13
   27406,F2   154,2Ks19,19.38, 0.06
   27407,F2   156,2Ks19,18.98, 0.04
   27408,F2   157,2Ks19,19.05, 0.06
   27409,F2   162,2Ks19,19.26, 0.05
   27410,F2   163,2Ks19,22.56, 0.78
   27411,F2   164,2Ks19,19.54, 0.05
   27412,F2   166,2Ks19,18.87, 0.04
   27413,F2   167,2Ks19,19.17, 0.05
   27414,F2   169,2Ks19,19.51, 0.04
   27415,F2   173,2Ks19,19.42, 0.05
   27416,F2   176,2Ks19,19.68, 0.22
   27417,F2   177,2Ks19,19.16, 0.05
   27418,F2   178,2Ks19,20.04, 0.05
   27419,F2   182,2Ks19,19.82, 0.05
   27420,F2   183,2Ks19,19.08, 0.05
   27421,F2   192,2Ks19,19.52, 0.14
   27422,F2   193,2Ks19,19.03, 0.16
   27423,F2   194,2Ks19,19.73, 0.05
   27424,F2   197,2Ks19,19.04, 0.05
   27425,F2   199,2Ks19,19.34, 0.05
   27426,F2   200,2Ks19,20.98, 0.24
   27427,F2   202,2Ks19,22.11, 0.33
   27428,F2   203,2Ks19,20.65, 0.10
   27429,F2   204,2Ks19,19.53, 0.06
   27430,F2   207,2Ks19,19.06, 0.05
   27431,F2   208,2Ks19,19.09, 0.04
   27432,F2   210,2Ks19,19.62, 0.04
   27433,F2   214,2Ks19,19.38, 0.04
   27434,F2   216,2Ks19,     ,
   27435,F2   219,2Ks19,19.47, 0.05
   27436,F2   221,2Ks19,19.36, 0.05
   27437,F2   223,2Ks19,19.26, 0.05
   27438,F2   224,2Ks19,19.66, 0.05
   27439,F2   226,2Ks19,19.48, 0.05
   27440,F2   231,2Ks19,19.87, 0.05
   27441,F2   232,2Ks19,     ,
   27442,F2   233,2Ks19,19.20, 0.04
   27443,F2   237,2Ks19,19.45, 0.05
   27444,F2   238,2Ks19,19.24, 0.04
   27445,F2   240,2Ks19,19.59, 0.05
   27446,F2   245,2Ks19,22.18, 0.71
   27447,F2   252,2Ks19,19.52, 0.05
   27448,F2   254,2Ks19,20.29, 0.18
   27449,F2   255,2Ks19,19.50, 0.06
   27450,F2   256,2Ks19,19.27, 0.05
   27451,F2   257,2Ks19,19.72, 0.05
   27452,F2   258,2Ks19,19.49, 0.05
   27453,F2   259,2Ks19,19.03, 0.04
   27454,F2   262,2Ks19,19.88, 0.05
   27455,F2   268,2Ks19,19.54, 0.05
   27456,F2   269,2Ks19,19.71, 0.05
   27457,F2   272,2Ks19,19.17, 0.04
   27458,F2   273,2Ks19,19.16, 0.04
   27459,F2   274,2Ks19,19.71, 0.05
   27460,F2   275,2Ks19,20.45, 0.16
   27461,F2   276,2Ks19,19.19, 0.04
   27462,F2   282,2Ks19,19.39, 0.04
   27463,F2   285,2Ks19,19.67, 0.05
   27464,F2   288,2Ks19,19.35, 0.05
   27465,F2   289,2Ks19,19.98, 0.11
   27466,F2   291,2Ks19,19.77, 0.05
   27467,F2   296,2Ks19,19.77, 0.05
   27468,F2   299,2Ks19,19.84, 0.05
   27469,F2   302,2Ks19,19.40, 0.05
   27470,F2   303,2Ks19,19.36, 0.28
   27471,F2   307,2Ks19,19.41, 0.05
   27472,F2   309,2Ks19,19.69, 0.05
   27473,F2   312,2Ks19,19.83, 0.05
   27474,F2   313,2Ks19,19.82, 0.05
   27475,F2   315,2Ks19,19.21, 0.04
   27476,F2   319,2Ks19,19.52, 0.05
   27477,F2   322,2Ks19,19.36, 0.05
   27478,F2   324,2Ks19,19.60, 0.06
   27479,F2   326,2Ks19,19.39, 0.04
   27480,F2   338,2Ks19,19.37, 0.04
   27481,F2   343,2Ks19,19.34, 0.04
   27482,F2   346,2Ks19,21.14, 0.32
   27483,F2   348,2Ks19,19.34, 0.05
   27484,F2   350,2Ks19,19.57, 0.09
   27485,F2   351,2Ks19,19.34, 0.04
   27486,F2   352,2Ks19,21.33, 0.17
   27487,F2   357,2Ks19,19.43, 0.05
   27488,F2   362,2Ks19,21.27, 0.13
   27489,F2   363,2Ks19,19.39, 0.04
   27490,F2   370,2Ks19,19.88, 0.10
   27491,F2   372,2Ks19,20.18, 0.05
   27492,F2   373,2Ks19,20.48, 0.06
   27493,F2   375,2Ks19,19.39, 0.04
   27494,F2   389,2Ks19,20.01, 0.05
   27495,F2   390,2Ks19,19.81, 0.05
   27496,F2   392,2Ks19,19.38, 0.04
   27497,F2   393,2Ks19,19.85, 0.05
   27498,F2   395,2Ks19,19.71, 0.05
   27499,F2   397,2Ks19,20.00, 0.05
   27500,F2   398,2Ks19,19.81, 0.05
   27501,F2   406,2Ks19,19.46, 0.04
   27502,F2   408,2Ks19,19.38, 0.04
   27503,F2   410,2Ks19,19.97, 0.06
   27504,F2   411,2Ks19,22.12, 0.97
   27505,F2   415,2Ks19,19.51, 0.04
   27506,F2   416,2Ks19,19.96, 0.05
   27507,F2   419,2Ks19,19.78, 0.05
   27508,F2   420,2Ks19,20.21, 0.06
   27509,F2   422,2Ks19,20.06, 0.05
   27510,F2   425,2Ks19,19.96, 0.05
   27511,F2   427,2Ks19,19.42, 0.05
   27512,F2   429,2Ks19,19.75, 0.06
   27513,F2   430,2Ks19,20.07, 0.05
   27514,F2   432,2Ks19,19.31, 0.05
   27515,F2   436,2Ks19,20.05, 0.05
   27516,F2   438,2Ks19,19.71, 0.05
   27517,F2   440,2Ks19,19.44, 0.05
   27518,F2   441,2Ks19,19.62, 0.05
   27519,F2   442,2Ks19,20.10, 0.05
   27520,F2   445,2Ks19,20.16, 0.05
   27521,F2   447,2Ks19,20.01, 0.05
   27522,F2   448,2Ks19,19.46, 0.04
   27523,F2   449,2Ks19,19.37, 0.04
   27524,F2   450,2Ks19,20.11, 0.05
   27525,F2   452,2Ks19,20.04, 0.05
   27526,F2   454,2Ks19,19.82, 0.05
   27527,F2   455,2Ks19,19.51, 0.06
   27528,F2   456,2Ks19,19.36, 0.05
   27529,F2   458,2Ks19,19.97, 0.05
   27530,F2   460,2Ks19,20.54, 0.22
   27531,F2   463,2Ks19,19.59, 0.05
   27532,F2   465,2Ks19,19.43, 0.05
   27533,F2   466,2Ks19,20.05, 0.07
   27534,F2   467,2Ks19,20.58, 0.06
   27535,F2   470,2Ks19,19.47, 0.04
   27536,F2   471,2Ks19,20.19, 0.05
   27537,F2   475,2Ks19,19.41, 0.04
   27538,F2   478,2Ks19,19.14, 0.05
   27539,F2   484,2Ks19,19.74, 0.05
   27540,F2   486,2Ks19,19.49, 0.05
   27541,F2   487,2Ks19,20.05, 0.05
   27542,F2   488,2Ks19,19.68, 0.05
   27543,F2   490,2Ks19,19.98, 0.05
   27544,F2   491,2Ks19,20.21, 0.05
   27545,F2   494,2Ks19,19.23, 0.05
   27546,F2   496,2Ks19,19.94, 0.05
   27547,F2   503,2Ks19,19.80, 0.05
   27548,F2   504,2Ks19,20.00, 0.06
   27549,F2   505,2Ks19,20.57, 0.06
   27550,F2   508,2Ks19,19.52, 0.05
   27551,F2   509,2Ks19,20.57, 0.18
   27552,F2   510,2Ks19,19.57, 0.04
   27553,F2   511,2Ks19,20.03, 0.05
   27554,F2   514,2Ks19,19.70, 0.04
   27555,F2   515,2Ks19,19.71, 0.05
   27556,F2   517,2Ks19,20.19, 0.06
   27557,F2   518,2Ks19,19.76, 0.05
   27558,F2   519,2Ks19,19.57, 0.05
   27559,F2   525,2Ks19,19.45, 0.05
   27560,F2   527,2Ks19,19.79, 0.09
   27561,F2   528,2Ks19,19.92, 0.06
   27562,F2   529,2Ks19,19.67, 0.05
   27563,F2   531,2Ks19,19.69, 0.05
   27564,F2   532,2Ks19,19.58, 0.05
   27565,F2   542,2Ks19,20.27, 0.05
   27566,F2   543,2Ks19,19.98, 0.05
   27567,F2   545,2Ks19,19.51, 0.04
   27568,F2   546,2Ks19,19.98, 0.05
   27569,F2   548,2Ks19,20.62, 0.20
   27570,F2   551,2Ks19,19.75, 0.05
   27571,F2   554,2Ks19,19.51, 0.05
   27572,F2   567,2Ks19,19.47, 0.05
   27573,F2   570,2Ks19,19.58, 0.05
   27574,F2   577,2Ks19,19.76, 0.05
   27575,F2   579,2Ks19,19.53, 0.05
   27576,F2   584,2Ks19,21.14, 0.17
   27577,F2   593,2Ks19,19.53, 0.05
   27578,F2   594,2Ks19,19.62, 0.04
   27579,F2   597,2Ks19,20.48, 0.06
   27580,F2   598,2Ks19,19.99, 0.05
   27581,F2   601,2Ks19,19.73, 0.04
   27582,F2   602,2Ks19,19.81, 0.05
   27583,F2   603,2Ks19,19.96, 0.05
   27584,F2   605,2Ks19,19.64, 0.05
   27585,F2   607,2Ks19,19.93, 0.05
   27586,F2   614,2Ks19,20.17, 0.05
   27587,F2   616,2Ks19,20.16, 0.05
   27588,F2   620,2Ks19,20.10, 0.05
   27589,F2   625,2Ks19,20.05, 0.05
   27590,F2   631,2Ks19,20.30, 0.05
   27591,F2   632,2Ks19,19.49, 0.05
   27592,F2   639,2Ks19,19.95, 0.05
   27593,F2   640,2Ks19,19.59, 0.05
   27594,F2   641,2Ks19,20.28, 0.06
   27595,F2   644,2Ks19,20.01, 0.05
   27596,F2   645,2Ks19,20.67, 0.06
   27597,F2   647,2Ks19,19.73, 0.05
   27598,F2   651,2Ks19,20.56, 0.07
   27599,F2   653,2Ks19,20.11, 0.05
   27600,F2   654,2Ks19,19.76, 0.05
   27601,F2   655,2Ks19,20.36, 0.13
   27602,F2   656,2Ks19,20.03, 0.05
   27603,F2   660,2Ks19,19.58, 0.04
   27604,F2   663,2Ks19,19.70, 0.05
   27605,F2   664,2Ks19,20.57, 0.05
   27606,F2   665,2Ks19,20.30, 0.06
   27607,F2   666,2Ks19,19.67, 0.05
   27608,F2   676,2Ks19,19.67, 0.05
   27609,F2   677,2Ks19,20.39, 0.06
   27610,F2   679,2Ks19,20.24, 0.06
   27611,F2   683,2Ks19,20.08, 0.06
   27612,F2   685,2Ks19,20.47, 0.06
   27613,F2   691,2Ks19,20.01, 0.05
   27614,F2   692,2Ks19,19.54, 0.04
   27615,F2   700,2Ks19,19.83, 0.05
   27616,F2   701,2Ks19,20.28, 0.06
   27617,F2   715,2Ks19,19.70, 0.05
   27618,F2   720,2Ks19,19.62, 0.05
   27619,F2   721,2Ks19,19.74, 0.05
   27620,F2   722,2Ks19,19.75, 0.05
   27621,F2   723,2Ks19,19.57, 0.05
   27622,F2   724,2Ks19,20.13, 0.05
   27623,F2   726,2Ks19,19.72, 0.05
   27624,F2   727,2Ks19,19.70, 0.05
   27625,F2   730,2Ks19,19.70, 0.05
   27626,F2   734,2Ks19,20.55, 0.06
   27627,F2   735,2Ks19,19.64, 0.05
   27628,F2   738,2Ks19,19.97, 0.05
   27629,F2   743,2Ks19,19.89, 0.05
   27630,F2   745,2Ks19,20.24, 0.06
   27631,F2   746,2Ks19,20.34, 0.06
   27632,F2   748,2Ks19,20.55, 0.06
   27633,F2   751,2Ks19,19.83, 0.05
   27634,F2   754,2Ks19,19.77, 0.05
   27635,F2   762,2Ks19,20.31, 0.06
   27636,F2   766,2Ks19,19.68, 0.05
   27637,F2   767,2Ks19,20.03, 0.05
   27638,F2   768,2Ks19,19.62, 0.05
   27639,F2   769,2Ks19,20.14, 0.05
   27640,F2   771,2Ks19,20.23, 0.06
   27641,F2   773,2Ks19,19.96, 0.05
   27642,F2   775,2Ks19,20.27, 0.05
   27643,F2   777,2Ks19,19.99, 0.05
   27644,F2   778,2Ks19,20.30, 0.06
   27645,F2   779,2Ks19,19.68, 0.05
   27646,F2   786,2Ks19,19.58, 0.05
   27647,F2   788,2Ks19,20.19, 0.06
   27648,F2   789,2Ks19,19.62, 0.05
   27649,F2   792,2Ks19,21.06, 0.14
   27650,F2   795,2Ks19,19.78, 0.07
   27651,F2   797,2Ks19,20.21, 0.06
   27652,F2   799,2Ks19,20.24, 0.06
   27653,F2   802,2Ks19,21.09, 0.37
   27654,F2   805,2Ks19,20.20, 0.06
   27655,F2   808,2Ks19,19.74, 0.05
   27656,F2   809,2Ks19,19.81, 0.05
   27657,F2   814,2Ks19,20.14, 0.05
   27658,F2   815,2Ks19,20.34, 0.06
   27659,F2   816,2Ks19,19.81, 0.05
   27660,F2   817,2Ks19,19.82, 0.05
   27661,F2   820,2Ks19,20.50, 0.16
   27662,F2   828,2Ks19,19.85, 0.04
   27663,F2   832,2Ks19,20.27, 0.06
   27664,F2   839,2Ks19,19.76, 0.05
   27665,F2   841,2Ks19,19.90, 0.06
   27666,F2   843,2Ks19,20.26, 0.05
   27667,F2   852,2Ks19,19.71, 0.05
   27668,F2   853,2Ks19,19.77, 0.05
   27669,F2   856,2Ks19,20.15, 0.06
   27670,F2   857,2Ks19,19.90, 0.05
   27671,F2   858,2Ks19,20.13, 0.05
   27672,F2   860,2Ks19,19.77, 0.05
   27673,F2   861,2Ks19,19.84, 0.05
   27674,F2   864,2Ks19,20.44, 0.05
   27675,F2   869,2Ks19,19.88, 0.05
   27676,F2   870,2Ks19,19.95, 0.05
   27677,F2   872,2Ks19,20.34, 0.05
   27678,F2   874,2Ks19,20.02, 0.05
   27679,F2   876,2Ks19,19.72, 0.05
   27680,F2   877,2Ks19,19.83, 0.05
   27681,F2   883,2Ks19,19.89, 0.05
   27682,F2   884,2Ks19,20.18, 0.05
   27683,F2   895,2Ks19,19.66, 0.05
   27684,F2   896,2Ks19,19.73, 0.05
   27685,F2   897,2Ks19,19.84, 0.04
   27686,F2   899,2Ks19,21.55, 0.40
   27687,F2   900,2Ks19,20.55, 0.06
   27688,F2   901,2Ks19,19.97, 0.05
   27689,F2   904,2Ks19,19.74, 0.05
   27690,F2   905,2Ks19,19.74, 0.05
   27691,F2   906,2Ks19,19.93, 0.06
   27692,F2   917,2Ks19,19.89, 0.05
   27693,F2   918,2Ks19,19.85, 0.05
   27694,F2   920,2Ks19,19.83, 0.05
   27695,F2   921,2Ks19,19.52, 0.09
   27696,F2   924,2Ks19,21.24, 0.33
   27697,F2   927,2Ks19,20.85, 0.07
   27698,F2   929,2Ks19,19.85, 0.05
   27699,F2   935,2Ks19,19.94, 0.05
   27700,F2   938,2Ks19,20.27, 0.05
   27701,F2   940,2Ks19,20.08, 0.08
   27702,F2   941,2Ks19,20.32, 0.05
   27703,F2   942,2Ks19,20.66, 0.06
   27704,F2   944,2Ks19,20.16, 0.10
   27705,F2   945,2Ks19,19.82, 0.05
   27706,F2   946,2Ks19,20.43, 0.06
   27707,F2   954,2Ks19,20.02, 0.05
   27708,F2   958,2Ks19,20.17, 0.06
   27709,F2   962,2Ks19,20.44, 0.06
   27710,F2   964,2Ks19,19.86, 0.05
   27711,F2   966,2Ks19,20.33, 0.06
   27712,F2   970,2Ks19,19.67, 0.04
   27713,F2   973,2Ks19,19.97, 0.05
   27714,F2   975,2Ks19,20.26, 0.05
   27715,F2   976,2Ks19,20.64, 0.06
   27716,F2   981,2Ks19,19.68, 0.06
   27717,F2   982,2Ks19,19.90, 0.05
   27718,F2   986,2Ks19,19.63, 0.05
   27719,F2   988,2Ks19,20.00, 0.05
   27720,F2   991,2Ks19,20.07, 0.06
   27721,F2   993,2Ks19,19.97, 0.06
   27722,F2   995,2Ks19,19.88, 0.06
   27723,F2   998,2Ks19,20.27, 0.05
   27724,F2  1004,2Ks19,19.64, 0.04
   27725,F2  1012,2Ks19,19.74, 0.05
   27726,F2  1014,2Ks19,20.04, 0.06
   27727,F2  1017,2Ks19,19.71, 0.05
   27728,F2  1019,2Ks19,20.02, 0.05
   27729,F2  1023,2Ks19,     ,
   27730,F2  1027,2Ks19,20.03, 0.05
   27731,F2  1028,2Ks19,19.67, 0.05
   27732,F2  1032,2Ks19,20.02, 0.05
   27733,F2  1037,2Ks19,19.99, 0.05
   27734,F2  1039,2Ks19,19.69, 0.05
   27735,F2  1044,2Ks19,19.88, 0.05
   27736,F2  1045,2Ks19,20.89, 0.07
   27737,F2  1059,2Ks19,20.35, 0.05
   27738,F2  1061,2Ks19,20.13, 0.05
   27739,F2  1065,2Ks19,19.70, 0.05
   27740,F2  1074,2Ks19,20.08, 0.05
   27741,F2  1081,2Ks19,20.08, 0.05
   27742,F2  1082,2Ks19,19.75, 0.05
   27743,F2  1096,2Ks19,19.91, 0.04
   27744,F2  1098,2Ks19,20.46, 0.05
   27745,F2  1100,2Ks19,20.26, 0.06
   27746,F2  1104,2Ks19,20.84, 0.25
   27747,F2  1108,2Ks19,19.92, 0.05
   27748,F2  1110,2Ks19,19.93, 0.05
   27749,F2  1111,2Ks19,20.04, 0.05
   27750,F2  1112,2Ks19,20.11, 0.05
   27751,F2  1115,2Ks19,19.81, 0.05
   27752,F2  1121,2Ks19,20.09, 0.05
   27753,F2  1122,2Ks19,20.10, 0.05
   27754,F2  1124,2Ks19,20.32, 0.06
   27755,F2  1125,2Ks19,20.13, 0.05
   27756,F2  1129,2Ks19,20.07, 0.05
   27757,F2  1133,2Ks19,19.95, 0.05
   27758,F2  1134,2Ks19,20.44, 0.06
   27759,F2  1135,2Ks19,19.86, 0.06
   27760,F2  1138,2Ks19,20.34, 0.06
   27761,F2  1144,2Ks19,20.17, 0.05
   27762,F2  1147,2Ks19,20.10, 0.05
   27763,F2  1152,2Ks19,20.32, 0.06
   27764,F2  1153,2Ks19,20.20, 0.06
   27765,F2  1154,2Ks19,19.96, 0.05
   27766,F2  1159,2Ks19,20.14, 0.06
   27767,F2  1161,2Ks19,21.10, 0.07
   27768,F2  1162,2Ks19,19.88, 0.05
   27769,F2  1165,2Ks19,20.03, 0.05
   27770,F2  1167,2Ks19,21.19, 2.01
   27771,F2  1168,2Ks19,19.82, 0.05
   27772,F2  1178,2Ks19,19.94, 0.05
   27773,F2  1181,2Ks19,19.96, 0.05
   27774,F2  1184,2Ks19,20.35, 0.06
   27775,F2  1185,2Ks19,20.38, 0.07
   27776,F2  1190,2Ks19,20.03, 0.06
   27777,F2  1194,2Ks19,     ,
   27778,F2  1195,2Ks19,19.96, 0.05
   27779,F2  1200,2Ks19,20.45, 0.07
   27780,F2  1204,2Ks19,20.24, 0.05
   27781,F2  1205,2Ks19,20.25, 0.05
   27782,F2  1211,2Ks19,19.81, 0.05
   27783,F2  1216,2Ks19,19.82, 0.05
   27784,F2  1221,2Ks19,20.00, 0.05
   27785,F2  1224,2Ks19,20.24, 0.05
   27786,F2  1233,2Ks19,20.05, 0.05
   27787,F2  1234,2Ks19,20.85, 0.08
   27788,F2  1243,2Ks19,20.57, 0.06
   27789,F2  1251,2Ks19,20.30, 0.06
   27790,F2  1255,2Ks19,19.88, 0.05
   27791,F2  1258,2Ks19,19.99, 0.06
   27792,F2  1260,2Ks19,21.13, 0.08
   27793,F2  1261,2Ks19,20.72, 0.06
   27794,F2  1262,2Ks19,20.12, 0.05
   27795,F2  1267,2Ks19,20.90, 0.07
   27796,F2  1271,2Ks19,20.31, 0.06
   27797,F2  1272,2Ks19,20.03, 0.05
   27798,F2  1282,2Ks19,20.19, 0.14
   27799,F2  1283,2Ks19,20.74, 0.07
   27800,F2  1287,2Ks19,20.27, 0.05
   27801,F2  1294,2Ks19,20.34, 0.05
   27802,F2  1295,2Ks19,20.49, 0.07
   27803,F2  1300,2Ks19,20.00, 0.05
   27804,F2  1311,2Ks19,20.23, 0.08
   27805,F2  1318,2Ks19,20.14, 0.05
   27806,F2  1323,2Ks19,21.11, 0.10
   27807,F2  1325,2Ks19,20.51, 0.06
   27808,F2  1334,2Ks19,20.89, 0.07
   27809,F2  1337,2Ks19,20.44, 0.07
   27810,F2  1343,2Ks19,20.04, 0.05
   27811,F2  1345,2Ks19,22.32, 0.32
   27812,F2  1349,2Ks19,20.00, 0.09
   27813,F2  1352,2Ks19,20.08, 0.16
   27814,F2  1356,2Ks19,19.93, 0.05
   27815,F2  1362,2Ks19,20.62, 0.16
   27816,F2  1364,2Ks19,20.04, 0.05
   27817,F2  1367,2Ks19,20.09, 0.05
   27818,F2  1374,2Ks19,20.15, 0.05
   27819,F2  1376,2Ks19,20.34, 0.05
   27820,F2  1377,2Ks19,20.02, 0.05
   27821,F2  1378,2Ks19,20.02, 0.05
   27822,F2  1380,2Ks19,20.12, 0.06
   27823,F2  1382,2Ks19,20.33, 0.06
   27824,F2  1385,2Ks19,     ,
   27825,F2  1387,2Ks19,20.58, 0.06
   27826,F2  1389,2Ks19,20.28, 0.05
   27827,F2  1390,2Ks19,20.13, 0.06
   27828,F2  1401,2Ks19,20.71, 0.08
   27829,F2  1403,2Ks19,20.22, 0.05
   27830,F2  1413,2Ks19,20.02, 0.05
   27831,F2  1416,2Ks19,20.46, 0.06
   27832,F2  1428,2Ks19,20.18, 0.06
   27833,F2  1447,2Ks19,20.61, 0.06
   27834,F2  1450,2Ks19,20.72, 0.06
   27835,F2  1452,2Ks19,20.92, 0.26
   27836,F2  1454,2Ks19,20.41, 0.06
   27837,F2  1456,2Ks19,19.86, 0.06
   27838,F2  1457,2Ks19,20.51, 0.06
   27839,F2  1465,2Ks19,20.13, 0.06
   27840,F2  1476,2Ks19,20.11, 0.05
   27841,F2  1478,2Ks19,21.12, 0.35
   27842,F2  1481,2Ks19,20.43, 0.07
   27843,F2  1486,2Ks19,19.82, 0.05
   27844,F2  1494,2Ks19,20.27, 0.06
   27845,F2  1499,2Ks19,20.44, 0.06
   27846,F2  1502,2Ks19,20.12, 0.05
   27847,F2  1505,2Ks19,20.23, 0.05
   27848,F2  1508,2Ks19,20.32, 0.05
   27849,F2  1512,2Ks19,20.64, 0.05
   27850,F2  1518,2Ks19,20.43, 0.06
   27851,F2  1522,2Ks19,20.56, 0.07
   27852,F2  1528,2Ks19,20.54, 0.06
   27853,F2  1536,2Ks19,20.10, 0.05
   27854,F2  1542,2Ks19,20.60, 0.06
   27855,F2  1547,2Ks19,20.30, 0.05
   27856,F2  1552,2Ks19,20.23, 0.06
   27857,F2  1553,2Ks19,19.94, 0.05
   27858,F2  1556,2Ks19,20.20, 0.05
   27859,F2  1559,2Ks19,20.19, 0.06
   27860,F2  1560,2Ks19,20.70, 0.06
   27861,F2  1579,2Ks19,20.53, 0.05
   27862,F2  1588,2Ks19,20.25, 0.05
   27863,F2  1600,2Ks19,20.34, 0.05
   27864,F2  1602,2Ks19,19.68, 0.10
   27865,F2  1605,2Ks19,19.93, 0.05
   27866,F2  1612,2Ks19,20.35, 0.19
   27867,F2  1613,2Ks19,20.51, 0.05
   27868,F2  1616,2Ks19,20.39, 0.06
   27869,F2  1617,2Ks19,20.36, 0.05
   27870,F2  1622,2Ks19,20.77, 0.06
   27871,F2  1623,2Ks19,20.52, 0.05
   27872,F2  1629,2Ks19,20.44, 0.15
   27873,F2  1631,2Ks19,20.30, 0.05
   27874,F2  1645,2Ks19,19.94, 0.05
   27875,F2  1683,2Ks19,20.23, 0.05
   27876,F2  1685,2Ks19,20.73, 0.06
   27877,F2  1688,2Ks19,20.46, 0.09
   27878,F2  1690,2Ks19,20.53, 0.06
   27879,F2  1692,2Ks19,20.31, 0.05
   27880,F2  1697,2Ks19,20.22, 0.06
   27881,F2  1699,2Ks19,     ,
   27882,F2  1700,2Ks19,20.38, 0.05
   27883,F2  1701,2Ks19,20.16, 0.06
   27884,F2  1703,2Ks19,20.29, 0.05
   27885,F2  1709,2Ks19,20.88, 0.07
   27886,F2  1710,2Ks19,20.41, 0.05
   27887,F2  1728,2Ks19,20.32, 0.05
   27888,F2  1729,2Ks19,20.75, 0.06
   27889,F2  1730,2Ks19,20.35, 0.05
   27890,F2  1731,2Ks19,20.25, 0.05
   27891,F2  1732,2Ks19,20.24, 0.05
   27892,F2  1735,2Ks19,20.08, 0.06
   27893,F2  1736,2Ks19,20.07, 0.06
   27894,F2  1749,2Ks19,19.98, 0.05
   27895,F2  1776,2Ks19,20.51, 0.06
   27896,F2  1784,2Ks19,20.67, 0.07
   27897,F2  1794,2Ks19,20.77, 0.07
   27898,F2  1795,2Ks19,20.47, 0.06
   27899,F2  1797,2Ks19,     ,
   27900,F2  1799,2Ks19,20.63, 0.07
   27901,F2  1803,2Ks19,20.08, 0.05
   27902,F2  1804,2Ks19,     ,
   27903,F2  1805,2Ks19,20.08, 0.05
   27904,F2  1809,2Ks19,20.33, 0.06
   27905,F2  1817,2Ks19,20.01, 0.06
   27906,F2  1820,2Ks19,20.50, 0.05
   27907,F2  1825,2Ks19,20.05, 0.05
   27908,F2  1834,2Ks19,20.48, 0.06
   27909,F2  1837,2Ks19,20.50, 0.05
   27910,F2  1841,2Ks19,20.09, 0.06
   27911,F2  1852,2Ks19,20.13, 0.05
   27912,F2  1863,2Ks19,20.08, 0.05
   27913,F2  1868,2Ks19,20.27, 0.06
   27914,F2  1870,2Ks19,20.45, 0.09
   27915,F2  1871,2Ks19,20.56, 0.06
   27916,F2  1880,2Ks19,20.64, 0.07
   27917,F2  1881,2Ks19,20.69, 0.26
   27918,F2  1882,2Ks19,20.62, 0.06
   27919,F2  1884,2Ks19,21.32, 0.10
   27920,F2  1909,2Ks19,20.21, 0.05
   27921,F2  1914,2Ks19,20.20, 0.06
   27922,F2  1915,2Ks19,20.71, 0.07
   27923,F2  1917,2Ks19,20.21, 0.05
   27924,F2  1922,2Ks19,20.60, 0.06
   27925,F2  1936,2Ks19,21.30, 0.10
   27926,F2  1952,2Ks19,20.26, 0.05
