Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_030,log_t,age_030 (years),delta_t (years)
F2,5595,575.631,243.74,205,0.409,22.46,22.42,21.2,42.41,-0.21,0.62,1.36,10.78,60595775791,74666
F2,5770,179.661,481.922,185,0.333,22.2,21.21,21.16,34.86,-0.19,0.64,1.14,10.74,54546155973,77244
F2,1452,891.524,655.324,170,1.789,20.89,21.65,21.09,43.14,-0.17,0.68,-0.1,10.66,45376113973,83427
F2,4272,126.101,446.682,132,0.557,21.32,21.11,21.09,59.21,-0.17,0.68,0.33,10.66,45376113973,83427
F2,5898,72.087,743.065,244,0.2,23.5,22.24,21.41,13.18,-0.16,0.69,1.55,10.64,43210797720,85471
F2,4818,886.928,345.232,222,0.431,22.59,21.79,21.07,43.47,-0.16,0.69,1.62,10.63,43051491303,85633
F2,2722,892.692,803.489,268,0.712,22.05,19.99,21.07,51.67,-0.16,0.69,1.08,10.63,43051491303,85633
F2,4394,173.995,551.437,225,0.337,22.68,21.77,21.05,33.34,-0.15,0.7,1.73,10.61,40845959275,88055
F2,3864,695.073,132.244,254,0.566,22.41,21.44,21.04,50.31,-0.15,0.71,1.47,10.6,39785933280,89351
F2,5060,33.263,194.56,493,0.596,22.05,21.11,21.04,45.46,-0.15,0.71,1.11,10.6,39785933280,89351
F2,4707,409.992,310.652,301,0.304,21.87,21.09,21.04,28.19,-0.15,0.71,0.93,10.6,39785933280,89351
F2,4196,162.064,292.952,135,0.34,21.94,21.19,21.02,38.83,-0.14,0.72,1.02,10.58,37747696103,92123
F2,4869,817.172,410.033,218,0.423,22.48,21.55,21.01,42.96,-0.14,0.73,1.57,10.57,36768075602,93603
F2,4298,367.091,62.301,240,0.323,22.18,21.32,21.01,31.11,-0.14,0.73,1.27,10.57,36768075602,93603
F2,4182,728.664,434.58,223,0.2,22.61,21.95,21,13.45,-0.14,0.73,1.71,10.55,35813878012,95148
F2,4004,359.017,404.042,276,0.292,21.97,20.98,20.99,26.57,-0.13,0.74,1.08,10.54,34884443563,96760
F2,4035,590.112,30.28,214,0.341,22.27,21.47,20.99,34.3,-0.13,0.74,1.38,10.54,34884443563,96760
F2,3460,661.932,529.525,228,0.457,21.93,20.91,20.99,45.31,-0.13,0.74,1.04,10.54,34884443563,96760
F2,3941,365.734,210.995,231,0.364,21.72,21,20.98,36.32,-0.13,0.74,0.84,10.53,33979129607,98442
F2,4291,124.064,247.886,239,0.34,22.28,21.74,20.98,33.24,-0.13,0.74,1.4,10.53,33979129607,98442
F2,5022,826.351,18.085,331,0.56,22.61,99.99,20.97,50.18,-0.12,0.75,1.74,10.52,33097310174,100195
F2,3712,424.787,437.69,231,0.365,21.87,21.03,20.96,36.43,-0.12,0.76,1.01,10.51,32238375539,102023
F2,3888,797.245,635.009,236,0.385,22.15,21.35,20.96,38.42,-0.12,0.76,1.29,10.51,32238375539,102023
F2,3792,126.725,511.1,247,0.435,21.73,21.03,20.95,42.79,-0.12,0.76,0.88,10.5,31401731800,103927
F2,4017,428.467,358.329,245,0.584,22.27,21.58,20.94,51.17,-0.11,0.77,1.43,10.49,30586800469,105911
F2,4487,371.452,94.176,259,0.307,22.51,21.71,20.94,28.69,-0.11,0.77,1.67,10.49,30586800469,105911
F2,3435,242.104,343.433,274,0.456,22.56,21.43,20.93,43.98,-0.11,0.77,1.73,10.47,29793018069,107976
F2,4053,507.566,223.257,280,0.306,21.91,21.01,20.92,28.41,-0.11,0.78,1.09,10.46,29019835748,110126
F2,2818,696.376,337.355,276,0.531,22.08,21.13,20.92,48.53,-0.11,0.78,1.26,10.46,29019835748,110126
F2,4034,727.69,229.53,259,0.332,21.81,21.24,20.91,31.85,-0.1,0.79,1,10.45,28266718896,112364
F2,3846,167.066,449.521,254,0.407,21.84,21.26,20.91,40.1,-0.1,0.79,1.03,10.45,28266718896,112364
F2,3668,577.917,197.946,261,0.444,21.83,21.22,20.91,43.21,-0.1,0.79,1.02,10.45,28266718896,112364
F2,3042,382.359,678.613,456,0.538,22.67,22.09,20.91,47.16,-0.1,0.79,1.86,10.45,28266718896,112364
F2,3848,615.164,452.077,260,0.426,22.38,21.77,20.91,41.72,-0.1,0.79,1.57,10.45,28266718896,112364
F2,3491,434.079,220.827,289,0.426,22.01,21.3,20.9,41.52,-0.1,0.79,1.21,10.44,27533146779,114692
F2,3519,726.396,584.699,234,0.303,21.7,21.03,20.9,28.66,-0.1,0.79,0.9,10.44,27533146779,114692
F2,3121,206.707,260.865,273,0.444,22.03,21.01,20.9,43.06,-0.1,0.79,1.23,10.44,27533146779,114692
F2,3544,215.668,618.383,249,0.416,21.83,21.4,20.9,41.06,-0.1,0.79,1.03,10.44,27533146779,114692
F2,2324,429.095,18.648,556,0.643,22.56,21.26,20.89,36.97,-0.1,0.8,1.77,10.43,26818612176,117115
F2,2371,409.452,459.005,345,0.597,22.08,21.11,20.89,51.5,-0.1,0.8,1.29,10.43,26818612176,117115
F2,3524,327.911,236.23,271,0.372,21.63,20.87,20.88,36.32,-0.09,0.81,0.85,10.42,26122621030,119634
F2,3390,421.316,212.971,232,0.436,21.9,21.1,20.88,43.42,-0.09,0.81,1.12,10.42,26122621030,119634
F2,3118,331.157,843.819,278,0.432,22.09,21.31,20.88,42.04,-0.09,0.81,1.31,10.42,26122621030,119634
F2,3679,589.101,506.609,129,0.261,22.3,21.78,20.88,26.61,-0.09,0.81,1.52,10.42,26122621030,119634
F2,3642,308.61,837.671,193,0.344,22.48,21.37,20.88,35.8,-0.09,0.81,1.7,10.42,26122621030,119634
F2,3364,94.439,172.691,264,0.398,21.96,21.19,20.87,39.06,-0.09,0.81,1.19,10.41,25444692103,122253
F2,3474,556.286,827.19,262,0.357,22.3,21.67,20.87,34.76,-0.09,0.81,1.53,10.41,25444692103,122253
F2,4686,68.814,80.933,303,0.481,22.45,22.45,20.87,45.79,-0.09,0.81,1.68,10.41,25444692103,122253
F2,4097,526.847,688.469,243,0.2,22.17,21.33,20.87,13.19,-0.09,0.81,1.4,10.41,25444692103,122253
F2,3610,222.338,70.817,269,0.347,22.5,21.51,20.86,33.53,-0.09,0.82,1.74,10.39,24784356649,124976
F2,3928,790.322,76.998,218,0.294,21.65,21.14,20.84,27.93,-0.08,0.83,0.91,10.37,23514651681,130749
F2,3682,646.109,97.475,302,0.468,21.96,21.37,20.83,44.9,-0.08,0.84,1.23,10.36,22904404243,133805
F2,3159,215.796,325.273,303,0.338,21.78,21.05,20.82,32.48,-0.07,0.85,1.06,10.35,22309993821,136980
F2,3722,179.207,837.567,262,0.321,22.23,21.54,20.81,30.45,-0.07,0.85,1.52,10.34,21731009417,140278
F2,3059,50.935,645.011,241,0.386,21.6,20.69,20.81,38.36,-0.07,0.85,0.89,10.34,21731009417,140278
F2,3152,139.489,250.324,250,0.357,21.75,20.82,20.81,34.97,-0.07,0.85,1.04,10.34,21731009417,140278
F2,3366,530.536,409.101,209,0.374,22.17,21.4,20.81,38.46,-0.07,0.85,1.46,10.34,21731009417,140278
F2,3622,607.527,129.783,155,0.312,21.76,20.98,20.81,33.72,-0.07,0.85,1.05,10.34,21731009417,140278
F2,2820,827.596,836.27,274,0.495,21.61,20.88,20.81,46.62,-0.07,0.85,0.9,10.34,21731009417,140278
F2,2938,783.337,462.572,244,0.42,21.61,20.94,20.8,41.57,-0.06,0.86,0.91,10.33,21167050698,143703
F2,2447,232.207,4.549,286,0.539,21.5,20.74,20.78,48.86,-0.06,0.88,0.82,10.3,20082660661,150952
F2,3770,510.257,325.189,203,0.296,21.96,21.18,20.78,28.82,-0.06,0.88,1.28,10.3,20082660661,150952
F2,2689,151.908,256.661,276,0.444,22.02,21.22,20.77,43.04,-0.05,0.88,1.35,10.29,19561479552,154784
F2,2222,414.36,218.193,296,0.572,22.4,21.37,20.77,50.14,-0.05,0.88,1.73,10.29,19561479552,154784
F2,4844,790.515,407.132,568,0.619,23.93,23.03,21.37,34.73,-0.05,0.89,1.55,10.28,19264432033,157081
F2,3238,516.011,222.659,288,0.312,21.65,20.76,20.76,29.19,-0.05,0.89,0.99,10.28,19053824030,158761
F2,3116,398.267,539.442,264,0.419,21.49,20.82,20.76,41.03,-0.05,0.89,0.83,10.28,19053824030,158761
F2,3169,545.314,695.39,237,0.291,22.03,21.04,20.75,26.95,-0.05,0.9,1.38,10.27,18559343079,162888
F2,2836,574.932,643.524,242,0.41,21.6,20.76,20.75,40.71,-0.05,0.9,0.95,10.27,18559343079,162888
F2,2695,595.973,699.644,281,0.405,21.8,20.96,20.75,39.61,-0.05,0.9,1.15,10.27,18559343079,162888
F2,2482,488.647,486.885,300,0.527,21.39,20.74,20.74,48.38,-0.04,0.9,0.75,10.26,18077694797,167170
F2,2988,501.439,630.638,254,0.284,21.71,20.79,20.74,25.66,-0.04,0.9,1.07,10.26,18077694797,167170
F2,2530,112.241,590.792,254,0.442,21.52,20.71,20.74,43.19,-0.04,0.9,0.88,10.26,18077694797,167170
F2,2964,315.637,137.195,467,0.423,22.35,21.31,20.73,39.14,-0.04,0.91,1.72,10.25,17608546153,171612
F2,3312,262.01,322.619,828,0.368,22.08,21.19,20.72,6.06,-0.04,0.92,1.46,10.23,17151572759,176218
F2,2766,118.033,820.844,302,0.333,22.38,21.37,20.72,31.87,-0.04,0.92,1.76,10.23,17151572759,176218
F2,3167,397.8,834.029,192,0.329,21.59,20.68,20.72,33.91,-0.04,0.92,0.97,10.23,17151572759,176218
F2,3378,240.495,539.909,259,0.2,21.89,21.15,20.72,13.07,-0.04,0.92,1.27,10.23,17151572759,176218
F2,2712,46.154,364.506,253,0.415,21.65,21.12,20.71,40.87,-0.03,0.93,1.04,10.22,16706458645,180994
F2,2131,569.326,701.24,496,0.618,22.45,21.17,20.71,45.49,-0.03,0.93,1.84,10.22,16706458645,180994
F2,2719,182.164,425.84,286,0.409,21.44,20.72,20.71,39.98,-0.03,0.93,0.83,10.22,16706458645,180994
F2,2451,501.54,825.126,314,0.465,22.28,21.42,20.7,44.81,-0.03,0.93,1.68,10.21,16272896042,185946
F2,2916,649.996,832.18,246,0.352,21.83,20.99,20.7,34.48,-0.03,0.93,1.23,10.21,16272896042,185946
F2,3048,787.507,356.56,239,0.306,21.67,21.14,20.69,28.93,-0.03,0.94,1.08,10.2,15850585167,191079
F2,2665,159.258,341.052,278,0.385,21.65,20.82,20.69,37.64,-0.03,0.94,1.06,10.2,15850585167,191079
F2,3231,541.879,386.689,282,0.288,22.21,21.35,20.68,26.01,-0.02,0.95,1.63,10.19,15439234017,196399
F2,2800,296.371,123.84,448,0.29,21.77,21.08,20.68,25.72,-0.02,0.95,1.19,10.19,15439234017,196399
F2,2667,641.325,564.165,272,0.346,21.82,20.79,20.68,33.39,-0.02,0.95,1.24,10.19,15439234017,196399
F2,2877,768.979,122.517,298,0.482,22.23,21.46,20.67,45.81,-0.02,0.96,1.66,10.18,15038558169,201911
F2,816,549.096,166.588,529,1.001,21.72,20.54,20.66,34.43,-0.02,0.97,1.16,10.17,14648280578,207621
F2,2942,403.046,806.695,291,0.311,21.7,21.01,20.66,29.06,-0.02,0.97,1.14,10.17,14648280578,207621
F2,2840,849.378,27.277,283,0.32,22.19,21.62,20.64,30.2,-0.01,0.98,1.65,10.14,13897847760,219658
F2,2233,538.403,244.348,296,0.504,22.17,21.24,20.64,47.14,-0.01,0.98,1.63,10.14,13897847760,219658
F2,3173,122.506,226.249,291,0.304,21.99,21.21,20.64,28.15,-0.01,0.98,1.45,10.14,13897847760,219658
F2,2821,809.613,297.404,165,0.349,21.48,21.11,20.63,38.27,0,0.99,0.95,10.13,13537173652,225998
F2,2424,637.782,571.6,295,0.466,21.52,20.97,20.63,44.7,0,0.99,0.99,10.13,13537173652,225998
F2,2696,155.024,109.834,264,0.265,21.72,20.94,20.63,22.88,0,0.99,1.19,10.13,13537173652,225998
F2,2145,296.25,99.696,292,0.569,21.28,20.54,20.62,50.02,0,1,0.76,10.12,13185859686,232559
F2,2760,169.819,228.192,312,0.348,21.59,21.44,20.61,33.73,0,1.01,1.08,10.11,12843662948,239348
F2,3021,807.149,169.294,350,0.27,22.25,21.43,20.61,23.9,0,1.01,1.74,10.11,12843662948,239348
F2,1502,851.204,443.255,308,0.565,21.3,20.47,20.61,50.02,0,1.01,0.79,10.11,12843662948,239348
F2,2115,468.654,668.942,298,0.385,21.86,21.06,20.61,37.67,0,1.01,1.35,10.11,12843662948,239348
F2,2981,145.374,182.201,289,0.268,21.96,21.2,20.61,23.23,0,1.01,1.45,10.11,12843662948,239348
F2,1852,219.645,704.799,445,0.592,22.12,20.74,20.61,49.7,0,1.01,1.61,10.11,12843662948,239348
F2,2827,567.302,271.132,213,0.504,22.01,20.95,20.61,49.4,0,1.01,1.5,10.11,12843662948,239348
F2,2593,723.163,474.36,244,0.297,21.91,21.03,20.61,27.61,0,1.01,1.4,10.11,12843662948,239348
F2,5615,690.317,88.923,511,0.34,23.25,22.71,21.02,27.82,0.01,1.01,1.55,10.1,12569897713,245085
F2,1956,740.211,45.215,296,0.411,21.89,20.68,20.6,105.46,0.01,1.01,1.39,10.1,12510346830,246371
F2,2427,319.817,513.646,299,0.397,21.55,20.98,20.6,105.43,0.01,1.01,1.05,10.1,12510346830,246371
F2,2590,817.535,94.909,262,0.306,21.67,21.12,20.59,91.46,0.01,1.02,1.18,10.09,12185680864,253634
F2,2438,860.17,34.06,165,0.305,22.03,21.1,20.59,91.24,0.01,1.02,1.54,10.09,12185680864,253634
F2,2285,125.038,494.064,279,0.342,21.81,20.84,20.59,97.59,0.01,1.02,1.32,10.09,12185680864,253634
F2,2228,194.227,762.506,272,0.423,21.4,20.46,20.59,100.74,0.01,1.02,0.91,10.09,12185680864,253634
F2,2998,307.871,427.58,297,0.339,22.03,21.47,20.59,101.24,0.01,1.02,1.54,10.09,12185680864,253634
F2,2314,158.728,199.856,294,0.296,21.64,20.74,20.58,96.75,0.01,1.03,1.16,10.07,11869440562,261143
F2,2436,643.429,672.785,294,0.34,22.06,21.22,20.58,100.65,0.01,1.03,1.58,10.07,11869440562,261143
F2,2487,647.817,43.051,294,0.342,22.03,21.43,20.58,100.8,0.01,1.03,1.55,10.07,11869440562,261143
F2,2320,473.832,347.226,264,0.317,21.85,21.02,20.58,92.76,0.01,1.03,1.37,10.07,11869440562,261143
F2,2305,53.673,209.73,292,0.342,21.52,20.57,20.57,100.37,0.02,1.04,1.05,10.06,11561407264,268905
F2,1683,677.682,104.014,302,0.442,21.56,20.71,20.57,108.28,0.02,1.04,1.09,10.06,11561407264,268905
F2,2591,674.688,425.903,254,0.258,21.56,20.93,20.57,85.06,0.02,1.04,1.09,10.06,11561407264,268905
F2,2200,799.343,510.013,277,0.292,21.48,20.67,20.57,92.86,0.02,1.04,1.01,10.06,11561407264,268905
F2,2291,330.198,797.906,284,0.309,21.58,20.73,20.56,95.92,0.02,1.05,1.12,10.05,11261367984,276925
F2,2960,867.599,815.115,370,0.506,22.02,21.1,20.56,123.62,0.02,1.05,1.56,10.05,11261367984,276925
F2,1915,598.682,641.232,323,0.436,22.08,21.05,20.56,112.81,0.02,1.05,1.62,10.05,11261367984,276925
F2,1729,534.104,395.756,381,0.551,22.28,22.22,20.56,125.97,0.02,1.05,1.82,10.05,11261367984,276925
F2,2466,377.006,64.798,262,0.262,22.05,21.11,20.55,86.78,0.02,1.06,1.6,10.04,10969115262,285209
F2,2506,85.337,339.939,307,0.233,21.58,20.81,20.55,90.88,0.02,1.06,1.13,10.04,10969115262,285209
F2,2312,403.463,508.011,272,0.31,21.98,21.01,20.54,93.62,0.03,1.06,1.54,10.03,10684447022,293763
F2,1870,843.018,828.104,313,0.37,21.66,20.81,20.54,106.99,0.03,1.06,1.22,10.03,10684447022,293763
F2,1703,186.144,267.475,345,0.448,21.93,21.01,20.54,117.76,0.03,1.06,1.49,10.03,10684447022,293763
F2,2240,176.015,88.968,297,0.393,21.28,20.51,20.54,104.75,0.03,1.06,0.84,10.03,10684447022,293763
F2,2047,404.297,72.172,290,0.321,21.71,20.78,20.53,98.25,0.03,1.07,1.28,10.02,10407166435,302594
F2,2016,152.743,576.538,307,0.249,21.67,20.73,20.53,93.5,0.03,1.07,1.24,10.02,10407166435,302594
F2,2669,241.936,58.066,170,0.222,21.98,21.15,20.53,79.91,0.03,1.07,1.55,10.02,10407166435,302594
F2,2872,70.099,269.646,299,0.295,21.97,21.16,20.52,97.7,0.03,1.08,1.55,10.01,10137081777,311706
F2,2467,133.825,116.259,177,0.403,22.01,21.14,20.52,95.65,0.03,1.08,1.59,10.01,10137081777,311706
F2,1922,54.686,283.433,309,0.333,21.72,21.02,20.52,103.4,0.03,1.08,1.3,10.01,10137081777,311706
F2,1556,694.829,817.735,328,0.576,21.28,20.8,20.52,118.59,0.03,1.08,0.86,10.01,10137081777,311706
F2,1909,506.83,444.48,300,0.402,21.54,20.54,20.52,105.92,0.03,1.08,1.12,10.01,10137081777,311706
F2,2116,698.278,147.312,288,0.341,21.41,20.55,20.51,99.42,0.04,1.09,1,9.99,9874006300,321106
F2,2053,200.94,249.853,292,0.27,21.81,20.79,20.51,93.37,0.04,1.09,1.4,9.99,9874006300,321106
F2,2151,406.827,782.052,380,0.473,22.32,21.72,20.51,123.23,0.04,1.09,1.91,9.99,9874006300,321106
F2,2861,220.957,500.059,314,0.335,21.61,21.08,20.51,104.65,0.04,1.09,1.2,9.99,9874006300,321106
F2,2287,489.746,552.798,174,0.299,21.98,21.07,20.51,89.15,0.04,1.09,1.57,9.99,9874006300,321106
F2,2372,145.677,37.058,276,0.306,21.7,20.83,20.51,94.03,0.04,1.09,1.29,9.99,9874006300,321106
F2,2311,337.757,176.217,312,0.336,21.66,20.97,20.5,104.3,0.04,1.1,1.26,9.98,9617758105,330798
F2,2104,213.147,364.457,272,0.365,21.61,20.93,20.5,97.71,0.04,1.1,1.21,9.98,9617758105,330798
F2,2489,847.263,472.621,307,0.483,22.27,21.54,20.5,111.03,0.04,1.1,1.87,9.98,9617758105,330798
F2,2043,375.293,718.491,378,0.419,21.68,20.79,20.5,120.57,0.04,1.1,1.28,9.98,9617758105,330798
F2,3914,256.811,133.548,476,0.378,23.08,22.28,20.89,34.42,0.04,1.1,1.47,9.98,9480876220,336207
F2,1728,184.289,636.129,381,0.593,21.76,20.81,20.49,127.09,0.04,1.11,1.37,9.97,9368160011,340788
F2,2763,878.699,393.997,300,0.314,22.11,21.37,20.49,99.79,0.04,1.11,1.72,9.97,9368160011,340788
F2,2159,234.546,122.594,278,0.286,21.59,20.55,20.49,92.43,0.04,1.11,1.2,9.97,9368160011,340788
F2,2139,605.706,164.195,292,0.27,21.94,20.87,20.49,93.37,0.04,1.11,1.55,9.97,9368160011,340788
F2,1522,373.323,462.304,446,0.572,21.87,21.46,20.49,121.44,0.04,1.11,1.48,9.97,9368160011,340788
F2,1952,683.717,606.454,265,0.298,21.42,20.59,20.49,91.23,0.04,1.11,1.03,9.97,9368160011,340788
F2,2567,503.912,145.854,307,0.304,21.89,21.16,20.49,100.33,0.04,1.11,1.5,9.97,9368160011,340788
F2,1917,583.137,658.359,461,0.192,22.23,21.03,20.49,85.14,0.04,1.11,1.84,9.97,9368160011,340788
F2,2654,642.679,572.352,320,0.355,22.09,21.55,20.49,107.48,0.04,1.11,1.7,9.97,9368160011,340788
F2,4277,520.737,226.877,455,0.591,23.76,22.99,21.13,48.98,0.05,1.11,1.47,9.97,9230770729,346534
F2,2307,319.996,617.377,241,0.265,21.68,20.83,20.48,84.3,0.05,1.12,1.3,9.96,9125039435,351081
F2,2273,397.683,301.931,299,0.317,21.91,21.36,20.48,99.84,0.05,1.12,1.53,9.96,9125039435,351081
F2,1325,539.054,700.875,425,0.578,21.89,21.43,20.48,125.34,0.05,1.12,1.51,9.96,9125039435,351081
F2,2147,716.631,540.415,269,0.262,21.54,20.73,20.48,87.96,0.05,1.12,1.16,9.96,9125039435,351081
F2,2130,161.405,456.508,303,0.348,21.43,20.56,20.47,103.24,0.05,1.13,1.06,9.95,8888228275,361681
F2,1560,613.401,357.201,297,0.479,21.87,20.91,20.47,108.53,0.05,1.13,1.5,9.95,8888228275,361681
F2,2421,383.677,511.695,289,0.267,21.69,21.14,20.47,92.39,0.05,1.13,1.32,9.95,8888228275,361681
F2,2335,699.863,145.77,310,0.391,21.95,21.18,20.47,107.6,0.05,1.13,1.58,9.95,8888228275,361681
F2,2112,296.3,208.554,290,0.264,21.94,21.14,20.47,92.2,0.05,1.13,1.57,9.95,8888228275,361681
F2,1825,273.977,402.602,310,0.424,21.24,20.47,20.47,109.32,0.05,1.13,0.87,9.95,8888228275,361681
F2,2006,810.785,406.28,286,0.347,21.75,20.79,20.47,99.43,0.05,1.13,1.38,9.95,8888228275,361681
F2,1863,395.169,623.677,298,0.428,21.26,20.42,20.47,106.73,0.05,1.13,0.89,9.95,8888228275,361681
F2,2028,207.79,519.523,312,0.296,21.46,20.74,20.47,100.56,0.05,1.13,1.09,9.95,8888228275,361681
F2,1605,203.969,493.424,436,0.538,21.89,20.69,20.46,122.53,0.06,1.14,1.53,9.94,8657562790,372593
F2,1805,359.442,396.001,294,0.356,21.35,20.46,20.46,101.81,0.06,1.14,0.99,9.94,8657562790,372593
F2,3509,481.177,518.413,456,0.732,23.75,99.99,21.11,49.46,0.06,1.14,1.47,9.94,8627920674,374039
F2,1997,724.672,477.335,513,0.623,22.79,21.33,20.76,43.37,0.06,1.14,1.47,9.93,8556139532,377585
F2,2515,542.975,765.505,294,0.395,21.81,21.13,20.45,104.18,0.06,1.14,1.46,9.93,8432883488,383820
F2,2097,189.588,266.447,178,0.495,21.8,20.9,20.45,98.99,0.06,1.14,1.45,9.93,8432883488,383820
F2,2350,466.81,195.625,625,0.816,22.97,21.64,20.82,24.15,0.06,1.15,1.47,9.92,8373027345,386917
F2,1692,239.523,661.27,300,0.32,21.79,20.64,20.44,100.33,0.06,1.15,1.45,9.91,8214035018,395368
F2,2691,308.731,775.795,339,0.487,22.02,21.55,20.44,118.21,0.06,1.15,1.68,9.91,8214035018,395368
F2,2497,24.327,491.417,312,0.348,21.83,21.08,20.44,105.23,0.06,1.15,1.49,9.91,8214035018,395368
F2,2160,622.434,620.733,269,0.354,21.81,20.88,20.43,96.43,0.07,1.16,1.48,9.9,8000866058,407238
F2,2414,669.38,466.236,326,0.314,22.18,21.39,20.43,105.27,0.07,1.16,1.85,9.9,8000866058,407238
F2,1645,49.166,103.181,388,0.6,21.41,20.56,20.43,127.6,0.07,1.16,1.08,9.9,8000866058,407238
F2,1817,679.902,51.165,272,0.283,21.45,20.48,20.43,90.96,0.07,1.16,1.12,9.9,8000866058,407238
F2,1700,131.43,614.878,460,0.142,21.78,20.9,20.43,68.41,0.07,1.16,1.45,9.9,8000866058,407238
F2,1282,863.396,656.01,351,0.586,21.04,20.46,20.43,123.35,0.07,1.16,0.71,9.9,8000866058,407238
F2,2010,275.337,130.635,291,0.282,21.38,20.53,20.43,94.6,0.07,1.16,1.05,9.9,8000866058,407238
F2,1623,787.079,288.645,449,0.305,21.92,21.17,20.42,106.78,0.07,1.17,1.6,9.89,7793229216,419433
F2,2231,332.27,207.499,355,0.441,21.71,20.87,20.42,119.08,0.07,1.17,1.39,9.89,7793229216,419433
F2,2395,574.495,153.833,310,0.315,21.62,20.87,20.42,102.04,0.07,1.17,1.3,9.89,7793229216,419433
F2,2502,23.4,631.599,366,0.401,22.21,20.86,20.42,118.43,0.07,1.17,1.89,9.89,7793229216,419433
F2,2323,165.667,250.222,291,0.42,21.58,21.02,20.42,104.75,0.07,1.17,1.26,9.89,7793229216,419433
F2,1356,297.561,737.609,449,0.581,21.76,20.59,20.41,120.96,0.07,1.18,1.45,9.88,7590980923,431957
F2,2193,260.297,405.949,412,0.225,22.24,21.2,20.41,99.61,0.07,1.18,1.93,9.88,7590980923,431957
F2,1622,541.392,443.704,298,0.396,22.05,20.94,20.41,105.15,0.07,1.18,1.74,9.88,7590980923,431957
F2,1795,405.954,409.103,188,0.394,22.01,20.87,20.41,93.76,0.07,1.18,1.7,9.88,7590980923,431957
F2,1588,887.266,609.134,476,0.129,21.88,20.69,20.41,59.67,0.07,1.18,1.57,9.88,7590980923,431957
F2,2517,430.972,423.967,518,0.558,22.8,23.16,20.73,41.3,0.08,1.19,1.47,9.87,7448148474,441209
F2,1803,786.644,606.898,431,0.405,21.49,20.58,20.4,117.87,0.08,1.19,1.19,9.87,7393981336,444811
F2,1122,452.259,624.1,341,0.493,21.27,20.66,20.4,118.81,0.08,1.19,0.97,9.87,7393981336,444811
F2,1914,554.137,80.88,322,0.309,21.42,20.73,20.39,103.97,0.08,1.2,1.13,9.86,7202094242,457995
F2,2144,739.896,55.852,283,0.292,21.65,20.97,20.39,94.06,0.08,1.2,1.36,9.86,7202094242,457995
F2,2002,108.682,335.946,278,0.309,21.78,21.02,20.39,94.7,0.08,1.2,1.49,9.86,7202094242,457995
F2,2272,213.546,261.986,310,0.071,21.66,21.01,20.39,20.39,0.08,1.2,1.37,9.86,7202094242,457995
F2,1954,430.979,26.005,272,0.317,21.83,20.9,20.39,94.23,0.08,1.2,1.54,9.86,7202094242,457995
F2,1710,711.522,550.778,294,0.296,21.93,20.88,20.39,96.75,0.08,1.2,1.64,9.86,7202094242,457995
F2,2011,165.858,722.627,341,0.338,22.11,21,20.39,110.28,0.08,1.2,1.82,9.86,7202094242,457995
F2,1749,832.748,178.959,261,0.319,21.17,20.41,20.39,92.41,0.08,1.2,0.88,9.86,7202094242,457995
F2,1362,887.622,654.633,483,0.892,21.95,21.42,20.38,114.9,0.08,1.21,1.67,9.85,7015186963,471512
